ImageNumber,ObjectNumber,Location_Center_X,Location_Center_Y,AreaShape_MajorAxisLength,TrackObjects_ParentImageNumber_50,TrackObjects_ParentObjectNumber_50,id,parent_id,NoiseObject,UnexpectedEnd_by_CellProfiler,UnexpectedEnd_by_Trackrefiner,UnexpectedBeginning_by_CellProfiler,UnexpectedBeginning_by_Trackrefiner,TrackingLinkModified
1,5,62.47643478260869,3.931565217391304,7.5802460452922125,0.0,0,5,0,False,False,True,False,False,False
1,300,54.1076593059937,34.08439116719243,4.314847390431599,0.0,0,300,0,False,True,False,False,False,False
1,513,11.708372093023256,59.036232558139524,5.234027882269645,0.0,0,513,0,False,False,True,False,False,False
1,928,43.50294339622641,108.95909433962264,1.8968099882662324,0.0,0,0,0,True,False,False,False,False,False
1,936,19.133627586206895,111.33980689655172,6.612739876980901,0.0,0,935,0,False,True,False,False,False,False
1,941,97.42371428571428,110.7342857142857,2.419585468909169,0.0,0,0,0,True,False,False,False,False,False
1,947,40.53264248704663,112.53264248704663,3.6659284637381524,0.0,0,945,0,False,True,False,False,False,False
1,949,15.056910891089109,113.3547326732673,5.940568935406274,0.0,0,947,0,False,True,False,False,False,False
1,957,47.40713513513513,115.01096525096524,4.505150204695832,0.0,0,955,0,False,True,False,False,False,False
1,958,45.210857142857144,114.23828571428571,1.9557665917394778,0.0,0,0,0,True,False,False,False,False,False
1,968,67.60585365853657,117.08253658536586,5.78274805858278,0.0,0,965,0,False,True,False,False,False,False
1,971,88.52782978723404,117.74399999999999,7.990316868004656,0.0,0,968,0,False,True,False,False,False,False
1,972,96.4622686567164,117.9091343283582,4.524902140919657,0.0,0,969,0,False,True,False,False,False,False
1,976,31.164279069767442,117.393488372093,2.167861908658702,0.0,0,0,0,True,False,False,False,False,False
1,985,77.43022900763359,118.63291603053433,2.1652397531434566,0.0,0,0,0,True,False,False,False,False,False
1,987,68.36925842696628,120.64643595505616,6.237493074588815,0.0,0,982,0,False,True,False,False,False,False
1,992,72.36860641399417,120.8281749271137,4.631657661954616,0.0,0,987,0,False,True,False,False,False,False
1,993,74.17392,120.90575999999999,3.9385822917181605,0.0,0,988,0,False,True,False,False,False,False
1,995,19.35792,120.06431999999998,2.0443152806921185,0.0,0,0,0,True,False,False,False,False,False
1,996,27.395076923076918,120.14030769230767,1.794738582389176,0.0,0,0,0,True,False,False,False,False,False
1,1000,65.4356129032258,122.01677419354839,3.849543684916872,0.0,0,993,0,False,True,False,False,False,False
1,1001,60.828587896253595,123.03243804034582,6.327163635837917,0.0,0,994,0,False,True,False,False,False,False
1,1002,90.37747976878613,123.52744508670519,7.47098480845133,0.0,0,995,0,False,True,False,False,False,False
1,1006,59.915301265822784,124.81190886075949,5.224112716564952,0.0,0,999,0,False,True,False,False,False,False
1,1008,22.376774193548385,125.12877419354838,4.499057639235347,0.0,0,1001,0,False,True,False,False,False,False
1,1009,24.100824120603015,125.16494472361808,4.627419759568885,0.0,0,1002,0,False,True,False,False,False,False
1,1010,69.69540248962655,125.4986887966805,3.409887759869648,0.0,0,1003,0,False,True,False,False,False,False
1,1011,53.27408219178081,125.48416438356162,2.9310294777837638,0.0,0,1004,0,False,True,False,False,False,False
1,1012,33.62795604395604,125.95015384615384,2.8572427356993804,0.0,0,0,0,True,False,False,False,False,False
1,1013,20.647475409836062,125.72616393442621,2.045228982266887,0.0,0,0,0,True,False,False,False,False,False
1,1014,36.189,125.88524999999998,2.8044777049046603,0.0,0,0,0,True,False,False,False,False,False
1,1016,67.06497709923664,126.16873282442747,3.1555484148209647,0.0,0,1006,0,False,True,False,False,False,False
1,1017,91.48654545454545,125.89818181818181,1.871413464882967,0.0,0,0,0,True,False,False,False,False,False
1,1018,58.67399999999999,126.41399999999999,2.211557685935166,0.0,0,0,0,True,False,False,False,False,False
1,1019,21.15570731707317,128.9010731707317,1.5904336794931582,0.0,0,0,0,True,False,False,False,False,False
1,1020,83.61843037974683,129.341164556962,2.072643594301119,0.0,0,0,0,True,False,False,False,False,False
1,1021,58.72885714285714,129.54857142857142,1.5895915144371,0.0,0,0,0,True,False,False,False,False,False
1,1022,79.4688,129.3472,1.2249390566777436,0.0,0,0,0,True,False,False,False,False,False
1,1023,94.1559652173913,129.56243478260868,2.071761947521938,0.0,0,0,0,True,False,False,False,False,False
1,1024,29.303771428571427,129.83679999999998,10.820631655977772,0.0,0,0,0,True,False,False,False,False,False
1,1025,3.7885467625899274,131.51810071942444,8.290178713987755,0.0,0,0,0,True,False,False,False,False,False
1,1026,103.72226086956522,131.3264347826087,3.061547843036885,0.0,0,0,0,True,False,False,False,False,False
1,1027,89.69227086614174,134.29258582677164,12.542723788886102,0.0,0,0,0,True,False,False,False,False,False
1,1028,17.643075110456554,134.36366421207657,13.30039518505154,0.0,0,0,0,True,False,False,False,False,False
2,7,60.068970873786405,5.305631067961165,14.28484716907345,1.0,46,46,0,False,False,False,False,False,True
2,515,11.736436363636363,60.84916363636364,9.767877507663663,1.0,560,560,0,False,False,False,False,False,True
2,776,45.34214876033058,90.10056198347107,6.717774202235193,1.0,775,775,0,False,True,False,False,False,False
2,849,35.05159897172236,98.8051002570694,5.20401227433891,1.0,847,847,0,False,False,True,False,False,False
2,889,39.92015094339622,104.42943396226414,4.686512660834035,1.0,886,1017,886,False,True,False,False,False,False
2,931,65.21799709724237,111.65015965166907,9.060430878353097,1.0,927,927,0,False,False,True,False,False,False
2,935,44.13791150442478,109.36099115044247,2.3987902412577244,0.0,0,0,0,True,False,False,False,False,False
2,939,19.58212987012986,109.49984415584414,1.8923489599713512,0.0,0,0,0,True,False,False,False,False,False
2,944,95.55963723150357,111.73197136038185,6.782193647228573,0.0,0,1023,0,False,False,False,True,True,True
2,949,54.766838709677415,113.09109677419355,5.148221372279658,0.0,0,1024,0,False,False,False,True,False,False
2,964,96.41793103448275,115.23724137931033,3.055277843937766,1.0,967,964,0,False,True,False,False,False,False
2,966,71.25901986754967,115.90760264900662,2.928126298675282,1.0,965,962,0,False,True,False,False,False,False
2,967,24.36064864864865,116.051027027027,2.4156986854657463,0.0,0,0,0,True,False,False,False,False,False
2,972,18.00595041322314,117.12793388429752,3.8936406772943855,0.0,0,1025,0,False,True,False,True,False,False
2,973,63.798399999999994,118.4896,6.213240744827944,1.0,981,977,0,False,True,False,False,False,False
2,974,77.1365147453083,117.8618766756032,4.938403903945812,0.0,0,1026,0,False,False,False,True,True,True
2,981,59.90742857142857,118.29428571428569,4.28229923162377,1.0,978,974,0,False,True,False,False,False,False
2,983,61.93631999999999,118.56384,4.104906996592853,1.0,980,976,0,False,True,False,False,False,False
2,984,29.447,119.44349999999999,6.306153531416795,1.0,982,978,0,False,True,False,False,False,False
