stepNum,ObjectNumber,AreaShape_Area,AreaShape_BoundingBoxArea,AreaShape_BoundingBoxMaximum_X,AreaShape_BoundingBoxMaximum_Y,AreaShape_BoundingBoxMinimum_X,AreaShape_BoundingBoxMinimum_Y,AreaShape_Center_X,AreaShape_Center_Y,AreaShape_Compactness,AreaShape_ConvexArea,AreaShape_Eccentricity,AreaShape_EquivalentDiameter,AreaShape_EulerNumber,AreaShape_Extent,AreaShape_FormFactor,length,AreaShape_MaxFeretDiameter,AreaShape_MaximumRadius,AreaShape_MeanRadius,AreaShape_MedianRadius,AreaShape_MinFeretDiameter,AreaShape_MinorAxisLength,AreaShape_Orientation,AreaShape_Perimeter,AreaShape_Solidity,Location_Center_X,Location_Center_Y,Location_Center_Z,Neighbors_AngleBetweenNeighbors_Expanded,Neighbors_FirstClosestDistance_Expanded,Neighbors_FirstClosestObjectNumber_Expanded,Neighbors_NumberOfNeighbors_Expanded,Neighbors_PercentTouching_Expanded,Neighbors_SecondClosestDistance_Expanded,Neighbors_SecondClosestObjectNumber_Expanded,Number_Object_Number,Parent_RunOmnipose,TrackObjects_Displacement_50,TrackObjects_DistanceTraveled_50,TrackObjects_FinalAge_50,TrackObjects_IntegratedDistance_50,label,TrackObjects_Lifetime_50,TrackObjects_Linearity_50,TrackObjects_ParentImageNumber_50,TrackObjects_ParentObjectNumber_50,TrackObjects_TrajectoryX_50,TrackObjects_TrajectoryY_50,endppoint1_X,endppoint1_Y,endppoint2_X,endppoint2_Y,noise_bac,id,divideFlag,daughters_index,bad_division_flag,unexpected_end,division_time,transition,LifeHistory,parent_id,daughter_orientation,daughter_length_to_mother,daughter_distance_to_mother,bac_length_to_back,bac_length_to_back_orientation_changes,max_daughter_len_to_mother,bacteria_movement,bacteria_slope,cellType,cellAge,growthRate,startVol,targetVol,pos,time,radius,dir,ends,strainRate,strainRate_rolling,unknown_cell_type
6,1,186,299,124,74,101,61,16.08774193548387,9.585290322580644,1.3837082467737354,199,0.9195710022411768,15.389040103942165,1,0.6220735785953178,0.7226957000015051,3.554609399712927,23.08679276123039,5.0,2.337256030754033,2.118033988749895,9.036580869689208,1.3966909007680677,-0.3566365057124078,56.87005768508881,0.9346733668341708,16.08774193548387,9.585290322580644,0,38.740603168437225,13.826376523205663,2,2.0,64.61538461538461,24.11208800333456,3,1,1,15.99737353708958,16.83224222965511,,19.838489022802637,1,6,0.8063806431377903,5.0,1,15.314090049889998,-6.985916147624806,17.75321222510776,8.964789951499375,14.42227164585998,10.205790693661912,False,3,True,"[48, 49]",False,False,16,False,10,1,,,,,,,,-0.3725676614870116,1,1,0.047,3.554609399712927,7.172402702289557,"[16.08774193548387, 9.585290322580644]",9.0,0.6983454503840338,"[0.937076399875831, -0.3491243629364064]","[[17.75321222510776, 8.964789951499375], [14.42227164585998, 10.205790693661912]]",0.0,0.0,False
6,2,366,924,127,90,85,68,15.191213114754095,11.363016393442622,2.3289950046442285,408,0.9814338799776422,21.587164551489145,1,0.3961038961038961,0.4293697487568281,7.235264777549847,45.18849411078001,5.0,2.383540145812749,2.23606797749979,9.239650102715933,1.3877294282823687,-0.42521350778959255,103.49747468305831,0.8970588235294118,15.191213114754095,11.363016393442622,0,108.26731852071931,13.826376523205663,1,2.0,50.21520803443329,15.890024506925815,3,2,2,4.296867506917476,3.439969805504646,,4.783740904321398,2,6,0.8982232927865921,5.0,2,3.147132921723085,-1.3888652331275324,18.486697793839184,9.870687733184159,11.895728435669009,12.855345053701084,False,2,True,"[20, 22]",False,False,9,False,8,0,,,,1.1959403460806288,1.3048126208069657,,0.11724500633120244,-0.45284041820299764,1,6,0.043,5.069757852519182,8.457471437903164,"[15.191213114754095, 11.363016393442622]",9.0,0.6938647141411843,"[0.9109506784908767, -0.41251528621011296]","[[18.486697793839184, 9.870687733184159], [11.895728435669009, 12.855345053701084]]",0.1959403460806289,0.07559197186781459,False
6,3,208,414,102,87,79,69,12.928153846153846,11.024999999999999,1.7232020489381366,245,0.934266776331685,16.273715780512877,1,0.5024154589371981,0.5803150017238056,4.066101955430798,25.80697580112788,5.0,2.2400139242764374,2.0,10.11841652340802,1.4498695066338523,-0.5122270417256704,67.11269837220809,0.8489795918367347,12.928153846153846,11.024999999999999,0,32.992078310843446,15.890024506925815,2,2.0,47.36842105263158,24.11208800333456,1,3,3,8.117996866887683,7.279850782453407,,10.286097575600929,1,6,0.7892202856546808,5.0,1,-6.627493903790722,3.0120677233429376,14.700273207526738,10.02856171940412,11.156034484780953,12.021438280595877,False,4,True,"[51, 52]",False,False,16,False,10,1,,,,,,,,-0.5622862106895102,1,1,0.03,4.066101955430798,6.3984842332878165,"[12.928153846153846, 11.024999999999999]",9.0,0.7249347533169261,"[0.8716551531650609, -0.49011967310116633]","[[14.700273207526738, 10.02856171940412], [11.156034484780953, 12.021438280595877]]",0.0,0.0,False
7,1,194,312,125,74,101,61,16.104247422680412,9.590845360824742,1.3934492219158607,205,0.9269970419792252,15.716503163191918,1,0.6217948717948718,0.717643660258459,3.7077047639263454,24.35159132377184,5.0,2.3567073224162085,2.23606797749979,9.09907157067554,1.3906437806104575,-0.35032556763922595,58.2842712474619,0.946341463414634,16.104247422680412,9.590845360824742,0,36.73494725946696,14.47056271746982,2,2.0,65.89958158995816,25.235809821944716,3,1,1,16.08685335738189,0.1209389619509598,,19.959427984753592,1,7,0.805977674794596,6.0,1,0.1146214388648729,0.0385766544729051,17.845498714194015,8.954596514921871,14.36299613116681,10.227094206727614,False,3,True,"[48, 49]",False,False,16,False,10,1,,,,1.0430695322602204,0.36159011636172783,,0.017415210520939674,-0.3653974868554468,1,2,0.047,3.554609399712927,7.172402702289557,"[16.104247422680412, 9.590845360824742]",10.5,0.6953218903052287,"[0.9392610266356117, -0.3432036186339194]","[[17.845498714194015, 8.954596514921871], [14.36299613116681, 10.227094206727614]]",0.04306953226022038,0.02153476613011019,False
7,2,396,1081,129,91,82,68,15.079272727272727,11.405090909090909,2.546414133240161,449,0.9841743224533148,22.45446191105733,1,0.366327474560592,0.3927090990213596,7.841998422085315,49.04079934095692,5.0,2.381348063974872,2.23606797749979,9.313368001395189,1.389625642285498,-0.4094322503583237,112.5685424949238,0.8819599109131403,15.079272727272727,11.405090909090909,0,110.86651593600357,14.47056271746982,1,2.0,47.44121715076072,16.153345843782265,3,2,2,3.4698683481413752,0.8304613477936558,,5.614202252115054,2,7,0.6180518963017697,6.0,2,-0.7773638019539533,0.292184136446437,18.676189532868264,9.84418594509677,11.48235592167719,12.965995873085047,False,2,True,"[20, 22]",False,False,9,False,8,0,,,,1.0838578356410797,0.9041994462211718,,0.11958643408228543,-0.4339563710692223,1,7,0.043,5.069757852519182,8.457471437903164,"[15.079272727272727, 11.405090909090909]",10.5,0.694812821142749,"[0.9173469852953778, -0.3980885687500733]","[[18.676189532868264, 9.84418594509677], [11.48235592167719, 12.965995873085047]]",0.08385783564107979,0.07696961583002546,False
7,3,216,450,102,87,77,69,12.779333333333332,11.057333333333332,1.6714001552171585,252,0.9428125382106102,16.583719174624104,1,0.48,0.5983007700930085,4.236517544359794,26.92582403567252,5.0,2.272034449985764,2.0,9.391485505499118,1.412130615102381,-0.4798934650802163,67.35533905932738,0.8571428571428571,12.779333333333332,11.057333333333332,0,32.39853680452949,16.153345843782265,2,2.0,49.797570850202426,25.235809821944716,1,3,3,9.149439457325686,1.057586439035731,,11.343684014636658,1,7,0.8065668477295598,6.0,3,-1.0334757834757935,0.2245370370370381,14.658322307753984,10.079365716322057,10.90034435891268,12.035300950344608,False,4,True,"[51, 52]",False,False,16,False,10,1,,,,1.041911292632833,1.8525774783473032,,0.06588568960389946,-0.5204754420194572,1,2,0.03,4.066101955430798,6.3984842332878165,"[12.779333333333332, 11.057333333333332]",10.5,0.7060653075511905,"[0.8870441133530569, -0.46168467698818977]","[[14.658322307753984, 10.079365716322057], [10.90034435891268, 12.035300950344608]]",0.04191129263283322,0.02095564631641661,False
8,1,205,350,126,74,101,60,16.297287804878046,9.559492682926829,1.505889307758935,222,0.9350595924885304,16.15593100600236,1,0.5857142857142857,0.6640594330855568,3.9237396124357913,25.632011235952596,5.0,2.34788415646791,2.23606797749979,9.060143867320855,1.3909286600668358,-0.36525189341483033,62.2842712474619,0.9234234234234234,16.297287804878046,9.559492682926829,0,35.353062039870416,15.068709279618323,2,2.0,66.45161290322581,24.4577719679815,3,1,1,17.406087133299476,1.3581241952008904,,21.31755217995448,1,8,0.8165143439717684,7.0,1,1.3405582097058044,-0.21772692984662,18.12974055109259,8.858743034735532,14.464835058663503,10.260242331118125,False,3,True,"[48, 49]",False,False,16,False,10,1,,,,1.0582664646363784,0.8552154705794848,,0.1070979239027797,-0.382410760462389,1,3,0.047,3.554609399712927,7.172402702289557,"[16.297287804878046, 9.559492682926829]",12.0,0.6954643300334179,"[0.9340338183537041, -0.3571845827742285]","[[18.12974055109259, 8.858743034735532], [14.464835058663503, 10.260242331118125]]",0.05826646463637833,0.03377866563219957,False
8,2,425,1250,131,92,81,67,15.151849411764704,11.402428235294117,2.7064103383875557,485,0.9863765120388313,23.26213245840639,1,0.34,0.3694931200254678,8.457471437903164,52.20153254455275,5.0,2.380586488642893,2.23606797749979,9.384615384615383,1.3912830096701312,-0.40959308743098044,120.22539674441616,0.8762886597938144,15.151849411764704,11.402428235294117,0,109.0228627557912,14.969072034440345,3,2.0,42.125,15.068709279618323,1,2,2,3.934929106221994,0.5043438319150038,,6.118546084030058,2,8,0.6431150557960992,7.0,2,0.5040047534165097,-0.0184907902554982,19.030796570028482,9.718392985029347,11.272902253500927,13.086463485558887,False,2,True,"[20, 22]",False,False,9,False,8,0,1.3677297301076645,1.0407451904689093,,1.0784842055163517,0.009215285452467902,0.5311177027140711,0.07262551179576067,-0.43414751002139124,1,8,0.043,5.069757852519182,8.457471437903164,"[15.151849411764704, 11.402428235294117]",12.0,0.6956415048350656,"[0.9172829460303734, -0.3982361070041728]","[[19.030796570028482, 9.718392985029347], [11.272902253500927, 13.086463485558887]]",0.07848420551635162,0.07718598578521492,False
8,3,182,322,102,83,79,69,13.0501978021978,10.923428571428571,1.4262120683077149,196,0.9229957783986203,15.222667215103916,1,0.5652173913043478,0.7011579990250393,3.5450558799455942,23.40939982143925,5.0,2.310401190199149,2.118033988749895,8.94427190999916,1.3641732155256607,-0.3958968809757734,57.11269837220809,0.9285714285714286,13.0501978021978,10.923428571428571,0,35.6240752043384,14.969072034440345,2,2.0,58.19070904645477,24.4577719679815,1,3,3,7.05285413980475,2.098303227585543,,13.4419872422222,1,8,0.524688352452177,7.0,3,1.881003256003254,-0.9298941798941768,14.685622595596575,10.23987824912539,11.414773008799026,11.606978893731753,False,4,True,"[51, 52]",False,False,16,False,10,1,,,,0.8367853650612721,4.812649762700239,,0.16281762467014835,-0.41796499910131174,1,3,0.03,4.066101955430798,6.3984842332878165,"[13.0501978021978, 10.923428571428571]",12.0,0.6820866077628304,"[0.9226510660384136, -0.38563585198756994]","[[14.685622595596575, 10.23987824912539], [11.414773008799026, 11.606978893731753]]",-0.16321463493872787,-0.04043444743529822,False
9,1,217,405,128,74,101,59,16.429935483870967,9.481437788018432,1.5945682524707214,235,0.944427086543479,16.622063085174787,1,0.5358024691358024,0.6271290040112983,4.204166851379632,27.51363298439521,4.47213595499958,2.323996666896986,2.23606797749979,8.797531001601412,1.3819978187620128,-0.36611754706968525,65.94112549695429,0.9234042553191488,16.429935483870967,9.481437788018432,0,99.7259961190238,8.554068619295531,2,3.0,67.84869976359339,25.77123997035298,3,1,1,18.46498411560407,1.0688123438915376,,22.38636452384602,1,9,0.824831745053339,8.0,1,0.9211644374508268,-0.5420478813083065,18.392701796613505,8.728906639079803,14.467169171128429,10.233968936957062,False,3,True,"[48, 49]",False,False,16,False,10,1,,,,1.0714693803979916,0.04959830094323961,,0.026376870961914402,-0.38340333439243285,1,4,0.047,3.554609399712927,7.172402702289557,"[16.429935483870967, 9.481437788018432]",13.5,0.6909989093810064,"[0.9337242702907664, -0.3579929986326211]","[[18.392701796613505, 8.728906639079803], [14.467169171128429, 10.233968936957062]]",0.07146938039799146,0.04320134432364754,False
9,2,221,420,133,81,105,66,17.11449773755656,10.505484162895925,1.6909088030030852,238,0.9564450276309991,16.774562271083887,1,0.5261904761904762,0.5913979501579161,4.491912800869001,28.792360097775937,4.47213595499958,2.269090199316279,2.0,8.272305270162521,1.31124550674519,-0.3956454594362119,68.5269119345812,0.9285714285714286,17.11449773755656,10.505484162895925,0,80.54609608005683,8.554068619295531,1,2.0,48.30508474576271,27.663203358044196,4,2,2,18.91964830553704,14.985359881901902,,21.10390596593196,2,9,0.8964998392278205,8.0,2,13.629502262443438,-6.228778280542997,19.18694950074832,9.639883884536404,15.042045974364806,11.371084441255444,False,5,True,"[47, 50]",False,False,16,False,7,2,,,,,,,,-0.4176696865679614,1,1,0.064,4.491912800869001,8.766417170689305,"[17.11449773755656, 10.505484162895925]",13.5,0.655622753372595,"[0.9227479940353348, -0.3854038654499533]","[[19.18694950074832, 9.639883884536404], [15.042045974364806, 11.371084441255444]]",0.0,0.0,False
9,3,191,336,103,84,79,70,13.040670157068062,10.993005235602094,1.4558557216580874,206,0.9339987438682332,15.594510349620345,1,0.5684523809523809,0.6868812514340987,3.768628447373548,24.35159132377184,4.47213595499958,2.290072648917472,2.23606797749979,8.666224568741688,1.3464415850894245,-0.3920373006630035,59.112698372208094,0.9271844660194176,13.040670157068062,10.993005235602094,0,92.985420099833,8.574126370064768,4,2.0,59.43877551020408,25.77123997035298,1,3,3,7.319223900301593,0.4876804143068721,,13.929667656529071,1,9,0.5254413874598758,8.0,3,-0.0661642022898547,0.4831712789827946,14.782026327453082,10.273061639582027,11.299313986683043,11.712948831622162,False,4,True,"[51, 52]",False,False,16,False,10,1,,,,1.0630660206776161,0.2211376626134832,,0.07022597966018998,-0.4134384500219078,1,4,0.03,4.066101955430798,6.3984842332878165,"[13.040670157068062, 10.993005235602094]",13.5,0.6732207925447122,"[0.9241325828225996, -0.38207194265691774]","[[14.782026327453082, 10.273061639582027], [11.299313986683043, 11.712948831622162]]",0.06306602067761623,-0.014559330407069606,False
9,4,225,420,108,92,80,77,13.48416,12.145279999999998,1.6325748125515411,247,0.9456679969898616,16.925687506432688,1,0.5357142857142857,0.6125293568857075,4.310159921656887,27.892651361962702,4.47213595499958,2.3513406690586334,2.23606797749979,9.0,1.4013790157351067,-0.3717740723684197,67.94112549695427,0.9109311740890688,13.48416,12.145279999999998,0,68.92802089762296,8.574126370064768,3,3.0,54.63182897862233,27.580592249836823,1,4,4,8.743556113962345,12.678160748135848,,18.796706832165903,2,9,0.4651642541447695,8.0,2,-11.581176470588233,5.158692810457509,15.492014265659861,11.362406520160619,11.476305734340137,12.928153479839377,False,6,True,"[53, 54]",False,False,16,False,7,2,,,,,,,,-0.3899055291157276,1,1,0.074,4.310159921656887,9.36744537484122,"[13.48416, 12.145279999999998]",13.5,0.7006895078675534,"[0.9316843468248922, -0.3632688782176006]","[[15.492014265659861, 11.362406520160619], [11.476305734340137, 12.928153479839377]]",0.0,0.0,False
