TimeStep,NumberOfCells
1,204
2,205
3,227
4,229
5,234
6,236
7,235
8,240
9,242
10,239
11,248
12,257
13,254
14,395
15,416
16,432
17,461
18,478
19,488
20,514
21,544
22,551
23,581
