ImageNumber,ObjectNumber,AreaShape_Area,AreaShape_Center_X,AreaShape_Center_Y,AreaShape_MajorAxisLength,AreaShape_MinorAxisLength,AreaShape_Orientation,Children_transconjugants_Count,Intensity_MeanIntensity_gfp_channel_14bit,Intensity_MeanIntensity_rfp_channel_14bit,Location_Center_X,Location_Center_Y,Location_Center_Z,Neighbors_AngleBetweenNeighbors_6,Number_Object_Number,TrackObjects_Label_50,TrackObjects_Lifetime_50,TrackObjects_ParentImageNumber_50,TrackObjects_ParentObjectNumber_50
247,1,239,154.096234309623,7.56066945606695,31.082740962527,9.94710249174839,69.8792702258798,0,2.32396818790974E-05,0.148133308209759,154.096234309623,7.56066945606695,0,52.5013576014036,1,18,247,0,0
247,2,293,266.402730375427,12.1740614334471,32.0792394544523,11.7112403280869,-63.1038605573349,0,0.000216438549446775,0.063879369799391,266.402730375427,12.1740614334471,0,121.239629254299,2,724,126,0,0
247,3,319,116.025078369906,9.45454545454546,43.006922586006,9.75327531232389,85.3235493567705,0,0.0109237377797502,0.0187947145607731,116.025078369906,9.45454545454546,0,105.196909040804,3,904,84,0,0
247,4,215,327.116279069767,17.3953488372093,32.93979610589,8.43203413939504,-28.008956474065,0,0.0340189606297848,0.00062909753516663,327.116279069767,17.3953488372093,0,79.1527971364816,4,1783,4,0,0
247,5,265,211.784905660377,11.2377358490566,37.2580602894407,9.30266471167761,79.0296890254632,0,3.91552259899535E-06,0.0550114808604121,211.784905660377,11.2377358490566,0,44.1397618556385,5,724,126,0,0
247,6,397,334.128463476071,37.1612090680101,70.8122784949049,8.10723435666468,-9.86413922843725,0,0.0295553037436956,0.00060636355009127,334.128463476071,37.1612090680101,0,120.73565590601,6,1753,5,0,0
247,7,269,302.423791821561,27.4163568773234,48.3306755070098,7.45148216289117,-16.0377832988077,0,0.0391032577502683,0.000613083675171363,302.423791821561,27.4163568773234,0,147.046126497352,7,1784,4,0,0
247,8,208,151.663461538462,15.7451923076923,29.1169964050937,9.26757899053264,72.326126822452,0,0.000529664125329313,0.0662112438361734,151.663461538462,15.7451923076923,0,111.708110681726,8,18,247,0,0
247,9,609,214.990147783251,27.2266009852217,93.2500355812847,9.18565271674713,-65.533948938653,0,0.00256080964460896,0.0958310678381051,214.990147783251,27.2266009852217,0,62.7420591558576,9,665,135,0,0
247,10,275,183.534545454545,16.0436363636364,33.6166634034981,10.5324355904582,-84.6756621255093,0,0,0.0741805976832455,183.534545454545,16.0436363636364,0,31.2338737202682,10,61,247,0,0
247,11,156,351.948717948718,21.5384615384615,21.6991462435563,9.19053434060162,0.202395962524551,0,0.0218904365200358,0.000595884367775841,351.948717948718,21.5384615384615,0,101.417658273906,11,1753,5,0,0
247,12,552,487.653985507246,43.2246376811594,71.6780141281246,10.1910804803127,-8.83391850186425,0,0.040036909542033,0.00343947201474583,487.653985507246,43.2246376811594,0,125.312606720481,12,59,247,0,0
247,13,254,361.362204724409,28.7204724409449,33.7553839809178,9.85387341862757,-0.800951139359372,0,0.0218619735156164,0.000591136911135959,361.362204724409,28.7204724409449,0,143.584781367475,13,1817,3,0,0
247,14,54,126.87037037037,17.9814814814815,9.96092046991672,7.22560853307189,-51.7634733231235,0,0.0133409065159935,0.00189211871474981,126.87037037037,17.9814814814815,0,148.61641807429,14,nan,1,0,0
247,15,131,98.0610687022901,22.8091603053435,17.1573719913114,9.79510242955822,33.8455882911843,0,0.000418400050688336,0.162286104762372,98.0610687022901,22.8091603053435,0,163.296351946413,15,61,247,0,0
247,16,206,203.577669902913,23.9708737864078,29.1213339034351,9.13081579405588,-59.2323900187662,0,0,0.169330106776895,203.577669902913,23.9708737864078,0,73.118178988504,16,724,126,0,0
247,17,273,448.89010989011,31.3223443223443,41.8610556517363,8.68462354821559,-45.8923148257942,0,0.0212461481675942,0.00052182501243366,448.89010989011,31.3223443223443,0,155.784602135849,17,1754,5,0,0
247,18,267,479.887640449438,32.1722846441948,34.2299344312718,10.1410391313983,-8.35366692693558,0,0.00376297767912404,0.0695701674087329,479.887640449438,32.1722846441948,0,81.5628960213465,18,59,247,0,0
247,19,219,237.319634703196,24.6301369863014,31.9465775683799,8.84746705538363,-69.6102067310352,0,0.00707043153255089,0.103309292159124,237.319634703196,24.6301369863014,0,34.3085624062047,19,665,135,0,0
