ImageNumber,ObjectNumber,AreaShape_Area,AreaShape_BoundingBoxArea,AreaShape_BoundingBoxMaximum_X,AreaShape_BoundingBoxMaximum_Y,AreaShape_BoundingBoxMinimum_X,AreaShape_BoundingBoxMinimum_Y,AreaShape_Center_X,AreaShape_Center_Y,AreaShape_Compactness,AreaShape_ConvexArea,AreaShape_Eccentricity,AreaShape_EquivalentDiameter,AreaShape_EulerNumber,AreaShape_Extent,AreaShape_FormFactor,AreaShape_MajorAxisLength,AreaShape_MaxFeretDiameter,AreaShape_MaximumRadius,AreaShape_MeanRadius,AreaShape_MedianRadius,AreaShape_MinFeretDiameter,AreaShape_MinorAxisLength,AreaShape_Orientation,AreaShape_Perimeter,AreaShape_Solidity,Location_Center_X,Location_Center_Y,Location_Center_Z,Neighbors_AngleBetweenNeighbors_Expanded,Neighbors_FirstClosestDistance_Expanded,Neighbors_FirstClosestObjectNumber_Expanded,Neighbors_NumberOfNeighbors_Expanded,Neighbors_PercentTouching_Expanded,Neighbors_SecondClosestDistance_Expanded,Neighbors_SecondClosestObjectNumber_Expanded,Number_Object_Number,Parent_RunOmnipose,TrackObjects_Displacement_50,TrackObjects_DistanceTraveled_50,TrackObjects_FinalAge_50,TrackObjects_IntegratedDistance_50,TrackObjects_Label_50,TrackObjects_Lifetime_50,TrackObjects_Linearity_50,TrackObjects_ParentImageNumber_50,TrackObjects_ParentObjectNumber_50,TrackObjects_TrajectoryX_50,TrackObjects_TrajectoryY_50
13,1,292,481,138,71,101,58,118.82534246575342,63.8013698630137,2.0175511249437603,320,0.9743799049684886,19.281751659604673,1,0.6070686070686071,0.4956503890467089,41.081651008421225,37.107950630558946,4.47213595499958,2.3286450340650027,2.0,8.432993810941912,9.239609530428675,-79.28702342906736,86.04163056034261,0.9125,118.82534246575342,63.8013698630137,0,116.36539474845524,16.51986268846957,2,2.0,70.60518731988472,27.823190706031472,4,1,1,23.61547441407431,0.6608738698364423,nan,27.554624775784287,1,13,0.8570421338064526,12.0,1,0.6291160506590785,-0.20240372189196165
13,2,356,720,157,77,112,61,134.69662921348313,68.38483146067416,2.4149879510732015,405,0.9831597089334265,21.290215544369623,1,0.49444444444444446,0.4140807408813812,50.71373361479881,45.60701700396552,4.47213595499958,2.3211690208608577,2.0,8.805468155075676,9.267854928705585,-75.85970044592388,103.94112549695427,0.8790123456790123,134.69662921348313,68.38483146067416,0,40.80449214390706,16.51986268846957,1,3.0,42.708333333333336,38.14811206973361,4,2,2,35.320515155069174,4.061194669163839,nan,37.63843768111895,2,13,0.9384160802398941,12.0,2,3.9789114957654306,-0.813366737524035
13,3,270,525,112,86,77,71,93.6037037037037,77.14814814814815,2.0359220071764894,305,0.9730046232365096,18.5411616971131,1,0.5142857142857142,0.4911779510585704,39.37238733608859,35.73513677041127,4.47213595499958,2.2557536095221433,2.0,8.653715528767409,9.086580887203883,-74.46378270497469,83.11269837220809,0.8852459016393442,93.6037037037037,77.14814814814815,0,76.00457448302542,9.637516705389762,4,3.0,66.751269035533,28.535373704156488,1,3,3,5.396081285296249,0.6063788655379003,nan,18.720462898216816,1,13,0.28824507783994185,12.0,3,0.5998869098105644,-0.08849307322589084
13,4,371,752,124,93,77,77,100.0377358490566,84.3234501347709,2.4991372662541673,412,0.9848331483431331,21.73411767467788,1,0.4933510638297872,0.40013808505158677,52.86087131519339,47.53945729601885,4.47213595499958,2.3201138298465787,2.0,8.646234848139411,9.171577477404885,-76.62902854963609,107.94112549695427,0.9004854368932039,100.0377358490566,84.3234501347709,0,84.35586738903835,9.637516705389762,3,2.0,52.10084033613445,27.823190706031472,1,4,4,3.9074505684994136,2.239631960775086,nan,26.561084118377863,2,13,0.14711186302052376,12.0,4,2.1576188899922784,-0.6005264734162381
14,1,315,533,142,71,101,58,120.26349206349207,63.5015873015873,2.2064419769343195,350,0.9803295430287144,20.026743534373637,1,0.5909943714821764,0.4532183535546322,45.844756527791205,40.792156108742276,4.47213595499958,2.3006206076969447,2.0,8.39571756281114,9.048271605039378,-80.33476147676276,93.45584412271572,0.9,120.26349206349207,63.5015873015873,0,119.77175438667591,19.689125385796345,2,2.0,69.72222222222223,27.38156119305526,4,1,1,25.058094825403064,1.4690622347644753,nan,29.023687010548763,1,14,0.863367042798374,13.0,1,1.4381495977386436,-0.29978256142639736
14,2,394,784,164,76,115,60,139.51776649746193,67.61675126903553,2.541873572639786,451,0.98483366110723,22.397686948112614,1,0.5025510204081632,0.39341059711379756,54.87245107828506,49.24428900898052,5.0,2.3649314052790804,2.0,9.176960635101088,9.520435088860086,-77.42802351921894,112.18376618407356,0.8736141906873615,139.51776649746193,67.61675126903553,0,35.528832391785585,19.689125385796345,1,3.0,42.80701754385965,40.89995634011102,4,2,2,40.117240562130654,4.8819373092818505,nan,42.5203749904008,2,14,0.9434827555304329,13.0,2,4.8211372839788,-0.7680801916386315
14,3,285,608,115,86,77,70,94.76491228070175,76.87719298245614,2.2293912391699693,338,0.976813392559686,19.04923279949934,1,0.46875,0.44855294235941856,42.24626254846811,38.3275357934736,4.47213595499958,2.2211176656920744,2.0,8.84,9.044607723897741,-74.04667092009069,89.35533905932738,0.8431952662721893,94.76491228070175,76.87719298245614,0,71.8367807569812,10.084670359295401,4,3.0,70.25,28.793825697003406,1,3,3,4.4964567342419315,1.192401803549887,nan,19.912864701766704,1,14,0.22580662308437208,13.0,3,1.1612085769980496,-0.2709551656920155
14,4,410,936,128,94,76,76,102.0,83.90243902439025,2.7490915141772514,469,0.9871855793333887,22.847936741452536,1,0.43803418803418803,0.3637565336922879,58.32273070832814,52.392747589718944,4.47213595499958,2.329076732490782,2.0,8.847904143090718,9.306932230461275,-76.08213692763134,119.01219330881975,0.8742004264392325,102.0,83.90243902439025,0,87.67896751930577,10.084670359295401,3,2.0,52.208835341365464,27.38156119305526,1,4,4,3.1802494350475694,2.0069207640416593,nan,28.568004882419523,2,14,0.11132206985181049,13.0,4,1.9622641509433976,-0.42101111038064687
15,1,331,540,145,70,100,58,121.8821752265861,63.17220543806646,2.486515135664969,367,0.984540897015125,20.529059630371258,1,0.6129629629629629,0.4021692792682599,49.80835209923304,44.721359549995796,4.47213595499958,2.239435747096686,2.0,8.369991443051585,8.724174529713935,-81.34480210310377,101.698484809835,0.9019073569482289,121.8821752265861,63.17220543806646,0,120.30698896889952,21.706162232361496,2,2.0,69.63788300835654,26.308309480231465,4,1,1,26.682293682623868,1.6518558031803392,nan,30.675542813729102,1,15,0.8698230327869529,14.0,1,1.6186831630940333,-0.32938186352083676
15,2,428,918,170,76,116,59,143.25233644859813,66.9766355140187,2.8023844434947955,507,0.9879142564116367,23.34408972623798,1,0.4662309368191721,0.3568389777217435,60.87789701867574,54.3415126767741,5.0,2.349568078948437,2.0,9.413574486632834,9.43615690582887,-77.90515939659477,122.76955262170047,0.8441814595660749,143.25233644859813,66.9766355140187,0,32.994413146020094,21.706162232361496,1,3.0,43.68421052631579,41.70885230582223,4,2,2,43.85998225891573,3.7890316572641844,nan,46.309406647664986,2,15,0.9471074115160842,14.0,2,3.7345699511361943,-0.6401157550168364
15,3,297,640,116,86,76,70,95.36363636363636,76.77441077441077,2.3180001393661795,345,0.9792201006486366,19.44613444328572,1,0.4640625,0.4314063588768524,44.43391828672095,40.024992192379,4.47213595499958,2.2129282914000634,2.0,8.68,9.011215552603629,-73.6265952480674,93.01219330881975,0.8608695652173913,95.36363636363636,76.77441077441077,0,61.347804145160964,11.445504713104599,4,3.0,68.4863523573201,29.803571823488696,1,3,3,4.125043228235017,0.6074822711623528,nan,20.520346972929058,1,15,0.20102209936688084,14.0,3,0.5987240829346092,-0.10278220804536886
15,4,455,1102,134,94,76,75,104.83076923076923,83.20659340659341,3.013070916035206,528,0.9896888217860867,24.069150231250354,1,0.4128856624319419,0.33188730961429375,65.05170399195292,58.463663928973865,4.47213595499958,2.3292101003734347,2.0,9.048780487804878,9.317628775842936,-76.73954124060246,131.25483399593904,0.8617424242424242,104.83076923076923,83.20659340659341,0,96.20826754790814,11.445504713104599,3,2.0,52.81124497991968,26.308309480231465,1,4,4,4.053123057712061,2.9150395471891803,nan,31.483044429608704,2,15,0.12873987033796008,14.0,4,2.830769230769235,-0.6958456177968344
16,1,320,629,191,69,154,52,171.471875,59.284375,1.985551572385754,360,0.9709479817271182,20.185060176161283,1,0.5087440381558028,0.5036383914211016,42.17121721789348,37.94733192202055,5.0,2.423344587340357,2.23606797749979,9.557790087219502,10.091178120578627,-73.09752967006129,89.35533905932738,0.8888888888888888,171.471875,59.284375,0,13.240850738708497,32.91488765119046,2,3.0,42.0,34.48683931815513,4,1,1,73.08428833491624,29.249157729233644,nan,75.55856437689863,2,16,0.9672535329067359,15.0,2,28.219538551401882,-7.692260514018699
16,2,210,270,155,66,125,57,138.60476190476192,61.05714285714286,1.6995687528269903,229,0.9624978469372985,16.351767622932517,1,0.7777777777777778,0.5883845524558172,31.697349582537484,29.068883707497267,4.0,2.222740545569152,2.0,7.806275106251557,8.599152384547006,-87.21791082290224,66.97056274847714,0.9170305676855895,138.60476190476192,61.05714285714286,0,14.25896514067072,7.926159051848052,4,3.0,83.33333333333333,17.500131130056175,7,2,2,43.209426209523336,16.855811903623227,nan,47.53135471735233,1,16,0.9090720528895175,15.0,1,16.722586678175816,-2.115062580923606
16,3,218,360,125,71,95,59,109.77981651376147,64.88532110091744,1.7907960924472353,239,0.9655893854005289,16.66031874701878,1,0.6055555555555555,0.5584108677797243,33.03785533437423,29.832867780352597,4.0,2.1886012964704977,2.0,7.648529270389178,8.592201652100202,-78.94028601756547,70.04163056034261,0.9121338912133892,109.77981651376147,64.88532110091744,0,38.41352689526839,8.141314598386979,5,5.0,75.3048780487805,24.82194123150796,8,3,3,15.079905644387457,12.223005018741809,nan,42.89854783247091,1,16,0.35152485122056104,15.0,1,-12.102358712824625,1.7131156628509743
16,4,250,350,156,74,121,64,138.376,68.98,1.8977249574270427,275,0.9697005677885885,17.841241161527712,1,0.7142857142857143,0.5269467506797252,36.389640071837434,34.058772731852805,4.123105625617661,2.290561086044881,2.0,8.05313238289739,8.889863859594447,-86.18651753533159,77.21320343559643,0.9090909090909091,138.376,68.98,0,154.4949694732842,7.926159051848052,2,5.0,100.0,10.010370533712637,7,4,4,38.603026369916094,5.271823823271953,nan,51.58123047093694,2,16,0.7483928944205137,15.0,2,-4.876336448598124,2.003364485981308
16,5,140,198,122,78,100,69,110.34285714285714,73.00714285714285,1.4429815223279983,155,0.9282097396819404,13.351162356249091,1,0.7070707070707071,0.693009567015574,22.13941572607813,21.213203435596427,4.47213595499958,2.0622432987753694,2.0,8.0,8.237132567862279,-82.72202563332321,50.384776310850235,0.9032258064516129,110.34285714285714,73.00714285714285,0,126.2486871375077,8.141314598386979,3,5.0,100.0,19.12397536698897,8,5,5,13.25672854329427,15.445690748979658,nan,35.96603772190872,1,16,0.368590186269502,15.0,3,14.979220779220782,-3.7672679172679153
16,6,171,312,101,86,77,73,88.62573099415205,79.07602339181287,1.6128090372813144,189,0.9474507920509354,14.755472278097805,1,0.5480769230769231,0.6200362081835079,26.275947751246783,24.166091947189145,4.123105625617661,2.102994655183104,2.0,7.724715714944617,8.405716205931133,-68.76580735530439,58.8700576850888,0.9047619047619048,88.62573099415205,79.07602339181287,0,115.5996934025089,9.48788222450028,8,4.0,100.0,14.931372521353902,9,6,6,10.40089969435887,7.120167793578325,nan,27.640514766507383,1,16,0.3762918231523628,15.0,3,-6.737905369484309,2.3016126174020997
16,7,300,418,153,84,115,73,133.80666666666667,77.88666666666667,2.006381162577896,324,0.9747717082098759,19.544100476116796,1,0.7177033492822966,0.4984097830719022,41.8401115389059,37.33630940518894,5.0,2.367810894539262,2.0,8.392795981688337,9.338888809151305,-83.36107208656928,86.97056274847714,0.9259259259259259,133.80666666666667,77.88666666666667,0,11.246065386045146,10.010370533712637,4,4.0,75.82089552238806,17.500131130056175,2,7,7,32.32355335107311,29.460214743511887,nan,60.943259173120595,2,16,0.5303876719039932,15.0,4,28.975897435897437,-5.319926739926743
16,8,299,680,116,94,76,77,95.73913043478261,85.35451505016722,2.360864454145384,341,0.9810985704119884,19.511499785403828,1,0.43970588235294117,0.42357366101392424,44.93166896014648,40.52159917870962,4.123105625617661,2.2007449801362022,2.0,8.241633836921341,8.694666313727273,-73.85570284398403,94.18376618407356,0.8768328445747801,95.73913043478261,85.35451505016722,0,98.35310733634154,9.48788222450028,6,4.0,70.34883720930233,19.12397536698897,5,8,8,7.463362935593137,9.341919684070398,nan,40.8249641136791,2,16,0.18281370474230033,15.0,4,-9.091638795986626,2.1479216435738095
16,9,41,54,78,90,72,81,74.8780487804878,84.90243902439025,0.9813025613076393,45,0.8099844108231175,7.225151993843567,1,0.7592592592592593,1.019053693967175,9.42629915934639,8.246211251235321,3.0,1.5414648296672544,1.4142135623730951,5.0,5.528066416464889,-1.3382373300464743,22.48528137423857,0.9111111111111111,74.8780487804878,84.90243902439025,0,24.209203626832146,14.931372521353902,6,3.0,56.2780269058296,20.86597950061865,8,9,9,25.184202645684547,22.039150207286006,nan,42.55949718021506,1,16,0.5917410757707943,15.0,3,-20.485587583148558,8.12802824997948
17,1,349,645,195,66,152,51,173.1031518624642,57.722063037249285,2.187232195064361,385,0.978735091536475,21.079862454783044,1,0.5410852713178295,0.45719882976145304,47.10521253338758,42.95346318982906,4.47213595499958,2.4027122772740404,2.23606797749979,9.062649654458422,9.662612298339859,-77.04694593607087,97.94112549695427,0.9064935064935065,173.1031518624642,57.722063037249285,0,16.92731769564714,30.723902025403547,4,3.0,44.84126984126984,37.634879675262525,2,1,1,75.1092795124833,2.2587347942963447,nan,77.81729917119497,2,17,0.965200287242633,16.0,1,1.6312768624641762,-1.5623119627507123
17,2,236,297,153,66,120,57,135.635593220339,61.266949152542374,1.7751251513751256,251,0.9655215559610634,17.334489682638438,1,0.7946127946127947,0.563340561776918,34.26445843036029,32.14031735997639,4.47213595499958,2.296523391307609,2.0,8.0,8.919830603134727,85.89757390017147,72.55634918610404,0.9402390438247012,135.635593220339,61.266949152542374,0,34.368503837249044,12.163653422090484,4,4.0,79.75206611570248,17.099919479151854,7,2,2,40.30310844385754,2.976572081799303,nan,50.50792679915163,1,17,0.7979561030910202,16.0,2,-2.9691686844229253,0.20980629539951678
17,3,237,448,122,74,90,60,105.11392405063292,66.19831223628692,1.924049156315157,266,0.969325774427944,17.371176474327626,1,0.5290178571428571,0.5197372409731725,35.572105770294684,32.01562118716424,4.123105625617661,2.196827869518033,2.0,7.923126504730219,8.742892952479973,-75.02788993622957,75.698484809835,0.8909774436090225,105.11392405063292,66.19831223628692,0,105.18172859247174,11.116097092327486,5,3.0,76.45502645502646,19.50788357133113,6,3,3,10.538764921147614,4.847112356758272,nan,47.745660189229184,1,17,0.2207271797976945,16.0,3,-4.665892463128557,1.3129911353694865
17,4,275,304,164,74,126,66,144.68363636363637,69.39636363636363,1.9804399300375686,283,0.9766047195406977,18.712051592547777,1,0.9046052631578947,0.5049383143779727,40.649252179339534,37.013511046643494,4.0,2.3113080625266247,2.0,7.0,8.741311610131469,88.98554749066784,82.72792206135786,0.9717314487632509,144.68363636363637,69.39636363636363,0,101.42632838292097,9.848324097260937,7,4.0,100.0,12.163653422090484,2,4,4,44.54402611861473,6.3213633951508985,nan,57.902593866087834,2,17,0.7692924123853992,16.0,4,6.307636363636362,0.41636363636362717
17,5,153,207,126,78,103,69,114.19607843137256,72.6078431372549,1.4272790550653989,161,0.934197500189665,13.957279475043833,1,0.7391304347826086,0.7006338364253368,23.479408488835137,22.360679774997898,4.123105625617661,2.1377147254790736,2.0,8.0,8.376426011817237,-82.25653179768855,52.384776310850235,0.9503105590062112,114.19607843137256,72.6078431372549,0,71.69558903202724,11.116097092327486,3,6.0,100.0,20.730164835132676,8,5,5,17.11505041019962,3.8738552585984647,nan,39.83989298050719,1,17,0.4295957928043042,16.0,5,3.853221288515414,-0.3992997198879493
17,6,178,338,104,86,78,73,90.08426966292134,78.63483146067416,1.7018415836009553,198,0.9591828863498344,15.054455784347004,1,0.5266272189349113,0.5875987575083711,28.663227069430786,26.248809496813376,4.0,2.0587197887129256,2.0,7.466668013359068,8.105572949684326,-71.2333875893012,61.698484809834994,0.898989898989899,90.08426966292134,78.63483146067416,0,79.84345098981075,9.751701493934195,8,3.0,82.10526315789474,19.50788357133113,3,6,6,8.97121922266213,1.523806210906492,nan,29.164320977413876,1,17,0.30760939812759003,16.0,6,1.4585386687692932,-0.4411919311387038
17,7,319,420,161,84,119,74,139.6833855799373,77.88087774294671,2.194804165881855,354,0.9810241825127691,20.153496341094687,1,0.7595238095238095,0.45562151537023715,46.5706724773198,41.10960958218893,4.123105625617661,2.327672838584183,2.0,8.378565865661814,9.029374061064738,-87.58358081837329,93.79898987322335,0.9011299435028248,139.6833855799373,77.88087774294671,0,44.205167779830006,9.848324097260937,4,4.0,73.25905292479109,17.099919479151854,2,7,7,38.18120438161129,5.876721764490002,nan,66.8199809376106,2,17,0.5714039999092613,16.0,7,5.876718913270622,-0.005788923719961758
17,8,333,748,120,94,76,77,97.52852852852853,84.93393393393393,2.4666983700265845,378,0.9839443965291773,20.590987552733093,1,0.4451871657754011,0.40540019491285534,49.46391353677278,44.384682042344295,4.242640687119285,2.237921076486413,2.0,8.541985556144386,8.828085675329397,-74.80569619255202,101.59797974644665,0.8809523809523809,97.52852852852853,84.93393393393393,0,71.80442648914833,9.751701493934195,6,3.0,52.534562211981566,20.212910369961637,3,8,8,5.847579547693348,1.8381604971366243,nan,42.66312461081573,2,17,0.13706402428412148,16.0,8,1.7893980937459162,-0.42058111623329353
18,1,388,720,196,66,148,51,171.42268041237114,57.44845360824742,2.3637726654570237,434,0.9831425467465429,22.22649192646566,1,0.5388888888888889,0.42305252726435727,52.89568109682962,47.67598976424087,5.0,2.4140204466157864,2.23606797749979,8.970873977804535,9.67148497883039,-79.42295309686808,107.35533905932738,0.8940092165898618,171.42268041237114,57.44845360824742,0,8.41934088768105,23.66642481046757,4,3.0,48.08429118773947,33.06304803494191,7,1,1,73.5976701633207,1.7025998984542934,nan,79.51989906964927,2,18,0.9255251958866113,17.0,1,-1.6804714500930515,-0.2736094290018656
18,2,255,324,149,67,113,58,130.2156862745098,62.05490196078431,1.9581461774133921,281,0.9722666853181073,18.01877032173579,1,0.7870370370370371,0.510687103718144,37.65544378563096,35.0,4.47213595499958,2.2687106773593717,2.0,8.0,8.80666506342809,-88.1130621688427,79.21320343559643,0.9074733096085409,130.2156862745098,62.05490196078431,0,98.66340108207851,15.628463316716745,5,4.0,82.68398268398268,21.505280194924556,7,2,2,34.89894613305189,5.476884235536094,nan,55.98481103468772,1,18,0.6233645427762325,17.0,2,-5.419906945829183,0.7879528082419398
18,3,274,595,114,78,79,61,96.2007299270073,68.83211678832117,2.058241238948899,314,0.9735624484130849,18.677998695187732,1,0.46050420168067224,0.4858516975933682,39.77362669955676,35.73513677041127,4.47213595499958,2.254406997309639,2.0,8.58260132659075,9.085132089205576,-70.08653149085885,84.18376618407356,0.8726114649681529,96.2007299270073,68.83211678832117,0,37.041933165781025,11.068988963097434,6,4.0,57.8125,15.938303743075327,8,3,3,4.2865409844522535,9.294189362378546,nan,57.03984955160773,1,18,0.07514993496912954,17.0,3,-8.913194123625615,2.633804552034249
18,4,294,369,171,74,130,65,150.71768707482994,68.91156462585035,2.2399822046861217,324,0.9825907668104608,19.347672370394786,1,0.7967479674796748,0.4464321180355651,45.61629607762545,40.311288741492746,4.0,2.2403608554069674,2.0,7.688388696906328,8.474739932257073,-87.84939480249582,90.97056274847714,0.9074074074074074,150.71768707482994,68.91156462585035,0,75.63119837147171,10.254864540527722,7,4.0,100.0,21.618183543462614,2,4,4,50.51374755766142,6.053494698589429,nan,63.95608856467726,2,18,0.7898192133275642,17.0,4,6.034050711193572,-0.4847990105132851
18,5,161,240,130,77,106,67,117.46583850931677,71.09316770186335,1.571404467952058,179,0.9486444521011262,14.317526556719258,1,0.6708333333333333,0.6363733974253336,25.672525366074687,23.53720459187964,4.0,2.0733097858410234,2.0,7.543047194311445,8.121356553079265,-80.05770376971564,56.384776310850235,0.8994413407821229,117.46583850931677,71.09316770186335,0,138.59820186479567,15.628463316716745,2,6.0,100.0,21.38497590017444,3,5,5,20.4711674595187,3.6035500054663223,nan,43.44344298597351,1,18,0.47121420523986046,17.0,5,3.2697600779442126,-1.5146754353915526
18,6,192,392,106,86,78,72,91.33854166666667,78.77604166666667,1.9325478903213313,218,0.9694034307024789,15.635280380893438,1,0.4897959183673469,0.5174516010745414,31.884260906392743,29.154759474226502,4.0,2.005632646842381,2.0,7.256551126160095,7.826724840624783,-70.81296126874747,68.2842712474619,0.8807339449541285,91.33854166666667,78.77604166666667,0,99.76791515441822,9.742459852296783,8,3.0,100.0,11.068988963097434,3,6,6,8.129907401960695,1.2621959363172448,nan,30.42651691373112,1,18,0.26719809648312937,17.0,6,1.2542720037453279,0.14121020599250755
18,7,352,460,169,83,123,73,145.1534090909091,77.52556818181819,2.3810815468632516,388,0.9841682067201911,21.17026971360491,1,0.7652173913043478,0.41997721636932717,51.181132734734675,45.27692569068709,4.47213595499958,2.3244391552418917,2.0,8.142565312173659,9.071188503926498,-86.76762169452788,102.62741699796953,0.9072164948453608,145.1534090909091,77.52556818181819,0,76.85665722665172,10.254864540527722,4,4.0,71.2401055408971,21.505280194924556,2,7,7,43.66250356585188,5.48155106651517,nan,72.30153200412576,2,18,0.6038945836356601,17.0,7,5.470023510971799,-0.3553095611285215
18,8,370,940,123,95,76,75,99.23783783783784,84.47837837837838,2.6902184523096437,426,0.9865994426233561,21.70480664627101,1,0.39361702127659576,0.37171702511424903,54.792834381565996,48.703182647543684,4.47213595499958,2.2467175813552953,2.0,8.403072787389673,8.940058334267702,-72.80187222438697,111.84062043356593,0.8685446009389671,99.23783783783784,84.47837837837838,0,43.19015167980077,9.742459852296783,6,4.0,53.28798185941043,15.938303743075327,3,8,8,4.422160046929805,1.7689740470365938,nan,44.43209865785232,2,18,0.099526247476683,17.0,8,1.7093093093093188,-0.4555555555555486
19,1,409,676,197,64,145,51,170.46943765281173,57.090464547677264,2.5673229688549233,463,0.9868465071320757,22.820056393372074,1,0.6050295857988166,0.3895107908632235,57.61748795038723,51.78802950489621,4.47213595499958,2.3810691251197382,2.0,9.077360560088245,9.314445910799835,-81.64271683713274,114.87005768508882,0.8833693304535637,170.46943765281173,57.090464547677264,0,10.613508758969143,19.155581749023376,4,3.0,50.965250965250966,27.795782376357515,6,1,1,72.80959698860778,1.018247477846287,nan,80.53814654749556,2,19,0.9040386464030428,18.0,1,-0.9532427595594015,-0.357989060570155
19,2,273,333,145,66,108,57,125.5934065934066,61.35897435897436,2.006668162851604,295,0.9761568375481081,18.643883600599406,1,0.8198198198198198,0.49833849886716497,40.46906422735454,36.22154055254967,4.0,2.273196613434469,2.0,7.953639631425443,8.784474689036347,88.67868011176172,82.97056274847714,0.9254237288135593,125.5934065934066,61.35897435897436,0,95.07687215208946,11.232989095059002,5,4.0,78.49462365591398,29.401148301360465,6,2,2,30.802413418593193,4.674375324821546,nan,60.65918635950927,1,19,0.5077947013010741,18.0,2,-4.622279681103208,-0.6959276018099558
19,3,284,648,110,81,74,63,91.36267605633803,70.90845070422536,2.2080040121530478,323,0.9778122601716531,19.015783725757565,1,0.4382716049382716,0.4528977277649462,42.33803034787431,38.07886552931954,4.123105625617661,2.2078285261631234,2.0,8.350495148838135,8.869103327864405,-68.85819525028394,88.76955262170047,0.8792569659442725,91.36267605633803,70.90845070422536,0,32.17059565713844,7.885558542048419,7,4.0,60.148514851485146,16.186855740425738,8,3,3,6.102704412510307,5.264781836489706,nan,62.304631388097434,1,19,0.09794945057128059,18.0,3,-4.83805387066927,2.0763339159041863
19,4,326,484,177,74,133,63,154.6042944785276,67.82515337423312,2.374476384026624,370,0.9840566487268723,20.37341629633241,1,0.6735537190082644,0.4211454814741958,49.14984445194323,43.56604182158393,4.123105625617661,2.271243259837818,2.0,8.229813554659989,8.741560932162566,-85.21194861099922,98.62741699796953,0.8810810810810811,154.6042944785276,67.82515337423312,0,147.9109493993966,9.63697233653429,6,4.0,100.0,19.155581749023376,1,4,4,54.54690701882056,4.035592461847209,nan,67.99168102652447,2,19,0.8022585439171753,18.0,4,3.886607403697667,-1.0864112516172213
19,5,182,297,133,77,106,66,118.92857142857143,70.4010989010989,1.6830040248641691,205,0.9538296564647737,15.222667215103916,1,0.6127946127946128,0.5941756438049561,28.148365673841944,26.30589287593181,4.0,2.132632260234575,2.0,8.16989541005489,8.454308395412971,-79.57087629229535,62.04163056034261,0.8878048780487805,118.92857142857143,70.4010989010989,0,163.38833548547464,11.232989095059002,2,6.0,100.0,22.702251813944752,8,5,5,21.99961262168076,1.6181924539630028,nan,45.061635439936516,1,19,0.4882115885697147,18.0,5,1.4627329192546625,-0.6920688007644458
19,6,398,714,177,84,126,70,150.7110552763819,76.64070351758794,2.5847373481332068,457,0.9863325088488435,22.511093682995384,1,0.5574229691876751,0.38688650540150127,56.61709026917297,50.635955604688654,5.0,2.3633045050201824,2.0,8.673224170874876,9.3286311532284,-83.01587892281091,113.698484809835,0.8708971553610503,150.7110552763819,76.64070351758794,0,21.475541841634282,9.63697233653429,4,4.0,67.31234866828088,27.795782376357515,1,6,6,49.27254518775501,5.627647518893106,nan,77.92917952301886,2,19,0.6322733729437097,18.0,7,5.557646185472805,-0.8848646642302498
19,7,195,435,107,87,78,72,91.84102564102564,78.77948717948718,1.9629775062714625,220,0.9707814512416906,15.756957549709801,1,0.4482758620689655,0.5094301879696164,32.60161835557121,29.732137494637012,4.0,2.0162465304650556,2.0,7.322042590173025,7.823259080192539,-69.72725492493369,69.35533905932738,0.8863636363636364,91.84102564102564,78.77948717948718,0,124.0127019870211,7.885558542048419,3,3.0,100.0,10.39741777465319,8,7,7,7.785330058989047,0.5024957870929655,nan,30.929012700824085,1,19,0.2517160872316371,18.0,6,0.5024839743589666,0.0034455128205053143
19,8,403,1092,127,95,75,74,100.79652605459057,84.06203473945409,2.9998049128875452,468,0.9896743539787193,22.65205369339104,1,0.36904761904761907,0.33335501108884524,61.11869003248278,53.75872022286245,4.123105625617661,2.2158962968144738,2.0,8.200378278137864,8.76039431668817,-72.78665016782787,123.25483399593904,0.8611111111111112,100.79652605459057,84.06203473945409,0,23.816702355840516,10.39741777465319,7,4.0,56.1576354679803,16.186855740425738,3,8,8,3.4141137958781704,1.6133353596560502,nan,46.04543401750837,2,19,0.07414663079470558,18.0,8,1.5586882167527278,-0.41634363892428894
20,1,443,840,198,66,142,51,169.3002257336343,57.309255079006775,2.9024469190855147,525,0.9893759734764908,23.74963406702674,1,0.5273809523809524,0.3445368779784865,64.26769909619958,56.089214649520635,5.0,2.340703724582191,2.0,9.158509318657527,9.343202443480555,-81.09618199564322,127.11269837220809,0.8438095238095238,169.3002257336343,57.309255079006775,0,11.025905652329422,16.152037487672818,3,3.0,51.49700598802395,25.81171827116193,6,1,1,71.6329402403749,1.1895065399341083,nan,81.72765308742967,2,20,0.8764835099784919,19.0,1,-1.1692119191774282,0.21879053132951043
20,2,291,507,142,67,103,54,121.29896907216495,60.017182130584196,2.1883389143203513,325,0.9795343349824184,19.248706645328987,1,0.5739644970414202,0.45696760837915157,43.4199694590414,39.05124837953327,4.123105625617661,2.2445529742538937,2.0,8.052053804452543,8.739447218101022,80.13455993203164,89.4558441227157,0.8953846153846153,121.29896907216495,60.017182130584196,0,27.12858905852949,10.71430153119685,5,4.0,72.89719626168224,29.348622970840378,8,2,2,27.48628700655415,4.499177703538319,nan,65.15836406304759,1,20,0.42183819992715393,19.0,2,-4.2944375212416475,-1.3417922283901618
