ImageNumber,ObjectNumber,AreaShape_Area,AreaShape_BoundingBoxArea,AreaShape_BoundingBoxMaximum_X,AreaShape_BoundingBoxMaximum_Y,AreaShape_BoundingBoxMinimum_X,AreaShape_BoundingBoxMinimum_Y,AreaShape_Center_X,AreaShape_Center_Y,AreaShape_Compactness,AreaShape_ConvexArea,AreaShape_Eccentricity,AreaShape_EquivalentDiameter,AreaShape_EulerNumber,AreaShape_Extent,AreaShape_FormFactor,AreaShape_MajorAxisLength,AreaShape_MaxFeretDiameter,AreaShape_MaximumRadius,AreaShape_MeanRadius,AreaShape_MedianRadius,AreaShape_MinFeretDiameter,AreaShape_MinorAxisLength,AreaShape_Orientation,AreaShape_Perimeter,AreaShape_Solidity,Location_Center_X,Location_Center_Y,Location_Center_Z,Neighbors_AngleBetweenNeighbors_Expanded,Neighbors_FirstClosestDistance_Expanded,Neighbors_FirstClosestObjectNumber_Expanded,Neighbors_NumberOfNeighbors_Expanded,Neighbors_PercentTouching_Expanded,Neighbors_SecondClosestDistance_Expanded,Neighbors_SecondClosestObjectNumber_Expanded,Number_Object_Number,Parent_RunOmnipose,TrackObjects_Displacement_50,TrackObjects_DistanceTraveled_50,TrackObjects_FinalAge_50,TrackObjects_IntegratedDistance_50,TrackObjects_Label_50,TrackObjects_Lifetime_50,TrackObjects_Linearity_50,TrackObjects_ParentImageNumber_50,TrackObjects_ParentObjectNumber_50,TrackObjects_TrajectoryX_50,TrackObjects_TrajectoryY_50
20,3,344,686,182,75,133,61,156.97383720930233,67.74709302325581,2.868492922257133,411,0.9891079928054362,20.928315827817965,1,0.5014577259475219,0.34861511849683396,55.95730177446865,49.03060268852505,4.123105625617661,2.1374890999625054,2.0,8.251066304579632,8.236446957809779,-80.40344835396327,111.35533905932738,0.8369829683698297,156.97383720930233,67.74709302325581,0,151.73914233555655,10.42598397435098,6,5.0,100.0,16.152037487672818,1,3,3,56.86957310200513,2.3708281615001208,nan,70.36250918802459,2,20,0.8082368545163267,19.0,4,2.369542730774725,-0.07806035097731012
20,4,309,738,114,81,73,63,92.77022653721683,70.8284789644013,2.4653015716862248,363,0.9818988055050882,19.83509564693766,1,0.4186991869918699,0.4056298878339727,46.7562517113093,41.7612260356422,4.123105625617661,2.1939778968480312,2.0,8.538149682454625,8.855927313872419,-71.42301314864164,97.84062043356593,0.8512396694214877,92.77022653721683,70.8284789644013,0,48.206879195279626,8.32748908397882,7,4.0,66.7464114832536,16.678296281048468,8,4,4,4.843261560096484,1.4098204975785462,nan,63.71445188567598,1,20,0.07601511771280459,19.0,3,1.4075504808787969,-0.07997173982406025
20,5,162,286,133,77,107,66,119.46913580246914,70.57407407407408,1.7708430743774268,186,0.964852411877181,14.361922094451577,1,0.5664335664335665,0.5647027760218498,28.522642257284357,25.96150997149434,3.605551275463989,1.9407892091608017,2.0,7.407801203609555,7.495532408213409,-75.84222652321982,60.04163056034261,0.8709677419354839,119.46913580246914,70.57407407407408,0,139.01946245291867,10.71430153119685,2,5.0,100.0,20.40652159087099,8,5,5,22.516913713739466,0.567565196953806,nan,45.629200636890324,1,20,0.4934759627486215,19.0,5,0.5405643738977091,0.17297517297517118
20,6,430,1120,182,88,126,68,153.15581395348838,77.44883720930233,3.091827593981123,513,0.9905411218423885,23.398568422792877,1,0.38392857142857145,0.32343329943322363,65.16782985238115,57.0087712549569,4.123105625617661,2.24573476381326,2.0,8.732109514018079,8.942082068811873,-76.96892964008,129.25483399593904,0.8382066276803118,153.15581395348838,77.44883720930233,0,17.23495201211405,10.42598397435098,3,3.0,64.4186046511628,25.81171827116193,1,6,6,51.65132367523516,2.5748640843685986,nan,80.50404360738746,2,20,0.6415991217426918,19.0,6,2.4447586771064778,0.8081336917143886
20,7,188,420,107,86,77,72,91.68617021276596,79.08510638297872,2.1054358983419608,216,0.9747149993725551,15.471555655790098,1,0.44761904761904764,0.47496102863426237,33.16963078424714,30.364452901377952,3.605551275463989,1.94049689593704,2.0,6.957010852370434,7.411810963458661,-71.87094207968993,70.52691193458118,0.8703703703703703,91.68617021276596,79.08510638297872,0,102.63589603739123,8.32748908397882,4,3.0,100.0,12.743246895312986,8,7,7,8.116023445521103,0.34261246504512277,nan,31.271625165869207,1,20,0.2595331519379804,19.0,7,-0.15485542825967968,0.3056192034915455
20,8,434,1357,134,95,75,72,103.65207373271889,83.46774193548387,3.4787345560974052,516,0.9922309442206162,23.507147049675353,1,0.3198231392778187,0.2874608521789151,68.0728898520658,61.032778078668514,4.123105625617661,2.156886946717483,2.0,8.302348024837782,8.468922299298372,-73.53203498356727,137.7401153701776,0.8410852713178295,103.65207373271889,83.46774193548387,0,29.157224767329172,12.743246895312986,7,5.0,60.57007125890736,16.678296281048468,4,8,8,3.4025591094071164,2.91673387180161,nan,48.96216788930998,2,20,0.06949363674213463,19.0,8,2.8555476781283176,-0.5942928039702196
21,1,287,576,160,62,124,46,141.01742160278746,53.52264808362369,2.047907389972792,320,0.9736604120676355,19.115955360352558,1,0.4982638888888889,0.4883033309495923,40.521596001162195,36.68787265568828,4.47213595499958,2.2975917147620377,2.0,8.6629616364842,9.23904847109698,72.76064154121815,85.94112549695429,0.896875,141.01742160278746,53.52264808362369,0,60.704237811288756,10.160046352055756,4,3.0,73.66412213740458,21.0795936544094,7,1,1,47.896547453385246,28.53516080279435,nan,110.26281389022402,2,21,0.4343853178014332,20.0,1,-28.28280413084684,-3.7866069953830817
21,2,305,533,200,64,159,51,178.75409836065575,56.527868852459015,2.2787843368338048,349,0.9801352483449164,19.706294962377495,1,0.5722326454033771,0.4388304693148027,45.41567638689265,40.792156108742276,4.123105625617661,2.242339880642026,2.0,8.72474958663575,9.007303240234666,-79.67466948496887,93.4558441227157,0.8739255014326648,178.75409836065575,56.527868852459015,0,11.331179096026865,8.571628245186957,5,4.0,53.18066157760814,19.2764893026348,9,2,2,80.85643721797386,9.486109428157773,nan,91.21376251558745,2,21,0.8864499718905507,20.0,1,9.45387262702144,-0.7813862265477596
21,3,329,660,129,68,85,53,106.03951367781156,59.2370820668693,2.444324841767487,370,0.9826394730477522,20.466944330257718,1,0.4984848484848485,0.40911092622079714,48.39181402016546,44.14748010928823,4.123105625617661,2.2556552696216694,2.0,8.35345471380117,8.977909604680852,-76.40186762382119,100.5269119345812,0.8891891891891892,106.03951367781156,59.2370820668693,0,89.40732015877717,10.784394868706492,6,4.0,77.09923664122137,21.627169255959867,11,3,3,16.44089739454821,15.27938267868401,nan,80.4377467417316,1,21,0.20439281382826913,20.0,2,-15.259455394353395,-0.7801000637148974
21,4,246,429,161,70,128,57,144.5609756097561,63.04471544715447,1.9407223683039818,269,0.9702579290808545,17.697935698969246,1,0.5734265734265734,0.5152720535054742,36.290192852211625,32.984845004941285,4.123105625617661,2.2172949323086373,2.0,8.003675626198989,8.784891874640412,75.88310828702211,77.45584412271572,0.9144981412639405,144.5609756097561,63.04471544715447,0,124.01449987241733,10.160046352055756,1,8.0,100.0,15.300682753902574,10,4,4,48.512783609078575,23.458194861026207,nan,88.61655892407379,1,21,0.547446032638709,20.0,2,23.262006537591148,3.0275333165702776
21,5,255,429,194,72,161,59,176.9607843137255,64.90980392156862,1.8722262847167825,278,0.9696897515901868,18.01877032173579,1,0.5944055944055944,0.5341234700971379,36.72492746208961,33.52610922848042,4.47213595499958,2.272280035945035,2.0,8.374036143210802,8.973349992828703,-75.7443446531436,77.45584412271572,0.9172661870503597,176.9607843137255,64.90980392156862,0,159.86323138330104,8.571628245186957,2,3.0,100.0,11.001611248882934,9,5,5,76.99711264036644,20.187329293434594,nan,90.54983848145918,2,21,0.8503285475890963,20.0,3,19.986947104423166,-2.8372891016871904
21,6,166,286,129,71,103,60,115.44578313253012,64.51204819277109,1.694615391812812,186,0.9563527437389077,14.538148590038452,1,0.5804195804195804,0.5901044005803887,27.07436144164731,25.495097567963924,4.0,2.048530035122143,2.0,7.276068751089989,7.911526343682016,-76.9605531083229,59.45584412271571,0.8924731182795699,115.44578313253012,64.51204819277109,0,173.80234896264028,10.784394868706492,3,5.0,100.0,12.979225069652424,7,6,6,20.237773717888704,23.538864981133933,nan,87.25331686680991,1,21,0.2319427437787973,20.0,4,22.675556595313296,-6.316430771630209
21,7,153,231,139,76,118,65,127.38562091503267,69.60130718954248,1.5246475843033753,177,0.9328816979285491,13.957279475043833,1,0.6623376623376623,0.6558892758531532,23.90796238222239,21.18962010041709,4.123105625617661,2.077518376706603,2.0,8.23687767580373,8.611239762157782,-78.73287058719839,54.14213562373095,0.864406779661017,127.38562091503267,69.60130718954248,0,167.64740937259845,10.155751170980597,10,5.0,100.0,12.979225069652424,6,7,7,30.492432041056563,7.976027328757179,nan,53.6052279656475,1,21,0.5688331753872478,20.0,5,7.916485112563535,-0.9727668845315947
21,8,219,450,104,81,74,66,88.52511415525115,72.76712328767124,1.8806175169730601,246,0.9656424445115205,16.698486766680407,1,0.4866666666666667,0.5317402347764716,33.1091090450264,30.364452901377952,4.123105625617661,2.1558454672299274,2.0,7.803063813531758,8.60420765513939,-70.21015909080296,71.94112549695427,0.8902439024390244,88.52511415525115,72.76712328767124,0,24.683383879109872,8.97069036667275,11,4.0,80.37135278514589,15.042867698135796,12,8,8,8.56494792416686,4.666832003368572,nan,68.38128388904455,1,21,0.1252528094977617,20.0,4,-4.245112381965683,1.9386443232699406
21,9,312,600,192,82,152,67,171.09615384615384,74.21794871794872,2.239240178155497,353,0.9798202012448884,19.931149940667517,1,0.52,0.4465800541430612,45.71815510387214,40.52159917870962,4.47213595499958,2.275346970064272,2.0,8.62163982472747,9.138185879583636,-76.8778388194491,93.698484809835,0.8838526912181303,171.09615384615384,74.21794871794872,0,8.805589520672115,11.001611248882934,5,5.0,64.73829201101928,19.2764893026348,2,9,9,69.79229796923842,18.228945002603005,nan,98.73298860999046,2,21,0.7068792199224118,20.0,6,17.940339892665463,-3.2308884913536104
21,10,247,476,153,83,119,69,135.65991902834008,75.48987854251013,2.107020148090912,278,0.9761554830690392,17.733870630789692,1,0.5189075630252101,0.4746039096522455,38.51180973138703,34.48187929913333,4.0,2.138495185443652,2.0,7.672817679805834,8.359855050152154,-76.67537485410068,80.8700576850888,0.8884892086330936,135.65991902834008,75.48987854251013,0,109.27967302082216,8.915302632972503,13,5.0,100.0,10.155751170980597,7,10,10,34.45339383438654,32.987095428142354,nan,81.94926331745233,2,21,0.42042347227603655,20.0,8,32.007845295621195,-7.977863392973745
21,11,268,646,115,87,77,70,95.65671641791045,78.2089552238806,2.4149718789006656,299,0.9825391700099267,18.47236308621676,1,0.4148606811145511,0.4140834966803904,43.323441369524815,39.21734310225516,4.0,2.074773889775615,2.0,7.273238618387272,8.060579717894765,-71.88526147106322,90.18376618407356,0.8963210702341137,95.65671641791045,78.2089552238806,0,126.78945607586937,7.844192293281749,12,4.0,100.0,8.97069036667275,8,11,11,5.376246975789998,4.066064192899109,nan,35.337689358768316,1,21,0.15213917699052934,20.0,7,3.970546205144487,-0.8761511590981286
21,12,360,874,119,96,73,77,95.58055555555555,86.05277777777778,2.626865220650553,400,0.9862977563861376,21.409489393833255,1,0.41189931350114417,0.3806818835388693,53.53729408279911,47.75981574503821,4.123105625617661,2.241204067983107,2.0,8.120207067920381,8.832312677331789,-73.3625684684342,109.01219330881975,0.9,95.58055555555555,86.05277777777778,0,28.527160045020743,7.844192293281749,11,5.0,56.67506297229219,15.042867698135796,8,12,12,8.031937020088233,8.475365242290293,nan,57.437533131600276,2,21,0.13983777822918583,20.0,8,-8.071518177163341,2.5850358422939053
21,13,302,546,153,91,114,77,133.17880794701986,84.05298013245033,2.187464484615013,341,0.9762957106070423,19.60913925979463,1,0.5531135531135531,0.4571502792540181,42.72884349390051,38.63935817272331,4.47213595499958,2.3108780313519923,2.0,8.432993810941912,9.248271538767321,-78.59327657848287,91.11269837220809,0.8856304985337243,133.17880794701986,84.05298013245033,0,38.00283174375478,8.915302632972503,10,3.0,75.64575645756457,15.569581459896707,7,13,13,31.741674754246475,21.040329672603633,nan,101.54437327999109,2,21,0.31258920340888097,20.0,6,-19.977006006468514,6.604142923148004
22,1,327,720,160,62,120,44,139.10703363914374,52.58103975535168,2.196853369858637,360,0.978695869172575,20.404639941160397,1,0.45416666666666666,0.45519651594423344,45.65068263472827,41.10960958218893,4.47213595499958,2.3332233060608707,2.23606797749979,8.538149682454625,9.372786185155732,71.04560905689641,95.01219330881975,0.9083333333333333,139.10703363914374,52.58103975535168,0,52.26184664346713,9.57614617746082,4,3.0,72.1830985915493,20.999791266177617,7,1,1,46.8968637426228,2.1298376500348666,nan,112.3926515402589,2,22,0.417259163298807,21.0,1,-1.9103879636437284,-0.9416083282720109
22,2,338,675,204,65,159,50,180.66272189349112,56.35502958579882,2.543596776869999,407,0.9831777136104803,20.7449985808745,1,0.5007407407407407,0.3931440742076035,50.69718004385386,45.35416188179427,4.123105625617661,2.2232767087967695,2.0,9.248759000968535,9.259917785964596,-77.49139755501477,103.94112549695427,0.8304668304668305,180.66272189349112,56.35502958579882,0,3.1849685399663694,9.612327637207501,5,4.0,53.84615384615385,21.430606561176536,8,2,2,82.73020355129516,1.916433458848137,nan,93.13019597443558,2,22,0.8883284598048603,21.0,2,1.908623532835378,-0.17283926666019767
22,3,341,810,124,71,79,53,100.38709677419355,60.63343108504399,2.5734469246022957,380,0.9847882268201118,20.83685880248485,1,0.42098765432098767,0.3885838835221136,50.72536286725872,46.17358552246078,4.123105625617661,2.2234175406958263,2.0,8.16024481101655,8.813982230306909,-72.98581030152542,105.01219330881975,0.8973684210526316,100.38709677419355,60.63343108504399,0,91.72876260813413,13.825308089027436,6,4.0,76.03092783505154,19.045365230529868,10,3,3,12.824876166706913,5.8223369391391255,nan,86.26008368087072,1,22,0.1486768342835609,21.0,3,-5.652416903618004,1.3963490181746891
22,4,272,576,160,70,124,54,141.7058823529412,61.79779411764706,2.1608434592727614,306,0.9756937767029017,18.609705966725112,1,0.4722222222222222,0.46278225093480535,40.421657633197526,37.0,4.242640687119285,2.1999812799822647,2.0,8.34323552946608,8.857938831564262,71.71091793231618,85.94112549695427,0.8888888888888888,141.7058823529412,61.79779411764706,0,155.35270333580726,9.57614617746082,1,7.0,100.0,13.394021758170112,11,4,4,46.01085400180727,3.115504823795096,nan,91.73206374786888,1,22,0.5015787514414903,21.0,4,-2.8550932568149108,-1.2469213295074155
22,5,274,592,196,74,159,58,177.01459854014598,65.24817518248175,2.216248632276411,316,0.9789788751566475,18.677998695187732,1,0.46283783783783783,0.4512129124126538,42.234194065203354,37.94733192202055,4.123105625617661,2.176313722935576,2.0,8.160882305241266,8.614156666485199,-72.51648536922096,87.35533905932738,0.8670886075949367,177.01459854014598,65.24817518248175,0,174.2308922489322,9.612327637207501,2,4.0,100.0,11.845171855442665,8,5,5,76.98094231597935,0.34262381875341147,nan,90.89246230021259,2,22,0.8469452842163712,21.0,5,0.053814226420485056,0.33837126091312086
22,6,188,297,128,71,101,60,113.62765957446808,64.61170212765957,1.722899289612556,204,0.9599084253385135,15.471555655790098,1,0.632996632996633,0.580416978536731,29.397754006314127,27.202941017470888,4.0,2.106806636070452,2.0,7.5548310171778965,8.240595533616467,-76.38139663359809,63.798989873223334,0.9215686274509803,113.62765957446808,64.61170212765957,0,176.25270074145348,13.825308089027436,3,5.0,100.0,13.85899019182832,7,6,6,18.558713786039988,1.8208525967576104,nan,89.07416946356751,1,22,0.2083512414183187,21.0,6,-1.818123558062041,0.09965393488847951
22,7,157,216,139,75,115,66,126.61146496815287,69.45859872611464,1.5644362889485175,172,0.9453028376280821,14.138550439257221,1,0.7268518518518519,0.6392078776644307,25.04586723836945,23.08679276123039,4.0,2.081103879601022,2.0,7.602859212697055,8.169812367971767,-83.80574744654557,55.55634918610404,0.9127906976744186,126.61146496815287,69.45859872611464,0,177.30554211356986,13.85899019182832,6,5.0,100.0,14.164114843481647,11,7,7,29.740083710910874,0.7871995526061334,nan,54.39242751825363,1,22,0.5467688255121608,21.0,7,-0.7741559468798016,-0.14270846342783727
22,8,343,945,195,87,150,66,171.4402332361516,75.69970845481049,2.680973615212452,396,0.9866569008041914,20.897874625046462,1,0.362962962962963,0.3729988218928278,52.91435741355194,46.8187996428785,4.123105625617661,2.1810202434229775,2.0,8.092424490689739,8.615159431647465,-70.07690119362228,107.49747468305833,0.8661616161616161,171.4402332361516,75.69970845481049,0,2.5841392111015016,11.845171855442665,5,4.0,59.51086956521739,21.430606561176536,2,8,8,70.01249769698288,1.5211845859085997,nan,100.25417319589906,2,22,0.698349958561593,21.0,9,0.34407938999777343,1.4817597368617754
22,9,241,496,101,83,70,67,84.67219917012449,74.29045643153528,1.9337550945905189,265,0.9691166795948527,17.517155313611116,1,0.48588709677419356,0.5171285664856926,35.60550906709612,32.69556544854363,4.123105625617661,2.1985079461173322,2.0,8.11292719238044,8.780412482228408,-69.52502708923032,76.52691193458118,0.909433962264151,84.67219917012449,74.29045643153528,0,23.177893880013258,10.643047389767341,10,4.0,79.07608695652173,15.850816173798425,12,9,9,12.478152320876507,4.143126566954992,nan,72.52441045599954,1,22,0.17205451574745284,21.0,8,-3.8529149851266595,1.5233331438640363
22,10,273,702,114,88,75,70,94.35897435897436,78.6996336996337,2.6179729194209456,312,0.9855268957334684,18.643883600599406,1,0.3888888888888889,0.38197492135296196,46.05224862813592,41.23105625617661,4.0,2.0192176204558323,2.0,7.273238618387272,7.806737441190026,-71.24452057349929,94.76955262170047,0.875,94.35897435897436,78.6996336996337,0,122.19802743017163,7.372482113057286,12,4.0,100.0,10.643047389767341,9,10,10,6.294847063624289,1.3874075890303623,nan,36.725096947798676,1,22,0.17140450500571397,21.0,11,-1.2977420589360804,0.4906784757531
22,11,262,418,159,81,121,70,139.63358778625954,75.03053435114504,2.310219910300413,306,0.9812385743519159,18.26441241104166,1,0.6267942583732058,0.43285922502068797,42.36388757461201,37.8549864614954,4.0,2.1159299158449287,2.0,7.690153544530925,8.167649878511874,-81.83054127750337,87.21320343559643,0.8562091503267973,139.63358778625954,75.03053435114504,0,75.73521022124763,13.394021758170112,4,6.0,100.0,14.164114843481647,7,11,11,38.45092616352577,4.000130058361352,nan,85.94939337581368,2,22,0.4473670453425903,21.0,10,3.973668757919455,-0.45934419136509064
22,12,383,1100,121,97,71,75,95.34986945169713,86.00522193211488,2.966940364253115,434,0.989243478217533,22.082815618339236,1,0.3481818181818182,0.3370475564822267,58.94788295256406,52.20153254455275,4.123105625617661,2.1813455209354973,2.0,7.926609897383043,8.622796057169214,-72.11381754609785,119.49747468305833,0.8824884792626728,95.34986945169713,86.00522193211488,0,34.62407868981514,7.372482113057286,10,5.0,61.53846153846154,15.850816173798425,9,12,12,8.175849906074962,0.23553691211801597,nan,57.67307004371829,2,22,0.1417620026101848,21.0,12,-0.23068610385841737,-0.04755584566289883
22,13,327,630,150,93,108,78,128.7553516819572,85.10091743119266,2.295062022249709,376,0.9818711339295171,20.404639941160397,1,0.5190476190476191,0.43571807223743836,47.84045730208529,42.20189569201838,4.47213595499958,2.2932380656371225,2.0,8.543202970182655,9.068142762872077,-77.91363840025569,97.11269837220809,0.8696808510638298,128.7553516819572,85.10091743119266,0,55.01258882457713,14.823921077766721,11,3.0,79.23728813559322,15.788552331130935,7,13,13,27.492577219333437,4.54589242184827,nan,106.09026570183936,2,22,0.25914325916196457,21.0,13,-4.4234562650626685,1.047937298742326
23,1,374,855,162,63,117,44,138.96791443850267,52.419786096256686,2.410001614947375,421,0.9825382222685065,21.821814538001895,1,0.43742690058479533,0.41493748128539576,51.44060566605997,46.17358552246078,4.47213595499958,2.3667413999723057,2.23606797749979,9.007904792705594,9.571083074448666,72.68081586247024,106.42640687119285,0.8883610451306413,138.96791443850267,52.419786096256686,0,55.08629178318054,9.709705134782357,4,3.0,71.09634551495017,21.670807764748858,7,1,1,46.882955358475954,0.21297158157494434,nan,112.60562312183384,2,23,0.4163464848265247,22.0,1,-0.13911920064106198,-0.16125365909499578
23,2,380,800,211,65,161,49,184.92105263157896,55.45263157894737,2.746765859575369,485,0.9850907897581603,21.996159369293583,1,0.475,0.36406452210476836,57.15843782686591,50.21951811795888,4.47213595499958,2.2572165126716612,2.0,10.197609880004737,9.833267584953207,-79.04014342822676,114.52691193458118,0.7835051546391752,184.92105263157896,55.45263157894737,0,9.577102195548344,9.147155918205769,5,4.0,53.71702637889688,23.314709193090682,8,2,2,87.06619293977562,4.3528959139535095,nan,97.48309188838908,2,23,0.8931414797497391,22.0,2,4.258330738087835,-0.902398006851449
23,3,363,912,123,72,75,53,97.73553719008264,61.43801652892562,2.713446674135539,411,0.9864544567957783,21.498510523728477,1,0.3980263157894737,0.36853497418318865,54.05366474254453,49.33558553417604,4.47213595499958,2.229474328247926,2.0,8.5111793937438,8.866713234767202,-72.30132242159068,111.25483399593904,0.8832116788321168,97.73553719008264,61.43801652892562,0,95.92831176016442,14.955212225886733,6,4.0,77.94871794871794,19.190141805780808,10,3,3,11.60638225922949,2.7709431543423344,nan,89.03102683521305,1,23,0.13036334266605357,22.0,3,-2.651559584110913,0.8045854438816349
23,4,293,663,162,70,123,53,141.9965870307167,61.64505119453925,2.3079766477175436,343,0.9799423859828852,19.314740138231286,1,0.4419306184012066,0.4332799471731842,44.29334653105213,39.84971769034255,4.242640687119285,2.1844596943745094,2.0,8.769284798196836,8.826822744920802,72.30225615269894,92.18376618407356,0.8542274052478134,141.9965870307167,61.64505119453925,0,156.41437256440386,9.709705134782357,1,7.0,100.0,13.474387561340698,11,4,4,46.33010883019515,0.3283894185872749,nan,92.06045316645616,1,23,0.503257449172283,22.0,4,0.29070467777552267,-0.1527429231078088
23,5,304,656,203,73,162,57,181.75986842105263,64.03618421052632,2.4094957810986775,352,0.9825606361382467,19.67396303746374,1,0.4634146341463415,0.4150245905572916,46.693734687349746,41.7612260356422,4.123105625617661,2.18020707431317,2.0,8.70917468862039,8.682347628261182,-74.35559705118571,95.94112549695427,0.8636363636363636,181.75986842105263,64.03618421052632,0,164.34605733883072,9.147155918205769,2,4.0,100.0,14.37582117517476,8,5,5,81.87338229577315,4.897602307123482,nan,95.79006460733606,2,23,0.8547168501387867,22.0,5,4.745269880906648,-1.21199097195543
23,6,206,360,128,71,98,59,112.31553398058253,64.76699029126213,1.895114311424744,234,0.9693567624443903,16.195287778099022,1,0.5722222222222222,0.5276726548744184,33.10671236519615,30.083217912982647,4.0,2.091741648014106,2.0,7.923126504730219,8.13290274543055,-76.43752443236812,70.04163056034261,0.8803418803418803,112.31553398058253,64.76699029126213,0,172.8005328379519,14.518262899277524,7,5.0,100.0,14.955212225886733,3,6,6,17.324814570082566,1.321282705511797,nan,90.3954521690793,1,23,0.1916558206675877,22.0,6,-1.312125593885554,0.15528816360256315
23,7,170,286,139,76,113,65,125.95294117647059,69.74705882352941,1.7205977317632573,194,0.9561729783515922,14.712264360219255,1,0.5944055944055944,0.5811933734070465,27.468003573607646,25.495097567963924,4.0,2.0684511820417897,2.0,7.646554691998098,8.042696901655793,-80.61610122085752,60.62741699796952,0.8762886597938144,125.95294117647059,69.74705882352941,0,179.7173064828626,14.518262899277524,6,5.0,100.0,15.699249796203153,11,7,7,29.05245180606103,0.7189317158201828,nan,55.11135923407382,1,23,0.5271590505083878,22.0,7,-0.6585237916822848,0.2884600974147702
23,8,375,1127,199,88,150,65,173.336,75.68533333333333,2.912564485819644,442,0.9888867085799234,21.850968611841584,1,0.33274179236912155,0.3433400375746817,58.28363125891102,50.92150822589606,4.47213595499958,2.181379511868278,2.0,8.21261583318795,8.665087968250115,-69.10567715979396,117.15432893255071,0.8484162895927602,173.336,75.68533333333333,0,6.076840465620995,14.37582117517476,5,4.0,61.31578947368421,23.314709193090682,2,8,8,71.90447347196192,1.8958212645261994,nan,102.14999446042526,2,23,0.7039106937966502,22.0,8,1.8957667638483997,-0.014375121477158359
23,9,263,595,99,85,64,68,80.41825095057034,75.79467680608364,2.114588918910225,293,0.9756588208211412,18.29923496393627,1,0.44201680672268906,0.47290515478316236,39.528610714381244,36.40054944640259,4.123105625617661,2.1862929834048686,2.0,8.025595782716715,8.66838778148895,-69.44549962812216,83.59797974644665,0.8976109215017065,80.41825095057034,75.79467680608364,0,25.939093723134675,11.770141596511044,10,4.0,79.50138504155125,16.026852577915083,12,9,9,16.89624133367942,4.51206764021267,nan,77.0364780962122,1,23,0.21932780094875842,22.0,9,-4.253948219554147,1.5042203745483675
23,10,294,860,113,90,70,70,91.55442176870748,79.60544217687075,2.866633759417906,345,0.9874669971639135,19.347672370394786,1,0.34186046511627904,0.34884121374579025,49.57397964824233,44.27188724235731,4.0,2.0249548123513756,2.0,7.409288097473237,7.824044573860783,-70.83131757405391,102.91168824543142,0.8521739130434782,91.55442176870748,79.60544217687075,0,110.6510052061852,7.491769745955638,12,4.0,100.0,11.770141596511044,9,10,10,8.595704345923519,2.947202780435575,nan,39.67229972823425,1,23,0.2166676599240873,22.0,10,-2.80455259026688,0.9058084772370592
23,11,303,516,163,82,120,70,140.72607260726073,75.05940594059406,2.4052356419343606,353,0.9836365264778436,19.64157789116634,1,0.5872093023255814,0.41575967966106264,47.29527591697578,42.42640687119285,4.0,2.189280509987171,2.0,8.254151277147693,8.520921431855832,-82.27806043521413,95.698484809835,0.8583569405099151,140.72607260726073,75.05940594059406,0,75.63217672027584,13.474387561340698,4,6.0,100.0,15.699249796203153,7,11,11,39.527443050755274,1.0928662556760191,nan,87.0422596314897,2,23,0.45411784135777694,22.0,11,1.092484821001193,0.028871589449025237
23,12,427,1311,121,99,64,76,91.78454332552693,87.09367681498829,3.2872410561515393,489,0.9912641743755296,23.31680264534386,1,0.32570556826849734,0.3042064706902653,65.29012232080056,58.240879114244144,4.123105625617661,2.195666441870876,2.0,8.036237880776511,8.61120445238685,-71.90184491364845,132.8111831820431,0.8732106339468303,91.78454332552693,87.09367681498829,0,43.40990107068011,7.491769745955638,10,5.0,60.9375,16.026852577915083,9,12,12,11.697304369491533,3.7277720448013993,nan,61.40084208851969,2,23,0.19050723038338616,22.0,12,-3.5653261261702056,1.0884548828734069
23,13,360,752,151,94,104,78,126.80833333333334,85.49444444444444,2.5476216505481255,409,0.9857121726396656,21.409489393833255,1,0.4787234042553192,0.3925229634411563,53.15150137077992,47.29693436154187,4.47213595499958,2.2777860672857986,2.0,8.244848578954477,8.952756706694586,-77.39218612175367,107.35533905932738,0.8801955990220048,126.80833333333334,85.49444444444444,0,56.247938059465426,15.770600801358952,7,3.0,81.14754098360656,17.395214717670516,11,13,13,25.64194510669401,1.9863896798052594,nan,108.07665538164461,2,23,0.23725701925310463,22.0,13,-1.9470183486238568,0.3935270132517843
24,1,413,950,163,62,113,43,137.11380145278451,51.87167070217917,2.664647750342304,481,0.98629100518504,22.93137440223813,1,0.43473684210526314,0.37528412521750343,57.81116368294698,51.24451190127583,5.0,2.358974213402676,2.23606797749979,9.382727211597027,9.539727194116672,74.28675207350612,117.59797974644667,0.8586278586278586,137.11380145278451,51.87167070217917,0,57.811614156272555,10.16769050714356,3,3.0,70.12578616352201,22.24125122332791,8,1,1,45.76319283560603,1.933433590541309,nan,114.53905671237516,2,24,0.3995422535260117,23.0,1,-1.8541129857181602,-0.548115394077513
24,2,227,288,218,59,186,50,201.0704845814978,53.629955947136565,1.8666361395934739,253,0.9698993540260894,17.000746355818674,1,0.7881944444444444,0.5357230468160685,35.54290097082593,31.25699921617557,4.0,2.185136339572271,2.0,7.868172950602272,8.654914827227051,87.9221060265048,72.97056274847714,0.8972332015810277,201.0704845814978,53.629955947136565,0,25.861745465030438,17.442286151379157,6,3.0,50.91383812010444,27.31159489385911,4,2,2,103.09078271915578,16.251962920332307,nan,113.73505480872139,2,24,0.9064116854081,23.0,2,16.149431949918835,-1.822675631810803
