TimeStep,NumberOfCells
1,186
2,199
3,206
4,218
5,224
6,233
7,238
8,240
9,238
10,244
11,233
12,226
13,229
14,129
15,410
16,423
17,453
18,469
19,490
20,522
21,556
22,599
23,653
24,680
25,710
26,794
27,834
28,877
29,913
30,983
31,1074
32,1149
33,1212
34,1235
35,1295
36,1343
