First Image Number,First Object Number,Second Image Number,Second Object Number
35,4,35,6
35,4,35,7
35,4,35,8
35,5,35,2
35,5,35,3
35,5,35,6
35,5,35,8
35,6,35,3
35,6,35,4
35,6,35,5
35,6,35,7
35,6,35,8
35,7,35,4
35,7,35,6
35,7,35,8
35,8,35,4
35,8,35,5
35,8,35,6
35,8,35,7
36,1,36,2
36,1,36,3
36,1,36,4
36,2,36,1
36,2,36,3
36,2,36,5
36,3,36,1
36,3,36,2
36,3,36,4
36,3,36,5
36,3,36,6
36,4,36,1
36,4,36,3
36,4,36,6
36,4,36,7
36,4,36,9
36,4,36,10
36,5,36,2
36,5,36,3
36,5,36,6
36,5,36,8
36,5,36,10
36,6,36,3
36,6,36,4
36,6,36,5
36,6,36,7
36,6,36,8
36,6,36,9
36,7,36,4
36,7,36,6
36,7,36,9
36,8,36,5
36,8,36,6
36,8,36,9
36,8,36,10
36,9,36,4
36,9,36,6
36,9,36,7
36,9,36,8
36,9,36,10
36,10,36,4
36,10,36,5
36,10,36,8
36,10,36,9
37,1,37,2
37,1,37,3
37,1,37,5
37,2,37,1
37,2,37,3
37,2,37,4
37,2,37,11
37,3,37,1
37,3,37,2
37,3,37,4
37,3,37,5
37,3,37,6
37,3,37,7
37,4,37,2
37,4,37,3
37,4,37,6
37,4,37,11
37,5,37,1
37,5,37,3
37,5,37,7
37,5,37,8
37,5,37,10
37,5,37,11
37,6,37,3
37,6,37,4
37,6,37,7
37,6,37,9
37,6,37,11
37,7,37,3
37,7,37,5
37,7,37,6
37,7,37,8
37,7,37,9
37,7,37,10
37,8,37,5
37,8,37,7
37,8,37,10
37,9,37,6
37,9,37,7
37,9,37,10
37,9,37,11
37,10,37,5
37,10,37,7
37,10,37,8
37,10,37,9
37,10,37,11
37,11,37,2
37,11,37,4
37,11,37,5
37,11,37,6
37,11,37,9
37,11,37,10
38,1,38,2
38,1,38,3
38,1,38,4
38,1,38,7
38,2,38,1
38,2,38,3
38,2,38,5
38,3,38,1
38,3,38,2
38,3,38,4
38,3,38,5
38,3,38,6
38,4,38,1
38,4,38,3
38,4,38,6
38,4,38,7
38,5,38,2
38,5,38,3
38,5,38,6
38,5,38,8
38,5,38,10
38,5,38,13
38,5,38,14
38,6,38,3
38,6,38,4
38,6,38,5
38,6,38,7
38,6,38,8
38,7,38,1
38,7,38,4
38,7,38,6
38,7,38,8
38,7,38,9
38,7,38,11
38,8,38,5
38,8,38,6
38,8,38,7
38,8,38,10
38,8,38,11
38,9,38,7
38,9,38,11
38,9,38,12
38,9,38,14
38,10,38,5
38,10,38,8
38,10,38,11
38,10,38,13
38,11,38,7
38,11,38,8
38,11,38,9
38,11,38,10
38,11,38,12
38,11,38,13
38,12,38,9
38,12,38,11
38,12,38,13
38,12,38,14
38,13,38,5
38,13,38,10
38,13,38,11
38,13,38,12
38,13,38,14
38,14,38,5
38,14,38,9
38,14,38,12
38,14,38,13
39,1,39,2
39,1,39,3
39,1,39,4
39,1,39,8
39,2,39,1
39,2,39,3
39,2,39,5
39,2,39,7
39,3,39,1
39,3,39,2
39,3,39,4
39,3,39,5
39,3,39,6
39,4,39,1
39,4,39,3
39,4,39,6
39,4,39,8
39,5,39,2
39,5,39,3
39,5,39,6
39,5,39,7
39,5,39,9
39,5,39,11
39,5,39,14
39,5,39,15
39,6,39,3
39,6,39,4
39,6,39,5
39,6,39,8
39,6,39,9
39,7,39,2
39,7,39,5
39,8,39,1
39,8,39,4
39,8,39,6
39,8,39,9
39,8,39,10
39,8,39,12
39,9,39,5
39,9,39,6
39,9,39,8
39,9,39,11
39,9,39,12
39,10,39,8
39,10,39,12
39,10,39,13
39,11,39,5
39,11,39,9
39,11,39,12
39,11,39,14
39,12,39,8
39,12,39,9
39,12,39,10
39,12,39,11
39,12,39,13
39,12,39,14
39,13,39,10
39,13,39,12
39,13,39,14
39,13,39,15
39,14,39,5
39,14,39,11
39,14,39,12
39,14,39,13
39,14,39,15
39,15,39,5
39,15,39,13
39,15,39,14
40,1,40,2
40,1,40,3
40,1,40,4
40,1,40,5
40,1,40,6
40,2,40,1
40,2,40,4
40,2,40,8
40,3,40,1
40,3,40,5
40,3,40,7
40,4,40,1
40,4,40,2
40,4,40,6
40,4,40,8
40,5,40,1
40,5,40,3
40,5,40,6
40,5,40,7
40,5,40,9
40,5,40,10
40,5,40,14
40,5,40,15
40,6,40,1
40,6,40,4
40,6,40,5
40,6,40,8
40,6,40,9
40,7,40,3
40,7,40,5
40,8,40,2
40,8,40,4
40,8,40,6
40,8,40,9
40,8,40,11
40,8,40,12
40,9,40,5
40,9,40,6
40,9,40,8
40,9,40,10
40,9,40,12
40,10,40,5
40,10,40,9
40,10,40,12
40,10,40,14
40,11,40,8
40,11,40,12
40,11,40,13
40,12,40,8
40,12,40,9
40,12,40,10
40,12,40,11
40,12,40,13
40,12,40,14
40,13,40,11
40,13,40,12
40,13,40,14
40,13,40,15
40,14,40,5
40,14,40,10
40,14,40,12
40,14,40,13
40,14,40,15
40,15,40,5
40,15,40,13
40,15,40,14
41,1,41,2
41,1,41,3
41,1,41,4
41,1,41,5
41,1,41,6
41,2,41,1
41,2,41,5
41,2,41,8
41,3,41,1
41,3,41,4
41,3,41,7
41,4,41,1
41,4,41,3
41,4,41,6
41,4,41,7
41,4,41,9
41,4,41,10
41,5,41,1
41,5,41,2
41,5,41,6
41,5,41,8
41,6,41,1
41,6,41,4
41,6,41,5
41,6,41,8
41,6,41,9
41,7,41,3
41,7,41,4
41,7,41,10
41,7,41,16
41,8,41,2
41,8,41,5
41,8,41,6
41,8,41,9
41,8,41,12
41,8,41,13
41,9,41,4
41,9,41,6
41,9,41,8
41,9,41,10
41,9,41,11
41,9,41,13
41,10,41,4
41,10,41,7
41,10,41,9
41,10,41,11
41,10,41,15
41,10,41,16
41,11,41,9
41,11,41,10
41,11,41,13
41,11,41,15
41,12,41,8
41,12,41,13
41,12,41,14
41,12,41,16
41,13,41,8
41,13,41,9
41,13,41,11
41,13,41,12
41,13,41,14
41,13,41,15
41,14,41,12
41,14,41,13
41,14,41,15
41,14,41,16
41,15,41,10
41,15,41,11
41,15,41,13
41,15,41,14
41,15,41,16
41,16,41,7
41,16,41,10
41,16,41,12
41,16,41,14
41,16,41,15
42,1,42,2
42,1,42,3
42,1,42,4
42,1,42,5
42,1,42,6
42,2,42,1
42,2,42,5
42,2,42,7
42,3,42,1
42,3,42,4
42,3,42,8
42,4,42,1
42,4,42,3
42,4,42,6
42,4,42,8
42,4,42,9
42,4,42,10
42,5,42,1
42,5,42,2
42,5,42,6
42,5,42,7
42,6,42,1
42,6,42,4
42,6,42,5
42,6,42,7
42,6,42,9
42,7,42,2
42,7,42,5
42,7,42,6
42,7,42,9
42,7,42,12
42,7,42,13
42,8,42,3
42,8,42,4
42,8,42,10
42,8,42,16
42,9,42,4
42,9,42,6
42,9,42,7
42,9,42,10
42,9,42,11
42,9,42,12
42,10,42,4
42,10,42,8
42,10,42,9
42,10,42,11
42,10,42,15
42,10,42,16
42,11,42,9
42,11,42,10
42,11,42,12
42,11,42,15
42,12,42,7
42,12,42,9
42,12,42,11
42,12,42,13
42,12,42,14
42,12,42,15
42,13,42,7
42,13,42,12
42,13,42,14
42,13,42,16
42,14,42,12
42,14,42,13
42,14,42,15
42,14,42,16
42,15,42,10
42,15,42,11
42,15,42,12
42,15,42,14
42,15,42,16
42,16,42,8
42,16,42,10
42,16,42,13
42,16,42,14
42,16,42,15
43,1,43,2
43,1,43,3
43,1,43,4
43,1,43,5
43,1,43,6
43,2,43,1
43,2,43,5
43,2,43,7
43,3,43,1
43,3,43,4
43,3,43,8
43,4,43,1
43,4,43,3
43,4,43,6
43,4,43,8
43,4,43,9
43,4,43,10
43,5,43,1
43,5,43,2
43,5,43,6
43,5,43,7
43,6,43,1
43,6,43,4
43,6,43,5
43,6,43,7
43,6,43,9
43,7,43,2
43,7,43,5
43,7,43,6
43,7,43,9
43,7,43,12
43,7,43,13
43,7,43,16
43,8,43,3
43,8,43,4
43,8,43,10
43,8,43,16
43,9,43,4
43,9,43,6
43,9,43,7
43,9,43,10
43,9,43,11
43,9,43,12
43,10,43,4
43,10,43,8
43,10,43,9
43,10,43,11
43,10,43,15
43,10,43,16
43,11,43,9
43,11,43,10
43,11,43,12
43,11,43,15
43,12,43,7
43,12,43,9
43,12,43,11
43,12,43,13
43,12,43,14
43,12,43,15
43,13,43,7
43,13,43,12
43,13,43,14
43,13,43,16
43,14,43,12
43,14,43,13
43,14,43,15
43,14,43,16
43,15,43,10
43,15,43,11
43,15,43,12
43,15,43,14
43,15,43,16
43,16,43,7
43,16,43,8
43,16,43,10
43,16,43,13
43,16,43,14
43,16,43,15
44,1,44,2
44,1,44,3
44,1,44,4
44,1,44,5
44,1,44,6
44,2,44,1
44,2,44,5
44,2,44,7
44,3,44,1
44,3,44,4
44,3,44,8
44,4,44,1
44,4,44,3
44,4,44,6
44,4,44,8
44,4,44,9
44,4,44,10
44,5,44,1
44,5,44,2
44,5,44,6
44,5,44,7
44,6,44,1
44,6,44,4
44,6,44,5
44,6,44,7
44,6,44,9
44,7,44,2
44,7,44,5
44,7,44,6
44,7,44,9
44,7,44,12
44,7,44,13
44,7,44,16
44,8,44,3
44,8,44,4
44,8,44,10
44,8,44,15
44,8,44,16
44,9,44,4
44,9,44,6
44,9,44,7
44,9,44,10
44,9,44,11
44,9,44,12
44,10,44,4
44,10,44,8
44,10,44,9
44,10,44,11
44,10,44,15
44,11,44,9
44,11,44,10
44,11,44,12
44,11,44,15
44,12,44,7
44,12,44,9
44,12,44,11
44,12,44,13
44,12,44,14
44,12,44,15
44,13,44,7
44,13,44,12
44,13,44,14
44,13,44,16
44,14,44,12
44,14,44,13
44,14,44,15
44,14,44,16
44,15,44,8
44,15,44,10
44,15,44,11
44,15,44,12
44,15,44,14
44,15,44,16
44,16,44,7
44,16,44,8
44,16,44,13
44,16,44,14
44,16,44,15
45,1,45,2
45,1,45,3
45,1,45,4
45,1,45,5
45,1,45,6
45,2,45,1
45,2,45,5
45,2,45,7
45,3,45,1
45,3,45,4
45,3,45,8
45,4,45,1
45,4,45,3
45,4,45,6
45,4,45,8
45,4,45,9
45,4,45,10
45,4,45,11
45,5,45,1
45,5,45,2
45,5,45,6
45,5,45,7
45,6,45,1
45,6,45,4
45,6,45,5
45,6,45,7
45,6,45,9
45,7,45,2
45,7,45,5
45,7,45,6
45,7,45,9
45,7,45,12
45,7,45,13
45,7,45,16
45,8,45,3
45,8,45,4
45,8,45,11
45,8,45,16
45,9,45,4
45,9,45,6
45,9,45,7
45,9,45,10
45,9,45,12
45,10,45,4
45,10,45,9
45,10,45,11
45,10,45,12
45,10,45,15
45,11,45,4
45,11,45,8
45,11,45,10
45,11,45,15
45,11,45,16
45,12,45,7
45,12,45,9
45,12,45,10
45,12,45,13
45,12,45,14
45,12,45,15
45,13,45,7
45,13,45,12
45,13,45,14
45,13,45,16
45,14,45,12
45,14,45,13
45,14,45,15
45,14,45,16
45,15,45,10
45,15,45,11
45,15,45,12
45,15,45,14
45,15,45,16
45,16,45,7
45,16,45,8
45,16,45,11
45,16,45,13
45,16,45,14
45,16,45,15
46,1,46,2
46,1,46,3
46,1,46,4
46,1,46,5
46,1,46,6
46,2,46,1
46,2,46,5
46,2,46,7
46,2,46,8
46,3,46,1
46,3,46,4
46,3,46,10
46,4,46,1
46,4,46,3
46,4,46,6
46,4,46,9
46,4,46,10
46,4,46,11
46,4,46,12
46,5,46,1
46,5,46,2
46,5,46,6
46,5,46,7
46,6,46,1
46,6,46,4
46,6,46,5
46,6,46,7
46,6,46,8
46,6,46,9
46,7,46,2
46,7,46,5
46,7,46,6
46,7,46,8
46,8,46,2
46,8,46,6
46,8,46,7
46,8,46,9
46,8,46,13
46,8,46,16
46,8,46,19
46,9,46,4
46,9,46,6
46,9,46,8
46,9,46,11
46,9,46,13
46,10,46,3
46,10,46,4
46,10,46,12
46,10,46,14
46,11,46,4
46,11,46,9
46,11,46,12
46,11,46,13
46,11,46,15
46,12,46,4
46,12,46,10
46,12,46,11
46,12,46,14
46,12,46,15
46,12,46,17
46,13,46,8
46,13,46,9
46,13,46,11
46,13,46,15
46,13,46,16
46,13,46,17
46,13,46,18
46,14,46,10
46,14,46,12
46,14,46,17
46,14,46,19
46,15,46,11
46,15,46,12
46,15,46,13
46,15,46,17
46,16,46,8
46,16,46,13
46,16,46,18
46,16,46,19
46,17,46,12
46,17,46,13
46,17,46,14
46,17,46,15
46,17,46,18
46,17,46,19
46,18,46,13
46,18,46,16
46,18,46,17
46,18,46,19
46,19,46,8
46,19,46,14
46,19,46,16
46,19,46,17
46,19,46,18
47,1,47,2
47,1,47,3
47,1,47,4
47,1,47,5
47,1,47,6
47,2,47,1
47,2,47,5
47,2,47,7
47,2,47,8
47,3,47,1
47,3,47,4
47,3,47,12
47,4,47,1
47,4,47,3
47,4,47,6
47,4,47,9
47,4,47,11
47,4,47,12
47,4,47,13
47,5,47,1
47,5,47,2
47,5,47,6
47,5,47,7
47,5,47,10
47,6,47,1
47,6,47,4
47,6,47,5
47,6,47,9
47,6,47,10
47,7,47,2
47,7,47,5
47,7,47,8
47,7,47,10
47,8,47,2
47,8,47,7
47,8,47,9
47,8,47,10
47,8,47,14
47,8,47,17
47,8,47,20
47,9,47,4
47,9,47,6
47,9,47,8
47,9,47,10
47,9,47,11
47,9,47,14
47,10,47,5
47,10,47,6
47,10,47,7
47,10,47,8
47,10,47,9
47,11,47,4
47,11,47,9
47,11,47,13
47,11,47,14
47,11,47,16
47,12,47,3
47,12,47,4
47,12,47,13
47,12,47,15
47,13,47,4
47,13,47,11
47,13,47,12
47,13,47,15
47,13,47,16
47,14,47,8
47,14,47,9
47,14,47,11
47,14,47,16
47,14,47,17
47,14,47,18
47,14,47,19
47,15,47,12
47,15,47,13
47,15,47,16
47,15,47,18
47,15,47,21
47,16,47,11
47,16,47,13
47,16,47,14
47,16,47,15
47,16,47,18
47,17,47,8
47,17,47,14
47,17,47,19
47,17,47,20
47,18,47,14
47,18,47,15
47,18,47,16
47,18,47,19
47,18,47,20
47,18,47,21
47,19,47,14
47,19,47,17
47,19,47,18
47,19,47,20
47,20,47,8
47,20,47,17
47,20,47,18
47,20,47,19
47,20,47,21
47,21,47,15
47,21,47,18
47,21,47,20
48,1,48,2
48,1,48,3
48,1,48,4
48,1,48,5
48,1,48,6
48,1,48,7
48,2,48,1
48,2,48,4
48,2,48,9
48,3,48,1
48,3,48,5
48,3,48,13
48,4,48,1
48,4,48,2
48,4,48,6
48,4,48,9
48,5,48,1
48,5,48,3
48,5,48,7
48,5,48,10
48,5,48,12
48,5,48,13
48,5,48,15
48,6,48,1
48,6,48,4
48,6,48,7
48,6,48,8
48,6,48,9
48,6,48,11
48,7,48,1
48,7,48,5
48,7,48,6
48,7,48,10
48,7,48,11
48,8,48,6
48,8,48,9
48,8,48,11
48,9,48,2
48,9,48,4
48,9,48,6
48,9,48,8
48,9,48,10
48,9,48,11
48,9,48,14
48,9,48,16
48,9,48,19
48,9,48,24
48,10,48,5
48,10,48,7
48,10,48,9
48,10,48,11
48,10,48,12
48,10,48,14
48,11,48,6
48,11,48,7
48,11,48,8
48,11,48,9
48,11,48,10
48,12,48,5
48,12,48,10
48,12,48,14
48,12,48,15
48,12,48,18
48,13,48,3
48,13,48,5
48,13,48,15
48,13,48,17
48,14,48,9
48,14,48,10
48,14,48,12
48,14,48,16
48,14,48,18
48,14,48,20
48,14,48,21
48,15,48,5
48,15,48,12
48,15,48,13
48,15,48,17
48,15,48,18
48,16,48,9
48,16,48,14
48,16,48,19
48,16,48,21
48,17,48,13
48,17,48,15
48,17,48,18
48,17,48,25
48,18,48,12
48,18,48,14
48,18,48,15
48,18,48,17
48,18,48,20
48,18,48,25
48,19,48,9
48,19,48,16
48,19,48,21
48,19,48,22
48,19,48,24
48,20,48,14
48,20,48,18
48,20,48,21
48,20,48,23
48,20,48,25
48,21,48,14
48,21,48,16
48,21,48,19
48,21,48,20
48,21,48,22
48,21,48,23
48,22,48,19
48,22,48,21
48,22,48,23
48,22,48,24
48,23,48,20
48,23,48,21
48,23,48,22
48,23,48,24
48,23,48,25
48,24,48,9
48,24,48,19
48,24,48,22
48,24,48,23
48,24,48,25
48,25,48,17
48,25,48,18
48,25,48,20
48,25,48,23
48,25,48,24
49,1,49,2
49,1,49,3
49,1,49,4
49,2,49,1
49,2,49,4
49,2,49,5
49,2,49,10
49,3,49,1
49,3,49,4
49,3,49,6
49,3,49,8
49,4,49,1
49,4,49,2
49,4,49,3
49,4,49,5
49,4,49,6
49,4,49,7
49,4,49,9
49,5,49,2
49,5,49,4
49,5,49,9
49,5,49,10
49,6,49,3
49,6,49,4
49,6,49,7
49,6,49,8
49,6,49,12
49,6,49,14
49,6,49,15
49,6,49,17
49,7,49,4
49,7,49,6
49,7,49,9
49,7,49,12
49,7,49,13
49,8,49,3
49,8,49,6
49,8,49,15
49,9,49,4
49,9,49,5
49,9,49,7
49,9,49,10
49,9,49,11
49,9,49,13
49,10,49,2
49,10,49,5
49,10,49,9
49,10,49,11
49,10,49,18
49,10,49,19
49,10,49,24
49,10,49,28
49,11,49,9
49,11,49,10
49,11,49,13
49,11,49,18
49,12,49,6
49,12,49,7
49,12,49,13
49,12,49,14
49,12,49,16
49,12,49,18
49,13,49,7
49,13,49,9
49,13,49,11
49,13,49,12
49,13,49,18
49,14,49,6
49,14,49,12
49,14,49,16
49,14,49,17
49,14,49,21
49,15,49,6
49,15,49,8
49,15,49,17
49,15,49,22
49,16,49,12
49,16,49,14
49,16,49,18
49,16,49,20
49,16,49,21
49,17,49,6
49,17,49,14
49,17,49,15
49,17,49,21
49,17,49,22
49,18,49,10
49,18,49,11
49,18,49,12
49,18,49,13
49,18,49,16
49,18,49,19
49,18,49,20
49,19,49,10
49,19,49,18
49,19,49,20
49,19,49,24
49,19,49,25
49,20,49,16
49,20,49,18
49,20,49,19
49,20,49,21
49,20,49,23
49,20,49,25
49,21,49,14
49,21,49,16
49,21,49,17
49,21,49,20
49,21,49,22
49,21,49,23
49,21,49,29
49,22,49,15
49,22,49,17
49,22,49,21
49,22,49,29
49,23,49,20
49,23,49,21
49,23,49,25
49,23,49,27
49,23,49,29
49,24,49,10
49,24,49,19
49,24,49,25
49,24,49,26
49,24,49,28
49,25,49,19
49,25,49,20
49,25,49,23
49,25,49,24
49,25,49,26
49,25,49,27
49,26,49,24
49,26,49,25
49,26,49,27
49,26,49,28
49,27,49,23
49,27,49,25
49,27,49,26
49,27,49,28
49,27,49,29
49,28,49,10
49,28,49,24
49,28,49,26
49,28,49,27
49,28,49,29
49,29,49,21
49,29,49,22
49,29,49,23
49,29,49,27
49,29,49,28
50,1,50,2
50,1,50,3
50,1,50,4
50,1,50,12
50,2,50,1
50,2,50,4
50,2,50,6
50,2,50,12
50,3,50,1
50,3,50,4
50,3,50,5
50,3,50,8
50,4,50,1
50,4,50,2
50,4,50,3
50,4,50,5
50,4,50,6
50,4,50,7
50,4,50,9
50,5,50,3
50,5,50,4
50,5,50,7
50,5,50,8
50,5,50,10
50,5,50,11
50,6,50,2
50,6,50,4
50,6,50,9
50,6,50,12
50,7,50,4
50,7,50,5
50,7,50,9
50,7,50,10
50,7,50,13
50,8,50,3
50,8,50,5
50,8,50,11
50,8,50,16
50,9,50,4
50,9,50,6
50,9,50,7
50,9,50,12
50,9,50,13
50,9,50,14
50,10,50,5
50,10,50,7
50,10,50,11
50,10,50,13
50,10,50,15
50,10,50,17
50,10,50,19
50,11,50,5
50,11,50,8
50,11,50,10
50,11,50,15
50,11,50,16
50,11,50,18
50,12,50,1
50,12,50,2
50,12,50,6
50,12,50,9
50,12,50,14
50,12,50,19
50,12,50,26
50,12,50,30
50,13,50,7
50,13,50,9
50,13,50,10
50,13,50,14
50,13,50,19
50,14,50,9
50,14,50,12
50,14,50,13
50,14,50,19
50,15,50,10
50,15,50,11
50,15,50,17
50,15,50,18
50,15,50,22
50,15,50,24
50,16,50,8
50,16,50,11
50,16,50,18
50,16,50,23
50,17,50,10
50,17,50,15
50,17,50,19
50,17,50,20
50,17,50,22
50,18,50,11
50,18,50,15
50,18,50,16
50,18,50,23
50,18,50,24
50,19,50,10
50,19,50,12
50,19,50,13
50,19,50,14
50,19,50,17
50,19,50,20
50,19,50,21
50,19,50,26
50,20,50,17
50,20,50,19
50,20,50,21
50,20,50,22
50,20,50,25
50,20,50,27
50,21,50,19
50,21,50,20
50,21,50,26
50,21,50,27
50,22,50,15
50,22,50,17
50,22,50,20
50,22,50,23
50,22,50,24
50,22,50,25
50,22,50,31
50,23,50,16
50,23,50,18
50,23,50,22
50,23,50,24
50,23,50,31
50,24,50,15
50,24,50,18
50,24,50,22
50,24,50,23
50,25,50,20
50,25,50,22
50,25,50,27
50,25,50,29
50,25,50,31
50,26,50,12
50,26,50,19
50,26,50,21
50,26,50,27
50,26,50,28
50,26,50,30
50,27,50,20
50,27,50,21
50,27,50,25
50,27,50,26
50,27,50,28
50,27,50,29
50,28,50,26
50,28,50,27
50,28,50,29
50,28,50,30
50,29,50,25
50,29,50,27
50,29,50,28
50,29,50,30
50,29,50,31
50,30,50,12
50,30,50,26
50,30,50,28
50,30,50,29
50,30,50,31
50,31,50,22
50,31,50,23
50,31,50,25
50,31,50,29
50,31,50,30
51,1,51,2
51,1,51,3
51,1,51,4
51,1,51,5
51,1,51,13
51,2,51,1
51,2,51,5
51,2,51,6
51,2,51,13
51,3,51,1
51,3,51,4
51,3,51,8
51,4,51,1
51,4,51,3
51,4,51,5
51,4,51,7
51,4,51,8
51,4,51,10
51,4,51,11
51,5,51,1
51,5,51,2
51,5,51,4
51,5,51,6
51,5,51,7
51,5,51,9
51,6,51,2
51,6,51,5
51,6,51,9
51,6,51,13
51,7,51,4
51,7,51,5
51,7,51,9
51,7,51,10
51,7,51,12
51,7,51,16
51,8,51,3
51,8,51,4
51,8,51,11
51,8,51,18
51,9,51,5
51,9,51,6
51,9,51,7
51,9,51,12
51,9,51,13
51,9,51,15
51,10,51,4
51,10,51,7
51,10,51,11
51,10,51,14
51,10,51,16
51,10,51,17
51,11,51,4
51,11,51,8
51,11,51,10
51,11,51,14
51,11,51,18
51,11,51,19
51,12,51,7
51,12,51,9
51,12,51,15
51,12,51,16
51,12,51,20
51,13,51,1
51,13,51,2
51,13,51,6
51,13,51,9
51,13,51,15
51,13,51,20
51,13,51,28
51,13,51,30
51,14,51,10
51,14,51,11
51,14,51,17
