ImageNumber,ObjectNumber,AreaShape_Area,AreaShape_Center_X,AreaShape_Center_Y,AreaShape_MajorAxisLength,AreaShape_MinorAxisLength,AreaShape_Orientation,Children_transconjugants_Count,Intensity_MeanIntensity_gfp_channel_14bit,Intensity_MeanIntensity_rfp_channel_14bit,Location_Center_X,Location_Center_Y,Location_Center_Z,Neighbors_AngleBetweenNeighbors_6,Number_Object_Number,TrackObjects_Label_50,TrackObjects_Lifetime_50,TrackObjects_ParentImageNumber_50,TrackObjects_ParentObjectNumber_50
295,369,248,20.0524193548387,427.717741935484,40.3114955883839,8.01933951507811,14.0890949672815,0,0.0665377038117919,0.000841953449942652,20.0524193548387,427.717741935484,0,66.0731976325077,369,1405,155,0,0
295,370,201,472.81592039801,426.701492537313,35.0256466873732,7.4039375740997,9.76503368402326,0,0.0302781511691227,0.000829301269456225,472.81592039801,426.701492537313,0,131.539416320065,370,5438,25,0,0
295,371,105,32.3047619047619,419.676190476191,18.4831467377309,8.05043898496519,20.0211648999324,0,0.0182962942336287,0.000758591374116284,32.3047619047619,419.676190476191,0,165.581233026461,371,1405,155,0,0
295,372,268,28.2388059701493,432.992537313433,45.8338817553352,7.71595550528763,11.815475844747,0,0.0307371364732676,0.000851544520275584,28.2388059701493,432.992537313433,0,74.1841017356364,372,1405,155,0,0
295,373,45,536.822222222222,420,10.8222711828374,5.30570873781807,-32.2886722691823,0,0.0267907738478647,0.000859930656022496,536.822222222222,420,0,142.304256690795,373,6075,10,0,0
295,374,153,557.019607843137,427.444444444445,25.6654553545056,7.62350025503492,0.824817460637384,0,0.0191864749428883,0.000716076975116153,557.019607843137,427.444444444445,0,123.865608070592,374,5836,19,0,0
295,375,80,487.25,425.4,19.1104843018275,5.51628405265754,3.08655913686394,0,0.0249011982814409,0.000701915007084608,487.25,425.4,0,4.9979291530071,375,3188,84,0,0
295,376,111,133.405405405405,427.801801801802,21.8605076874222,6.92915432829237,29.8692024107109,0,0.0208704932466955,0.000853955351353229,133.405405405405,427.801801801802,0,49.6638271171904,376,1863,138,0,0
295,377,156,538.205128205128,429.634615384615,32.5320948122327,6.33121160564771,-36.136952707061,0,0.0347999604657674,0.000834942377435091,538.205128205128,429.634615384615,0,170.346386032874,377,5685,22,0,0
295,378,117,143.247863247863,430.564102564103,21.4691067858557,7.07551528850429,29.1698949899991,0,0.041751814321575,0.000826334724059472,143.247863247863,430.564102564103,0,100.425715373318,378,1405,155,0,0
295,379,127,365.015748031496,433.220472440945,23.8929723753608,7.13851152098214,16.4130470598826,0,0.031281716263611,0.000729068857067683,365.015748031496,433.220472440945,0,105.400819407922,379,5682,22,0,0
295,380,299,383.270903010033,442.571906354515,46.8951848718393,8.27451723940362,14.3731004345356,0,0.0205505855699197,0.000825722321843024,383.270903010033,442.571906354515,0,121.287015475936,380,3836,71,0,0
295,381,229,332.371179039301,440.449781659389,38.5426828097403,7.7261149477143,16.3911048038356,0,0.0331969687869715,0.000983507262632316,332.371179039301,440.449781659389,0,143.06682107562,381,5461,25,0,0
295,382,185,352.805405405405,439.886486486487,34.8304816860967,6.87444106549634,17.1681690943696,0,0.0144193635095616,0.000803036957576468,352.805405405405,439.886486486487,0,68.0724442651567,382,5570,24,0,0
295,383,204,540.691176470588,437.367647058824,37.6393720012513,7.05030078048893,-38.8216000297849,0,0.0261153675177518,0.000795264317489722,540.691176470588,437.367647058824,0,145.164151414097,383,5191,31,0,0
295,384,125,372.792,433.016,18.6130008960313,8.64568549302698,13.791297420267,0,0.0147419243380427,0.000795422293245792,372.792,433.016,0,136.131516234638,384,3893,69,0,0
295,385,310,436.896774193548,452.258064516129,61.3912078866762,7.26988929521994,-8.42816531029972,0,0.0267434544020122,0.000804691902932621,436.896774193548,452.258064516129,0,146.193932453183,385,3188,84,0,0
295,386,100,235.82,434.47,19.3516417895435,6.73061364581218,-22.0365307919396,0,0.0236020451039076,0.000804455634206533,235.82,434.47,0,64.453047508524,386,5492,25,0,0
295,387,161,429.16149068323,441.571428571429,36.0066682201133,6.15653561338993,-23.2936065311967,0,0.034972541178837,0.000815836400348948,429.16149068323,441.571428571429,0,92.640904131765,387,2882,94,0,0
295,388,162,468.08024691358,440.339506172839,31.1508697476375,6.90835961319376,4.22631347713381,0,0.0331486241351583,0.000830015437792481,468.08024691358,440.339506172839,0,71.603523927538,388,5453,25,0,0
295,389,127,461.818897637795,438.03937007874,23.5660361833012,6.91439837883771,9.30621837551808,0,0.037926960113187,0.000830475270278811,461.818897637795,438.03937007874,0,79.6543072112653,389,5835,19,0,0
295,390,107,226.81308411215,442.429906542056,24.3417710524731,6.83034815141171,-6.73880645529478,0,0.0308312106807934,0.000744982526820397,226.81308411215,442.429906542056,0,50.7318484172238,390,3458,79,0,0
295,391,234,361.726495726496,446.517094017094,39.6200502028316,7.69218638333925,16.5431699979151,0,0.0311500546124437,0.000858939471694394,361.726495726496,446.517094017094,0,57.1226589769886,391,5460,25,0,0
295,392,149,496.040268456376,444.140939597315,28.0972243426084,6.79524615483678,4.00410765641733,0,0.0088473652433229,0.000779951078779745,496.040268456376,444.140939597315,0,113.969171904492,392,5870,18,0,0
295,393,158,547.069620253165,442.23417721519,27.2515170315985,7.48296605772884,-23.094702293101,0,0.0261431474627668,0.000698438267919082,547.069620253165,442.23417721519,0,17.5291147694561,393,5836,19,0,0
295,394,325,16.7661538461538,455.270769230769,54.4843588664458,9.00686193905919,-1.26101682508006,0,0.0185626708429593,0.000914414493510356,16.7661538461538,455.270769230769,0,75.2012052218299,394,1405,155,0,0
295,395,61,320.229508196721,441.737704918033,21.1306822096861,5.02549737119192,-1.01082687209662,0,0.0184609154544649,0.00107963833591489,320.229508196721,441.737704918033,0,84.440734358582,395,5702,22,0,0
295,396,41,153.317073170732,442.756097560976,12.7996839718492,4.86379378498243,-9.72929702611114,0,0.0192085037053358,0.00105101165429848,153.317073170732,442.756097560976,0,47.6688737717286,396,1405,155,0,0
295,397,48,403.083333333333,441.166666666667,11.692657185403,5.94919146235477,28.11140196135,0,0.0374367391923442,0.00114951300201938,403.083333333333,441.166666666667,0,48.7140128746301,397,5174,31,0,0
295,398,43,251.162790697674,438.790697674419,11.8064378539395,5.33041512110592,-84.4843425242665,0,0.0394960269981692,0.000816180240796056,251.162790697674,438.790697674419,0,39.7019335794712,398,3271,83,0,0
295,399,141,510.730496453901,449.163120567376,24.9297314657468,7.4575918910175,6.78696803180877,0,0.0270195076347771,0.000881776669399535,510.730496453901,449.163120567376,0,21.9060858916292,399,5191,31,0,0
295,400,117,489.316239316239,447.384615384615,23.7743060066738,6.33899948580704,-1.72067302981019,0,0.0203307559474921,0.000642704785379589,489.316239316239,447.384615384615,0,35.3040430759157,400,5472,25,0,0
295,401,78,238.641025641026,444.358974358974,14.7270470953171,6.78729725563875,-14.6645575367203,0,0.0320165584174295,0.000893630923177951,238.641025641026,444.358974358974,0,166.646471120535,401,5497,25,0,0
295,402,181,415.298342541437,450.662983425414,31.1143407528417,7.77970357621352,32.2731711019643,0,0.0325437004199426,0.000832586189042468,415.298342541437,450.662983425414,0,66.448965162261,402,5180,31,0,0
295,403,417,330.901678657074,471,72.939596323944,8.78554463722159,5.56126158270862,0,0.0238702334843272,0.000815424565627849,330.901678657074,471,0,151.230107126888,403,5475,25,0,0
295,404,262,404.019083969466,456.809160305344,43.0806829220881,8.68185533868856,29.8578286004654,0,0.0283100287685924,0.000671862887630936,404.019083969466,456.809160305344,0,64.8370219631089,404,5132,32,0,0
295,405,323,547.885448916409,462.402476780186,53.6113508851091,7.98758348205347,-16.6703683830381,0,0.0130282758905238,0.000755864861579871,547.885448916409,462.402476780186,0,36.780537741025,405,6131,9,0,0
295,406,44,195.886363636364,444.727272727273,13.5603151692381,4.24192003328462,-30.9910416675696,0,0.0183663139627738,0.000977964584969661,195.886363636364,444.727272727273,0,45.4162942143368,406,6125,9,0,0
295,407,152,214.677631578947,453.730263157895,29.3611374607775,6.89331486549186,-26.8244639006202,0,0.0257214910019875,0.000826798054683757,214.677631578947,453.730263157895,0,103.71536527336,407,6130,9,0,0
295,408,130,273.423076923077,446.453846153846,27.8732079948294,6.36832149632292,60.7243825666962,0,0.0472893525631382,0.000853566209284159,273.423076923077,446.453846153846,0,74.6054835632128,408,3271,83,0,0
295,409,141,349.90780141844,450.936170212766,25.5722932877957,7.10897108897662,18.4473285399856,0,0.0199310966034202,0.000803858259732419,349.90780141844,450.936170212766,0,54.8048967578547,409,5687,22,0,0
295,410,147,243.401360544218,452.850340136054,25.7823998248614,7.39774312292759,-9.36882734984435,0,0.0383555761088623,0.000891043836263572,243.401360544218,452.850340136054,0,108.219890533815,410,5493,25,0,0
295,411,85,502.482352941177,449.6,17.4023327587607,6.26894841319844,4.45405006998225,0,0.0133568503400859,0.000624004236477263,502.482352941177,449.6,0,136.689909500585,411,6123,9,0,0
295,412,227,380.162995594714,458.449339207049,35.2324333568887,8.41164371461278,20.5120853644756,0,0.0385538350487136,0.000851816411585535,380.162995594714,458.449339207049,0,120.879749420506,412,3893,69,0,0
295,413,142,445.091549295775,455.288732394366,25.9356931407826,7.00191317989688,5.03886825683394,0,0.0283615789507371,0.000780574190364757,445.091549295775,455.288732394366,0,148.49655009388,413,5484,25,0,0
295,414,110,459.572727272727,451.009090909091,20.1989366564435,7.04199792732753,31.741959134962,0,0.0350918666798283,0.000718561212786219,459.572727272727,451.009090909091,0,28.7421688611967,414,5835,19,0,0
295,415,979,553.464759959142,514.730337078652,158.173430011197,45.2978683541304,-25.4561671460844,0,0.0165445830518869,0.000735924389894454,553.464759959142,514.730337078652,0,142.062055292523,415,1575,146,0,0
295,416,126,288.825396825397,456.357142857143,24.6033759482311,6.81868767985285,1.73077353934642,0,0.0284525056310471,0.000882601202835166,288.825396825397,456.357142857143,0,19.5406911958978,416,1105,179,0,0
