Module,Module Number,Relationship,First Object Name,First Image Number,First Object Number,Second Object Name,Second Image Number,Second Object Number
MeasureObjectNeighbors,18,Neighbors,FilterObjects,295,1,FilterObjects,295,8
MeasureObjectNeighbors,18,Neighbors,FilterObjects,295,4,FilterObjects,295,19
MeasureObjectNeighbors,18,Neighbors,FilterObjects,295,5,FilterObjects,295,14
MeasureObjectNeighbors,18,Neighbors,FilterObjects,295,5,FilterObjects,295,27
MeasureObjectNeighbors,18,Neighbors,FilterObjects,295,6,FilterObjects,295,8
MeasureObjectNeighbors,18,Neighbors,FilterObjects,295,6,FilterObjects,295,10
MeasureObjectNeighbors,18,Neighbors,FilterObjects,295,6,FilterObjects,295,12
MeasureObjectNeighbors,18,Neighbors,FilterObjects,295,7,FilterObjects,295,20
MeasureObjectNeighbors,18,Neighbors,FilterObjects,295,8,FilterObjects,295,1
MeasureObjectNeighbors,18,Neighbors,FilterObjects,295,8,FilterObjects,295,6
MeasureObjectNeighbors,18,Neighbors,FilterObjects,295,8,FilterObjects,295,12
MeasureObjectNeighbors,18,Neighbors,FilterObjects,295,9,FilterObjects,295,17
MeasureObjectNeighbors,18,Neighbors,FilterObjects,295,10,FilterObjects,295,6
MeasureObjectNeighbors,18,Neighbors,FilterObjects,295,11,FilterObjects,295,16
MeasureObjectNeighbors,18,Neighbors,FilterObjects,295,11,FilterObjects,295,32
MeasureObjectNeighbors,18,Neighbors,FilterObjects,295,11,FilterObjects,295,41
MeasureObjectNeighbors,18,Neighbors,FilterObjects,295,11,FilterObjects,295,46
MeasureObjectNeighbors,18,Neighbors,FilterObjects,295,12,FilterObjects,295,6
MeasureObjectNeighbors,18,Neighbors,FilterObjects,295,12,FilterObjects,295,8
MeasureObjectNeighbors,18,Neighbors,FilterObjects,295,12,FilterObjects,295,26
MeasureObjectNeighbors,18,Neighbors,FilterObjects,295,12,FilterObjects,295,36
MeasureObjectNeighbors,18,Neighbors,FilterObjects,295,14,FilterObjects,295,5
MeasureObjectNeighbors,18,Neighbors,FilterObjects,295,14,FilterObjects,295,27
MeasureObjectNeighbors,18,Neighbors,FilterObjects,295,15,FilterObjects,295,21
MeasureObjectNeighbors,18,Neighbors,FilterObjects,295,15,FilterObjects,295,23
MeasureObjectNeighbors,18,Neighbors,FilterObjects,295,16,FilterObjects,295,11
MeasureObjectNeighbors,18,Neighbors,FilterObjects,295,16,FilterObjects,295,46
MeasureObjectNeighbors,18,Neighbors,FilterObjects,295,16,FilterObjects,295,78
