ImageNumber,ObjectNumber,Location_Center_X,Location_Center_Y,AreaShape_MajorAxisLength,TrackObjects_ParentImageNumber_50,TrackObjects_ParentObjectNumber_50,id,parent_id,NoiseObject,UnexpectedEnd_by_CellProfiler,UnexpectedEnd_by_Trackrefiner,UnexpectedBeginning_by_CellProfiler,UnexpectedBeginning_by_Trackrefiner,TrackingLinkModified
1,5,293.1578461538461,9.464,7.734296694866469,0.0,0,5,0,False,True,False,False,False,False
1,52,254.88771428571422,82.68171428571428,2.4107053559008276,0.0,0,0,0,True,False,False,False,False,False
1,64,131.14062992125983,109.11401574803148,6.817237636640803,0.0,0,63,0,False,True,False,False,False,False
1,115,216.03178723404255,181.38446808510636,4.669301309735605,0.0,0,114,0,False,True,False,False,False,False
1,116,218.02507397260268,181.68894246575343,4.277105082649871,0.0,0,115,0,False,False,True,False,False,False
1,137,5.013333333333334,194.81391304347824,7.367457499703603,0.0,0,136,0,False,True,False,False,False,False
1,163,280.3772571428571,206.76548571428572,5.5010109222037205,0.0,0,162,0,False,False,True,False,False,False
1,205,220.9878390092879,288.62771517027863,3.9864155605439886,0.0,0,204,0,False,True,False,False,False,False
1,206,121.86742857142856,293.69142857142856,1.4349939384230506,0.0,0,0,0,True,False,False,False,False,False
2,7,0.37878260869565217,9.766956521739129,1.701129794351369,0.0,0,0,0,True,False,False,False,False,False
2,65,51.98084270734033,115.92288274547188,12.094335568279801,1.0,66,65,0,False,False,True,False,False,False
2,80,13.889905956112852,130.99847021943572,7.158800239158128,1.0,81,80,0,False,True,False,False,False,False
2,114,218.49474837027378,179.95494132985655,8.806470794639244,1.0,113,112,0,False,False,False,False,False,True
2,161,278.03948549810843,206.4909155107188,10.72584368144875,1.0,162,161,0,False,False,False,False,False,True
2,189,192.7188923076923,263.83015384615385,5.639685945252038,1.0,190,216,189,False,False,True,False,False,False
2,206,219.32586335403724,290.12489440993784,7.744959024499443,1.0,204,203,0,False,True,False,False,False,False
2,207,220.96594285714286,289.4924571428571,2.4907500136641714,0.0,0,0,0,True,False,False,False,False,False
2,208,119.89606611570247,292.854347107438,1.9546170765507525,0.0,0,0,0,True,False,False,False,False,False
2,209,121.86808163265306,293.7217959183673,1.339907277722306,0.0,0,0,0,True,False,False,False,False,False
3,5,293.6510789766407,10.959056729699665,13.546999816074957,0.0,0,223,0,False,False,False,True,False,False
3,69,131.38676007005253,109.80920490367775,7.2759232680655845,0.0,0,232,0,False,False,False,False,True,True
3,70,51.50207999999999,115.29847999999998,11.64114784059404,2.0,64,64,0,False,False,False,False,False,True
3,78,5.330090744101633,120.30376769509981,6.3062973354532055,0.0,0,233,0,False,False,False,True,False,False
3,124,218.21267368421047,182.19865263157894,4.6120511420636205,2.0,114,241,112,False,True,False,False,False,False
3,142,4.586666666666666,192.82280459770112,9.347299239477945,0.0,0,245,0,False,False,False,False,True,True
3,143,200.91780821917808,191.67024657534245,5.463141137088393,2.0,132,246,132,False,True,False,False,False,False
3,148,4.930165938864628,194.93428820960696,8.353163609697775,0.0,0,249,0,False,False,False,False,True,True
3,159,185.55087533156498,202.98900795755966,8.590447538638918,2.0,148,150,0,False,True,False,False,False,False
3,181,1.1848267477203647,211.91547720364744,4.2621006461402935,0.0,0,254,0,False,True,False,True,False,False
3,184,4.04466230121609,224.372340505145,11.245220227512254,0.0,0,255,0,False,False,False,True,False,False
3,196,127.08333333333333,252.63999999999996,4.9231806305566606,2.0,176,259,176,False,True,False,False,False,False
3,209,191.10033759590794,265.6032122762148,11.331675768030754,2.0,195,218,189,False,False,False,False,False,True
3,227,221.21177448071214,289.0050089020771,4.025609055498222,0.0,0,264,0,False,False,False,True,True,True
4,72,272.8604745762712,117.62603389830507,3.274294085057428,0.0,0,0,0,True,False,False,False,False,False
4,82,272.09790663390663,123.26506142506142,10.156999457820483,3.0,72,67,0,False,False,True,False,False,False
4,129,218.52548223350254,181.33547208121826,2.649374171420202,0.0,0,0,0,True,False,False,False,False,False
4,144,206.49179123173278,189.7977118997912,5.721266164479285,3.0,139,244,129,False,True,False,False,False,False
4,146,4.366960288808664,192.87301083032492,10.03016201293215,3.0,142,245,0,False,True,False,False,False,False
4,151,4.716858345021037,195.01901823281906,8.499317236638738,3.0,148,249,0,False,True,False,False,False,False
4,187,3.9689361702127655,224.51553191489361,11.78100199686346,3.0,184,255,0,False,True,False,False,False,False
4,199,126.07554098360656,252.6491803278688,1.9529878942918504,0.0,0,0,0,True,False,False,False,False,False
4,200,127.90847999999998,252.78528,2.170033426551664,0.0,0,0,0,True,False,False,False,False,False
4,224,196.92240729483282,270.8449604863222,7.310314591265827,3.0,218,263,186,False,True,False,False,False,False
4,225,189.25734375,273.77803124999997,6.07834280333481,3.0,219,220,195,False,False,True,False,False,False
5,3,21.86329289428076,5.860325823223569,7.5605759476922145,4.0,3,222,3,False,True,False,False,False,False
5,5,24.586129133858268,7.746292913385826,7.5100086630787715,4.0,5,4,0,False,True,False,False,False,False
5,55,159.5062325581395,77.98679069767441,10.110125600002872,4.0,54,49,0,False,True,False,False,False,False
5,74,273.15915789473684,117.30884210526315,3.109474036159924,0.0,0,0,0,True,False,False,False,False,False
5,76,1.404,118.20811764705881,3.4808074156112085,0.0,0,283,0,False,True,False,False,True,True
5,83,271.2654069319641,123.04384082156609,10.0436143927167,4.0,81,75,0,False,False,False,False,False,True
5,99,48.32875977653631,138.64706145251392,7.1479567038973775,4.0,96,208,81,False,True,False,False,False,False
5,132,218.01251868131865,182.64865054945054,5.483091454740342,0.0,0,286,0,False,False,False,False,True,True
5,134,108.29929411764705,182.62776470588236,2.3717999493516713,0.0,0,0,0,True,False,False,False,False,False
5,144,195.35470129870126,189.8147532467532,6.394878937443906,4.0,140,125,0,False,True,False,False,False,False
5,151,195.66896551724133,194.65048275862068,6.693382530978768,4.0,149,248,127,False,True,False,False,False,False
5,194,2.380450909090909,229.44855272727273,7.2172391336030985,0.0,0,290,0,False,True,False,True,False,False
5,204,121.52987234042553,253.28068085106386,3.405236609901503,4.0,198,258,176,False,True,False,False,False,False
5,226,189.5458064516129,271.73219562955245,11.792362065301157,4.0,223,219,195,False,False,False,False,False,True
