ImageNumber,ObjectNumber,Location_Center_X,Location_Center_Y,AreaShape_MajorAxisLength,TrackObjects_ParentImageNumber_50,TrackObjects_ParentObjectNumber_50,id,parent_id,NoiseObject,UnexpectedEnd_by_CellProfiler,UnexpectedEnd_by_Trackrefiner,UnexpectedBeginning_by_CellProfiler,UnexpectedBeginning_by_Trackrefiner,TrackingLinkModified
1,1,72.47739130434782,0.32713043478260867,4.371822954365562,0.0,0,1,0,False,True,False,False,False,False
1,25,54.25487999999999,37.43136,1.685344957709432,0.0,0,0,0,True,False,False,False,False,False
1,109,1.2250434782608695,202.08208695652172,1.7848536767275216,0.0,0,0,0,True,False,False,False,False,False
2,25,54.289582417582416,37.31498901098901,1.9034289155006754,0.0,0,0,0,True,False,False,False,False,False
2,121,291.96359420289855,209.70736231884058,6.934642523641239,1.0,115,113,0,False,True,False,False,False,False
2,189,168.06029268292681,281.05990243902437,2.4094209581994805,0.0,0,0,0,True,False,False,False,False,False
3,25,54.413333333333334,37.67333333333333,1.7852775251281754,0.0,0,0,0,True,False,False,False,False,False
3,193,167.04199078341014,281.71775115207373,3.9033496474461016,0.0,0,227,0,False,True,False,True,True,True
3,204,92.2820814159292,288.37363539823,6.528712245547914,0.0,0,228,0,False,False,False,True,False,False
4,1,72.31418181818181,0.5875199999999999,6.482534889016818,0.0,0,229,0,False,True,False,True,False,False
4,28,54.384607594936696,37.95949367088607,1.556638443308077,0.0,0,0,0,True,False,False,False,False,False
4,100,282.8021538461539,169.50184615384615,1.3493966764259966,0.0,0,0,0,True,False,False,False,False,False
4,200,170.45106766917291,279.851007518797,4.631540307532663,3.0,187,169,0,False,True,False,False,False,False
4,216,201.53323183391,289.6398062283737,8.027780068738167,3.0,205,185,0,False,True,False,False,False,False
4,218,204.50831876606682,290.27234961439586,9.0454877509944,3.0,207,186,0,False,True,False,False,False,False
5,27,54.50104109589041,37.83649315068493,1.5679497195667915,0.0,0,0,0,True,False,False,False,False,False
5,101,283.1788051948052,170.0509090909091,1.5710664914635424,0.0,0,0,0,True,False,False,False,False,False
5,120,55.82163934426229,191.1159344262295,3.8420933378614026,4.0,118,98,0,False,True,False,False,False,False
5,169,64.90277419354837,245.22793548387094,3.9594068502697737,4.0,160,269,134,False,False,True,False,False,False
5,211,169.7302857142857,281.0857142857143,2.1273938861981874,0.0,0,0,0,True,False,False,False,False,False
5,214,167.00633766233764,282.3194805194805,3.5934202005177065,0.0,0,270,0,False,False,False,True,False,False
5,224,271.52623008849554,286.97373451327434,4.798443382621037,4.0,209,272,180,False,False,True,False,False,False
6,9,8.229164265129683,14.084610951008644,5.576754194796005,5.0,9,7,0,False,False,True,False,False,False
6,29,54.788435643564355,38.00744554455446,1.7673579123672472,0.0,0,0,0,True,False,False,False,False,False
6,66,290.59493279022405,125.37267617107942,6.238981602958316,0.0,0,277,0,False,False,False,True,False,False
6,76,276.6556514851485,139.07006732673267,7.178263367103377,5.0,73,193,58,False,True,False,False,False,False
6,105,283.4366896551724,170.42482758620687,1.7515119514440944,0.0,0,0,0,True,False,False,False,False,False
6,173,1.893042979942693,240.9268538681948,4.1997052531382195,0.0,0,286,0,False,False,False,True,False,False
6,174,65.91366233766233,243.69444155844155,7.698750954482085,5.0,167,268,134,False,True,False,False,False,True
6,197,290.37880519480524,269.0424935064935,2.5691885586594685,0.0,0,0,0,True,False,False,False,False,False
6,210,144.33540740740742,277.9605925925926,6.17626393306594,5.0,203,226,163,False,False,True,False,False,False
6,216,276.0065084745763,280.8864,4.781425230641043,5.0,205,289,172,False,False,True,False,False,False
6,217,169.49611267605633,280.75740845070425,2.495370154229266,0.0,0,0,0,True,False,False,False,False,False
6,219,280.6945116279069,280.85693023255806,1.7065482496103226,0.0,0,0,0,True,False,False,False,False,False
6,225,273.6812943201377,285.3663614457831,11.523156916506688,5.0,217,271,180,False,False,False,False,False,True
6,234,201.78027906976743,287.54623255813954,4.007782824112051,0.0,0,291,0,False,False,False,True,False,False
6,238,201.53527035830615,291.4395830618892,4.88448042626753,0.0,0,292,0,False,False,True,True,False,False
7,9,9.786514285714285,15.053485714285713,7.130364098008579,6.0,10,11,0,False,True,False,False,False,True
7,29,54.85930434782608,38.26173913043478,1.6605274885028622,0.0,0,0,0,True,False,False,False,False,False
7,76,274.52618181818184,138.4510909090909,2.410066568204305,0.0,0,0,0,True,False,False,False,False,False
7,77,279.39416949152536,140.00216949152542,1.8689749210815678,0.0,0,0,0,True,False,False,False,False,False
7,79,281.8733913043477,141.13669565217393,4.53207307313495,6.0,77,296,59,False,True,False,False,False,False
7,82,211.11533858267714,149.33990551181103,3.9857563030451106,6.0,80,62,0,False,True,False,False,False,False
7,102,281.5577892644135,163.79813916500993,6.509894102938472,6.0,90,300,71,False,False,True,False,False,False
7,107,285.0070153846154,167.76664615384618,1.697378857700261,0.0,0,0,0,True,False,False,False,False,False
7,111,283.57789090909085,170.98298181818183,1.4122851492958515,0.0,0,0,0,True,False,False,False,False,False
7,123,293.4027906976744,189.60167441860463,3.6755440843725644,0.0,0,303,0,False,False,False,True,False,False
7,147,196.17339534883718,206.89562790697673,6.132449718908657,6.0,139,110,0,False,True,False,False,False,False
7,177,2.333058295964125,238.77492376681613,5.873837424711793,0.0,0,308,0,False,True,False,False,True,True
7,183,1.9894036939313984,241.20227968337733,4.453260830289127,6.0,173,286,0,False,True,False,False,False,False
7,185,66.56355555555555,242.52977777777778,1.9003092747010977,0.0,0,0,0,True,False,False,False,False,False
7,196,269.21993142857133,257.21526857142857,2.8569210604430983,0.0,0,0,0,True,False,False,False,False,False
7,216,286.8488033472803,275.0859916317991,10.292035102484405,6.0,204,164,0,False,True,False,False,False,False
7,219,146.2301052631579,277.3410526315789,11.225671594487036,6.0,207,225,163,False,False,False,False,False,True
7,223,277.92269387755096,280.08048979591837,10.544998356172377,6.0,212,287,172,False,False,False,False,False,True
7,228,169.2454054054054,280.9595675675675,2.112672278686571,0.0,0,0,0,True,False,False,False,False,False
7,230,280.7968695652173,281.7485217391304,1.9689249738259291,0.0,0,0,0,True,False,False,False,False,False
7,231,137.38523076923073,282.4707692307692,1.7651785200861778,0.0,0,0,0,True,False,False,False,False,False
7,232,167.95574025974025,282.7281038961039,4.145392335229383,6.0,222,270,0,False,True,False,False,False,False
7,242,202.01312268907563,289.3400470588235,9.980681878925674,6.0,234,291,0,False,True,False,False,False,True
7,243,265.76269306930686,287.3976237623762,5.301546973180112,6.0,232,182,0,False,False,True,False,False,False
7,249,204.4422295081967,292.7779672131147,1.9409530414570446,0.0,0,0,0,True,False,False,False,False,False
8,16,269.6738823529412,24.83745882352941,3.075178242457699,7.0,15,316,15,False,True,False,False,False,False
8,18,269.3024516129032,26.75148387096774,4.01620757750437,7.0,16,318,16,False,True,False,False,False,False
8,31,54.87054545454545,38.622109090909085,1.8934503039094868,0.0,0,0,0,True,False,False,False,False,False
8,69,291.1735652173913,126.18956521739129,6.393215400805312,7.0,66,277,0,False,True,False,False,False,False
8,79,282.54375,139.00725,2.268689645565721,0.0,0,0,0,True,False,False,False,False,False
8,83,210.8380235294118,149.2297411764706,1.7914753659078007,0.0,0,0,0,True,False,False,False,False,False
8,87,213.85750276243093,153.11893922651933,2.9192680078393476,0.0,0,321,0,False,False,False,False,True,True
