ImageNumber,ObjectNumber,Location_Center_X,Location_Center_Y,AreaShape_MajorAxisLength,TrackObjects_ParentImageNumber_50,TrackObjects_ParentObjectNumber_50,id,parent_id,NoiseObject,UnexpectedEnd_by_CellProfiler,UnexpectedEnd_by_Trackrefiner,UnexpectedBeginning_by_CellProfiler,UnexpectedBeginning_by_Trackrefiner,TrackingLinkModified
1,515,3.7042990654205603,59.05951401869159,5.592258634085702,0.0,0,0,0,True,False,False,False,False,False
1,634,63.27649484536082,71.78028865979381,5.3212753025276855,0.0,0,633,0,False,True,False,False,False,False
1,680,4.224568047337279,76.73921893491124,3.8628789160840644,0.0,0,0,0,True,False,False,False,False,False
1,708,58.769363825363826,81.12349272349272,6.309724176500192,0.0,0,706,0,False,True,False,False,False,False
1,750,72.24735766423356,85.96414598540144,5.706738473937238,0.0,0,748,0,False,True,False,False,False,False
1,757,69.77999999999999,86.0288275862069,4.801740828208194,0.0,0,755,0,False,True,False,False,False,False
1,763,50.41615609756097,88.10657560975609,5.756373854860997,0.0,0,761,0,False,True,False,False,False,False
1,774,43.89343448275862,88.6647724137931,6.861206364028744,0.0,0,772,0,False,True,False,False,False,False
1,779,62.97897142857143,90.43657142857143,8.323722121855429,0.0,0,777,0,False,True,False,False,False,False
1,812,49.47186885245901,93.2671475409836,4.96851885496778,0.0,0,810,0,False,True,False,False,False,False
1,842,38.02301298701298,99.22161038961038,8.264033716589928,0.0,0,840,0,False,False,True,False,False,False
1,846,63.5379961612284,98.23895585412669,6.48872114928143,0.0,0,844,0,False,True,False,False,False,False
1,870,68.38945537757436,100.9090709382151,5.371155373787157,0.0,0,868,0,False,True,False,False,False,False
1,900,48.34118918918919,105.61913513513514,5.747991782696236,0.0,0,898,0,False,True,False,False,False,False
1,902,34.724409448818896,105.5176062992126,4.938831273186823,0.0,0,900,0,False,True,False,False,False,False
1,903,46.07478857142857,106.12662857142857,6.609563899626865,0.0,0,901,0,False,True,False,False,False,False
1,926,25.685999999999996,110.05054838709675,6.265109615690495,0.0,0,924,0,False,True,False,False,False,False
1,936,42.03351724137931,111.52882758620689,4.899989834754644,0.0,0,934,0,False,True,False,False,False,False
1,942,78.13747940403155,111.05239614373356,14.060797520723302,0.0,0,940,0,False,False,True,False,False,False
1,949,72.53378313253012,113.26236144578313,6.027951583371168,0.0,0,947,0,False,True,False,False,False,False
1,950,92.93785714285713,113.14928571428571,1.9310020111239488,0.0,0,0,0,True,False,False,False,False,False
1,953,67.19717647058823,113.91942857142857,5.891577538567267,0.0,0,950,0,False,True,False,False,False,False
1,955,45.02918918918919,113.6121081081081,1.6310101051745773,0.0,0,0,0,True,False,False,False,False,False
1,956,59.59224742268041,114.73830927835051,4.13423680328201,0.0,0,952,0,False,True,False,False,False,False
1,958,80.59221917808219,114.67090410958903,8.651378679164335,0.0,0,954,0,False,True,False,False,False,False
1,968,38.773915966386554,118.82218487394958,4.885588598269373,0.0,0,964,0,False,True,False,False,False,False
1,969,24.14804210526316,117.64042105263157,2.1708799716304736,0.0,0,0,0,True,False,False,False,False,False
1,970,74.21905035971223,117.81064748201439,6.905513383164518,0.0,0,965,0,False,False,True,False,False,False
1,971,27.985275747508304,119.52478405315614,3.815032607278661,0.0,0,966,0,False,True,False,False,False,False
1,972,57.515449541284404,118.8217981651376,3.605706659867934,0.0,0,967,0,False,True,False,False,False,False
1,974,33.06991304347826,119.26667558528428,4.240809749607127,0.0,0,969,0,False,True,False,False,False,False
1,976,35.877975903614455,119.53503614457831,3.3065506323509646,0.0,0,971,0,False,True,False,False,False,False
