First Image Number,First Object Number,Second Image Number,Second Object Number
31,3,31,2
31,3,31,4
31,4,31,2
31,4,31,3
32,1,32,2
32,1,32,3
32,2,32,1
32,2,32,3
32,2,32,4
32,3,32,1
32,3,32,2
32,3,32,4
32,4,32,2
32,4,32,3
33,1,33,2
33,1,33,3
33,1,33,4
33,2,33,1
33,2,33,3
33,2,33,5
33,3,33,1
33,3,33,2
33,3,33,4
33,3,33,5
33,4,33,1
33,4,33,3
33,5,33,2
33,5,33,3
34,1,34,2
34,1,34,3
34,1,34,4
34,2,34,1
34,2,34,3
34,2,34,5
34,3,34,1
34,3,34,2
34,3,34,4
34,3,34,5
34,4,34,1
34,4,34,3
34,5,34,2
34,5,34,3
35,1,35,2
35,1,35,3
35,1,35,4
35,2,35,1
35,2,35,3
35,2,35,5
35,2,35,6
35,3,35,1
35,3,35,2
35,3,35,4
35,3,35,6
35,4,35,1
35,4,35,3
35,5,35,2
35,5,35,6
35,6,35,2
35,6,35,3
35,6,35,5
36,1,36,2
36,1,36,3
36,1,36,4
36,2,36,1
36,2,36,3
36,2,36,5
36,2,36,7
36,3,36,1
36,3,36,2
36,3,36,4
36,3,36,6
36,3,36,7
36,4,36,1
36,4,36,3
36,4,36,6
36,5,36,2
36,5,36,7
36,6,36,3
36,6,36,4
36,6,36,7
36,7,36,2
36,7,36,3
36,7,36,5
36,7,36,6
37,1,37,2
37,1,37,3
37,1,37,4
37,2,37,1
37,2,37,3
37,2,37,5
37,2,37,6
37,3,37,1
37,3,37,2
37,3,37,4
37,3,37,6
37,4,37,1
37,4,37,3
37,4,37,6
37,4,37,7
37,5,37,2
37,5,37,6
37,6,37,2
37,6,37,3
37,6,37,4
37,6,37,5
37,6,37,7
37,7,37,4
37,7,37,6
38,1,38,2
38,1,38,3
38,1,38,4
38,2,38,1
38,2,38,3
38,2,38,5
38,2,38,6
38,3,38,1
38,3,38,2
38,3,38,4
38,3,38,5
38,4,38,1
38,4,38,3
38,4,38,5
38,4,38,7
38,5,38,2
38,5,38,3
38,5,38,4
38,5,38,6
38,5,38,7
38,6,38,2
38,6,38,5
38,7,38,4
38,7,38,5
39,1,39,2
39,1,39,3
39,1,39,4
39,2,39,1
39,2,39,3
39,2,39,4
39,2,39,5
39,3,39,1
39,3,39,2
39,3,39,5
39,3,39,6
39,4,39,1
39,4,39,2
39,4,39,5
39,4,39,8
39,5,39,2
39,5,39,3
39,5,39,4
39,5,39,6
39,5,39,7
39,5,39,8
39,6,39,3
39,6,39,5
39,6,39,7
39,7,39,5
39,7,39,6
39,7,39,8
39,8,39,4
39,8,39,5
39,8,39,7
40,1,40,2
40,1,40,3
40,1,40,4
40,2,40,1
40,2,40,3
40,2,40,4
40,2,40,5
40,3,40,1
40,3,40,2
40,3,40,5
40,3,40,6
40,4,40,1
40,4,40,2
40,4,40,5
40,4,40,7
40,5,40,2
40,5,40,3
40,5,40,4
40,5,40,6
40,5,40,7
40,5,40,8
40,6,40,3
40,6,40,5
40,6,40,8
40,7,40,4
40,7,40,5
40,7,40,8
40,8,40,5
40,8,40,6
40,8,40,7
41,1,41,2
41,1,41,3
41,1,41,4
41,2,41,1
41,2,41,3
41,2,41,4
41,2,41,5
41,3,41,1
41,3,41,2
41,3,41,5
41,3,41,6
41,4,41,1
41,4,41,2
41,4,41,5
41,4,41,7
41,5,41,2
41,5,41,3
41,5,41,4
41,5,41,6
41,5,41,7
41,5,41,8
41,6,41,3
41,6,41,5
41,6,41,8
41,7,41,4
41,7,41,5
41,7,41,8
41,8,41,5
41,8,41,6
41,8,41,7
42,1,42,2
42,1,42,3
42,1,42,4
42,2,42,1
42,2,42,3
42,2,42,4
42,2,42,5
42,3,42,1
42,3,42,2
42,3,42,5
42,3,42,6
42,4,42,1
42,4,42,2
42,4,42,5
42,4,42,7
42,5,42,2
42,5,42,3
42,5,42,4
42,5,42,6
42,5,42,7
42,5,42,8
42,6,42,3
42,6,42,5
42,6,42,8
42,7,42,4
42,7,42,5
42,7,42,8
42,8,42,5
42,8,42,6
42,8,42,7
43,1,43,2
43,1,43,3
43,1,43,4
43,2,43,1
43,2,43,3
43,2,43,4
43,2,43,5
43,3,43,1
43,3,43,2
43,3,43,5
43,3,43,7
43,4,43,1
43,4,43,2
43,4,43,5
43,4,43,6
43,5,43,2
43,5,43,3
43,5,43,4
43,5,43,6
43,5,43,7
43,5,43,8
43,6,43,4
43,6,43,5
43,6,43,8
43,7,43,3
43,7,43,5
43,7,43,8
43,8,43,5
43,8,43,6
43,8,43,7
44,1,44,2
44,1,44,3
44,1,44,4
44,2,44,1
44,2,44,3
44,2,44,4
44,2,44,5
44,3,44,1
44,3,44,2
44,3,44,5
44,3,44,7
44,4,44,1
44,4,44,2
44,4,44,5
44,4,44,6
44,5,44,2
44,5,44,3
44,5,44,4
44,5,44,6
44,5,44,7
44,5,44,8
44,6,44,4
44,6,44,5
44,6,44,8
44,7,44,3
44,7,44,5
44,7,44,8
44,8,44,5
44,8,44,6
44,8,44,7
45,1,45,2
45,1,45,3
45,1,45,4
45,1,45,6
45,2,45,1
45,2,45,3
45,2,45,4
45,2,45,5
45,3,45,1
45,3,45,2
45,3,45,5
45,3,45,7
45,4,45,1
45,4,45,2
45,4,45,5
45,4,45,6
45,5,45,2
45,5,45,3
45,5,45,4
45,5,45,6
45,5,45,7
45,5,45,8
45,6,45,1
45,6,45,4
45,6,45,5
45,6,45,8
45,7,45,3
45,7,45,5
45,7,45,8
45,8,45,5
45,8,45,6
45,8,45,7
46,1,46,2
46,1,46,3
46,1,46,4
46,1,46,6
46,2,46,1
46,2,46,3
46,2,46,4
46,2,46,5
46,3,46,1
46,3,46,2
46,3,46,5
46,3,46,7
46,4,46,1
46,4,46,2
46,4,46,5
46,4,46,6
46,5,46,2
46,5,46,3
46,5,46,4
46,5,46,6
46,5,46,7
46,5,46,8
46,6,46,1
46,6,46,4
46,6,46,5
46,6,46,8
46,7,46,3
46,7,46,5
46,7,46,8
46,8,46,5
46,8,46,6
46,8,46,7
47,1,47,2
47,1,47,3
47,1,47,4
47,1,47,6
47,2,47,1
47,2,47,3
47,2,47,4
47,2,47,5
47,3,47,1
47,3,47,2
47,3,47,5
47,3,47,7
47,4,47,1
47,4,47,2
47,4,47,5
47,4,47,6
47,5,47,2
47,5,47,3
47,5,47,4
47,5,47,6
47,5,47,7
47,5,47,8
47,6,47,1
47,6,47,4
47,6,47,5
47,6,47,8
47,7,47,3
47,7,47,5
47,7,47,8
47,8,47,5
47,8,47,6
47,8,47,7
48,1,48,2
48,1,48,3
48,1,48,4
48,1,48,5
48,2,48,1
48,2,48,4
48,2,48,5
48,3,48,1
48,3,48,5
48,3,48,7
48,4,48,1
48,4,48,2
48,4,48,5
48,4,48,6
48,5,48,1
48,5,48,2
48,5,48,3
48,5,48,4
48,5,48,6
48,5,48,7
48,5,48,8
48,6,48,4
48,6,48,5
48,6,48,8
48,7,48,3
48,7,48,5
48,7,48,8
48,8,48,5
48,8,48,6
48,8,48,7
49,1,49,2
49,1,49,3
49,1,49,5
49,2,49,1
49,2,49,3
49,2,49,4
49,2,49,6
49,3,49,1
49,3,49,2
49,3,49,5
49,3,49,6
49,4,49,2
49,4,49,6
49,4,49,8
49,4,49,9
49,5,49,1
49,5,49,3
49,5,49,6
49,5,49,7
49,6,49,2
49,6,49,3
49,6,49,4
49,6,49,5
49,6,49,7
49,6,49,8
49,6,49,10
49,7,49,5
49,7,49,6
49,7,49,10
49,8,49,4
49,8,49,6
49,8,49,9
49,8,49,10
49,9,49,4
49,9,49,8
49,10,49,6
49,10,49,7
49,10,49,8
50,1,50,2
50,1,50,3
50,1,50,7
50,2,50,1
50,2,50,3
50,2,50,4
50,2,50,5
50,3,50,1
50,3,50,2
50,3,50,5
50,3,50,6
50,3,50,7
50,4,50,2
50,4,50,5
50,4,50,8
50,4,50,10
50,5,50,2
50,5,50,3
50,5,50,4
50,5,50,6
50,5,50,7
50,5,50,8
50,5,50,9
50,5,50,11
50,6,50,3
50,6,50,5
50,6,50,7
50,7,50,1
50,7,50,3
50,7,50,5
50,7,50,6
50,7,50,9
50,8,50,4
50,8,50,5
50,8,50,10
50,8,50,11
50,9,50,5
50,9,50,7
50,9,50,11
50,10,50,4
50,10,50,8
50,10,50,11
50,11,50,5
50,11,50,8
50,11,50,9
50,11,50,10
51,1,51,2
51,1,51,3
51,2,51,1
51,2,51,3
51,2,51,4
51,2,51,5
51,3,51,1
51,3,51,2
51,3,51,5
51,3,51,6
51,3,51,7
51,4,51,2
51,4,51,5
51,4,51,8
51,4,51,10
51,5,51,2
51,5,51,3
51,5,51,4
51,5,51,6
51,5,51,7
51,5,51,8
51,5,51,9
51,5,51,11
51,6,51,3
51,6,51,5
51,6,51,7
51,7,51,3
51,7,51,5
51,7,51,6
51,7,51,9
51,8,51,4
51,8,51,5
51,8,51,10
51,8,51,11
51,9,51,5
51,9,51,7
51,9,51,11
51,10,51,4
51,10,51,8
51,10,51,11
51,11,51,5
51,11,51,8
51,11,51,9
51,11,51,10
52,1,52,2
52,1,52,3
52,1,52,5
52,2,52,1
52,2,52,4
52,2,52,5
52,2,52,6
52,3,52,1
52,3,52,5
52,3,52,7
52,3,52,8
52,3,52,9
52,4,52,2
52,4,52,6
52,4,52,10
52,4,52,12
52,5,52,1
52,5,52,2
52,5,52,3
52,5,52,6
52,5,52,8
52,6,52,2
52,6,52,4
52,6,52,5
52,6,52,8
52,6,52,9
52,6,52,10
52,6,52,13
52,6,52,14
52,7,52,3
52,7,52,8
52,7,52,9
52,8,52,3
52,8,52,5
52,8,52,6
52,8,52,7
52,8,52,9
52,9,52,3
52,9,52,6
52,9,52,7
52,9,52,8
52,9,52,11
52,9,52,13
52,10,52,4
52,10,52,6
52,10,52,12
52,10,52,14
52,11,52,9
52,11,52,13
52,11,52,14
52,12,52,4
52,12,52,10
52,12,52,14
52,13,52,6
52,13,52,9
52,13,52,11
52,13,52,14
52,14,52,6
52,14,52,10
52,14,52,11
52,14,52,12
52,14,52,13
53,1,53,2
53,1,53,4
53,1,53,5
53,2,53,1
53,2,53,3
53,2,53,5
53,2,53,6
53,3,53,2
53,3,53,6
53,3,53,10
53,3,53,12
53,4,53,1
53,4,53,5
53,4,53,7
53,4,53,8
53,4,53,9
53,5,53,1
53,5,53,2
53,5,53,4
53,5,53,6
53,5,53,8
53,6,53,2
53,6,53,3
53,6,53,5
53,6,53,8
53,6,53,9
53,6,53,10
53,6,53,13
53,6,53,14
53,7,53,4
53,7,53,8
53,7,53,9
53,8,53,4
53,8,53,5
53,8,53,6
53,8,53,7
53,8,53,9
53,9,53,4
53,9,53,6
53,9,53,7
53,9,53,8
53,9,53,11
53,9,53,13
53,10,53,3
53,10,53,6
53,10,53,12
53,10,53,14
53,11,53,9
53,11,53,13
53,11,53,14
53,12,53,3
53,12,53,10
53,12,53,14
53,13,53,6
53,13,53,9
53,13,53,11
53,13,53,14
53,14,53,6
53,14,53,10
53,14,53,11
53,14,53,12
53,14,53,13
54,1,54,2
54,1,54,4
54,1,54,6
54,2,54,1
54,2,54,3
54,2,54,5
54,2,54,6
54,3,54,2
54,3,54,5
54,3,54,11
54,3,54,12
54,4,54,1
54,4,54,6
54,4,54,7
54,4,54,8
54,4,54,9
54,5,54,2
54,5,54,3
54,5,54,6
54,5,54,8
54,5,54,9
54,5,54,11
54,5,54,13
54,5,54,14
54,6,54,1
54,6,54,2
54,6,54,4
54,6,54,5
54,6,54,9
54,7,54,4
54,7,54,8
54,7,54,9
54,8,54,4
54,8,54,5
54,8,54,7
54,8,54,9
54,8,54,10
54,8,54,13
54,9,54,4
54,9,54,5
54,9,54,6
54,9,54,7
54,9,54,8
54,10,54,8
54,10,54,13
54,10,54,14
54,11,54,3
54,11,54,5
54,11,54,12
54,11,54,14
54,12,54,3
54,12,54,11
54,12,54,14
54,13,54,5
54,13,54,8
54,13,54,10
54,13,54,14
54,14,54,5
54,14,54,10
54,14,54,11
54,14,54,12
54,14,54,13
55,1,55,2
55,1,55,4
55,1,55,6
55,2,55,1
55,2,55,3
55,2,55,5
55,2,55,6
55,3,55,2
55,3,55,5
55,3,55,12
55,3,55,14
55,4,55,1
55,4,55,6
55,4,55,7
55,4,55,8
55,4,55,9
55,5,55,2
55,5,55,3
55,5,55,6
55,5,55,9
55,5,55,13
55,5,55,14
55,6,55,1
55,6,55,2
55,6,55,4
55,6,55,5
55,6,55,9
55,7,55,4
55,7,55,8
55,7,55,9
55,7,55,11
55,8,55,4
55,8,55,7
55,8,55,10
55,8,55,11
55,9,55,4
55,9,55,5
55,9,55,6
55,9,55,7
55,9,55,11
55,9,55,13
55,10,55,8
55,10,55,11
55,10,55,15
55,10,55,16
55,11,55,7
55,11,55,8
55,11,55,9
55,11,55,10
55,11,55,13
55,11,55,15
55,12,55,3
55,12,55,14
55,12,55,16
55,13,55,5
55,13,55,9
55,13,55,11
55,13,55,14
55,13,55,15
55,13,55,16
55,14,55,3
55,14,55,5
55,14,55,12
55,14,55,13
55,14,55,16
55,15,55,10
55,15,55,11
55,15,55,13
55,15,55,16
55,16,55,10
55,16,55,12
55,16,55,13
55,16,55,14
55,16,55,15
56,1,56,2
56,1,56,3
56,1,56,5
56,2,56,1
56,2,56,4
56,2,56,5
56,2,56,6
56,3,56,1
56,3,56,5
56,3,56,7
56,3,56,8
56,3,56,9
56,4,56,2
56,4,56,6
56,4,56,12
56,4,56,13
56,4,56,14
56,5,56,1
56,5,56,2
56,5,56,3
56,5,56,6
56,5,56,9
56,6,56,2
56,6,56,4
56,6,56,5
56,6,56,9
56,6,56,11
56,6,56,13
56,7,56,3
56,7,56,8
56,7,56,9
56,7,56,11
56,8,56,3
56,8,56,7
56,8,56,10
56,8,56,11
56,8,56,15
56,9,56,3
56,9,56,5
56,9,56,6
56,9,56,7
56,9,56,11
56,10,56,8
56,10,56,15
56,10,56,16
56,11,56,6
56,11,56,7
56,11,56,8
56,11,56,9
56,11,56,13
56,11,56,15
56,12,56,4
56,12,56,14
56,13,56,4
56,13,56,6
56,13,56,11
56,13,56,14
56,13,56,15
56,13,56,16
56,14,56,4
56,14,56,12
56,14,56,13
56,14,56,16
56,15,56,8
56,15,56,10
56,15,56,11
56,15,56,13
56,15,56,16
56,16,56,10
56,16,56,13
56,16,56,14
56,16,56,15
57,1,57,2
57,1,57,3
57,1,57,6
57,2,57,1
57,2,57,4
57,2,57,5
57,2,57,6
57,3,57,1
57,3,57,6
57,3,57,7
57,3,57,8
57,3,57,9
57,4,57,2
57,4,57,5
57,4,57,11
57,4,57,13
57,4,57,14
57,5,57,2
57,5,57,4
57,5,57,6
57,5,57,9
57,5,57,12
57,5,57,13
57,6,57,1
57,6,57,2
57,6,57,3
57,6,57,5
57,6,57,9
57,7,57,3
57,7,57,8
57,7,57,9
57,7,57,12
57,8,57,3
57,8,57,7
57,8,57,10
57,8,57,12
57,8,57,15
57,9,57,3
57,9,57,5
57,9,57,6
57,9,57,7
57,9,57,12
57,10,57,8
57,10,57,15
57,10,57,16
57,11,57,4
57,11,57,14
57,12,57,5
57,12,57,7
57,12,57,8
57,12,57,9
57,12,57,13
57,12,57,15
57,13,57,4
57,13,57,5
57,13,57,12
57,13,57,14
57,13,57,15
57,13,57,16
57,14,57,4
57,14,57,11
57,14,57,13
57,14,57,16
57,15,57,8
57,15,57,10
57,15,57,12
57,15,57,13
57,15,57,16
57,16,57,10
57,16,57,13
57,16,57,14
57,16,57,15
58,1,58,2
58,1,58,3
58,1,58,6
58,1,58,8
58,1,58,9
58,2,58,1
58,2,58,4
58,2,58,5
58,2,58,6
58,3,58,1
58,3,58,6
58,3,58,7
58,3,58,8
58,3,58,10
58,4,58,2
58,4,58,5
58,4,58,11
58,4,58,13
58,4,58,14
58,5,58,2
58,5,58,4
58,5,58,6
58,5,58,10
58,5,58,12
58,5,58,13
58,6,58,1
58,6,58,2
58,6,58,3
58,6,58,5
58,6,58,10
58,7,58,3
58,7,58,8
58,7,58,10
58,7,58,12
58,8,58,1
58,8,58,3
58,8,58,7
58,8,58,9
58,8,58,12
58,8,58,15
58,9,58,1
58,9,58,8
58,9,58,15
58,9,58,16
58,10,58,3
58,10,58,5
58,10,58,6
58,10,58,7
58,10,58,12
58,11,58,4
58,11,58,14
58,12,58,5
58,12,58,7
58,12,58,8
58,12,58,10
58,12,58,13
58,12,58,15
58,13,58,4
58,13,58,5
58,13,58,12
58,13,58,14
58,13,58,15
58,13,58,16
58,14,58,4
58,14,58,11
58,14,58,13
58,14,58,16
58,15,58,8
58,15,58,9
58,15,58,12
58,15,58,13
58,15,58,16
58,16,58,9
58,16,58,13
58,16,58,14
58,16,58,15
59,1,59,2
59,1,59,4
59,1,59,6
59,1,59,9
59,2,59,1
59,2,59,3
59,2,59,5
59,2,59,6
59,3,59,2
59,3,59,5
59,3,59,11
59,3,59,13
59,3,59,14
59,4,59,1
59,4,59,6
59,4,59,7
59,4,59,8
59,4,59,9
59,4,59,10
59,5,59,2
59,5,59,3
59,5,59,6
59,5,59,10
59,5,59,12
59,5,59,13
59,6,59,1
59,6,59,2
59,6,59,4
59,6,59,5
59,6,59,10
59,7,59,4
59,7,59,8
59,7,59,10
59,7,59,12
59,8,59,4
59,8,59,7
59,8,59,9
59,8,59,12
59,8,59,15
59,9,59,1
59,9,59,4
59,9,59,8
59,9,59,15
59,9,59,16
59,10,59,4
59,10,59,5
59,10,59,6
59,10,59,7
59,10,59,12
59,11,59,3
59,11,59,14
59,12,59,5
59,12,59,7
59,12,59,8
59,12,59,10
59,12,59,13
59,12,59,15
59,13,59,3
59,13,59,5
59,13,59,12
59,13,59,14
59,13,59,15
59,13,59,16
59,14,59,3
59,14,59,11
59,14,59,13
59,14,59,16
59,15,59,8
59,15,59,9
59,15,59,12
59,15,59,13
59,15,59,16
59,16,59,9
59,16,59,13
59,16,59,14
59,16,59,15
60,1,60,2
60,1,60,4
60,1,60,6
60,1,60,7
60,1,60,9
60,2,60,1
60,2,60,3
60,2,60,5
60,2,60,6
60,3,60,2
60,3,60,5
60,3,60,11
60,3,60,13
60,3,60,14
60,4,60,1
60,4,60,6
60,4,60,7
60,4,60,8
60,4,60,10
60,5,60,2
60,5,60,3
60,5,60,6
60,5,60,10
60,5,60,12
60,5,60,13
60,6,60,1
60,6,60,2
60,6,60,4
60,6,60,5
60,6,60,10
60,7,60,1
60,7,60,4
60,7,60,8
60,7,60,9
60,7,60,12
60,7,60,15
60,8,60,4
60,8,60,7
60,8,60,10
60,8,60,12
60,9,60,1
60,9,60,7
60,9,60,15
60,9,60,16
60,10,60,4
60,10,60,5
60,10,60,6
60,10,60,8
60,10,60,12
60,11,60,3
60,11,60,14
60,12,60,5
60,12,60,7
60,12,60,8
60,12,60,10
60,12,60,13
60,12,60,15
60,13,60,3
60,13,60,5
60,13,60,12
60,13,60,14
60,13,60,15
60,13,60,16
60,14,60,3
60,14,60,11
60,14,60,13
60,14,60,16
60,15,60,7
60,15,60,9
60,15,60,12
60,15,60,13
60,15,60,16
60,16,60,9
60,16,60,13
60,16,60,14
60,16,60,15
61,1,61,2
61,1,61,4
61,1,61,6
61,1,61,7
61,1,61,9
61,2,61,1
61,2,61,3
61,2,61,5
61,2,61,6
61,3,61,2
61,3,61,5
61,3,61,11
61,3,61,13
61,3,61,14
61,4,61,1
61,4,61,6
61,4,61,7
61,4,61,8
61,4,61,10
61,5,61,2
61,5,61,3
61,5,61,6
61,5,61,10
61,5,61,12
61,5,61,13
61,6,61,1
61,6,61,2
61,6,61,4
61,6,61,5
61,6,61,10
61,7,61,1
61,7,61,4
61,7,61,8
61,7,61,9
61,7,61,12
61,7,61,15
61,8,61,4
61,8,61,7
61,8,61,10
61,8,61,12
61,9,61,1
61,9,61,7
61,9,61,15
61,9,61,17
61,10,61,4
61,10,61,5
61,10,61,6
61,10,61,8
61,10,61,12
61,11,61,3
61,11,61,14
61,11,61,16
61,12,61,5
61,12,61,7
61,12,61,8
61,12,61,10
61,12,61,13
61,12,61,15
61,13,61,3
61,13,61,5
61,13,61,12
61,13,61,14
61,13,61,15
61,13,61,17
61,14,61,3
61,14,61,11
61,14,61,13
61,14,61,16
61,14,61,17
61,15,61,7
61,15,61,9
61,15,61,12
61,15,61,13
61,15,61,17
61,16,61,11
61,16,61,14
61,17,61,9
61,17,61,13
61,17,61,14
61,17,61,15
62,1,62,2
62,1,62,4
62,1,62,6
62,1,62,7
62,1,62,9
62,2,62,1
62,2,62,3
62,2,62,5
62,2,62,6
62,3,62,2
62,3,62,5
62,3,62,11
62,3,62,13
62,3,62,14
62,4,62,1
62,4,62,6
62,4,62,7
62,4,62,8
62,4,62,10
62,5,62,2
62,5,62,3
62,5,62,6
62,5,62,10
62,5,62,12
62,5,62,13
62,6,62,1
62,6,62,2
62,6,62,4
62,6,62,5
62,6,62,10
62,7,62,1
62,7,62,4
62,7,62,8
62,7,62,9
62,7,62,12
62,7,62,15
62,8,62,4
62,8,62,7
62,8,62,10
62,8,62,12
62,9,62,1
62,9,62,7
62,9,62,15
62,9,62,17
62,10,62,4
62,10,62,5
62,10,62,6
62,10,62,8
62,10,62,12
62,11,62,3
62,11,62,14
62,11,62,16
62,12,62,5
62,12,62,7
62,12,62,8
62,12,62,10
62,12,62,13
62,12,62,15
62,13,62,3
62,13,62,5
62,13,62,12
62,13,62,14
62,13,62,15
62,13,62,17
62,14,62,3
62,14,62,11
62,14,62,13
62,14,62,16
62,14,62,17
62,15,62,7
62,15,62,9
62,15,62,12
62,15,62,13
62,15,62,17
62,16,62,11
62,16,62,14
62,17,62,9
62,17,62,13
62,17,62,14
62,17,62,15
63,1,63,2
63,1,63,4
63,1,63,5
63,1,63,7
63,1,63,8
63,1,63,10
63,2,63,1
63,2,63,3
63,2,63,4
63,2,63,6
63,2,63,7
63,3,63,2
63,3,63,6
63,3,63,12
63,3,63,13
63,4,63,1
63,4,63,2
63,4,63,7
63,5,63,1
63,5,63,7
63,5,63,8
63,5,63,9
63,5,63,11
63,6,63,2
63,6,63,3
63,6,63,7
63,6,63,11
63,6,63,12
63,6,63,14
63,6,63,15
63,7,63,1
63,7,63,2
63,7,63,4
63,7,63,5
63,7,63,6
63,7,63,11
63,8,63,1
63,8,63,5
63,8,63,9
63,8,63,10
63,8,63,14
63,8,63,17
63,9,63,5
63,9,63,8
63,9,63,11
63,9,63,14
63,10,63,1
63,10,63,8
63,10,63,17
63,10,63,19
63,11,63,5
63,11,63,6
63,11,63,7
63,11,63,9
63,11,63,14
63,12,63,3
63,12,63,6
63,12,63,13
63,12,63,15
63,12,63,16
63,13,63,3
63,13,63,12
63,13,63,16
63,13,63,18
63,14,63,6
63,14,63,8
63,14,63,9
63,14,63,11
63,14,63,15
63,14,63,17
63,15,63,6
63,15,63,12
63,15,63,14
63,15,63,16
63,15,63,17
63,15,63,19
63,16,63,12
63,16,63,13
63,16,63,15
63,16,63,18
63,16,63,19
63,17,63,8
63,17,63,10
63,17,63,14
63,17,63,15
63,17,63,19
63,18,63,13
63,18,63,16
63,19,63,10
63,19,63,15
63,19,63,16
63,19,63,17
64,1,64,2
64,1,64,4
64,1,64,5
64,1,64,7
64,1,64,8
64,1,64,10
64,2,64,1
64,2,64,3
64,2,64,5
64,2,64,6
64,2,64,7
64,3,64,2
64,3,64,6
64,3,64,12
64,3,64,13
64,4,64,1
64,4,64,7
64,4,64,8
64,4,64,9
64,4,64,11
64,5,64,1
64,5,64,2
64,5,64,7
64,6,64,2
64,6,64,3
64,6,64,7
64,6,64,11
64,6,64,12
64,6,64,14
64,6,64,15
64,7,64,1
64,7,64,2
64,7,64,4
64,7,64,5
64,7,64,6
64,7,64,11
64,8,64,1
64,8,64,4
64,8,64,9
64,8,64,10
64,8,64,14
64,8,64,17
64,9,64,4
64,9,64,8
64,9,64,11
64,9,64,14
64,10,64,1
64,10,64,8
64,10,64,17
64,10,64,19
64,11,64,4
64,11,64,6
64,11,64,7
64,11,64,9
64,11,64,14
64,12,64,3
64,12,64,6
64,12,64,13
64,12,64,15
64,12,64,16
64,13,64,3
64,13,64,12
64,13,64,16
64,13,64,18
64,14,64,6
64,14,64,8
64,14,64,9
64,14,64,11
64,14,64,15
64,14,64,17
64,15,64,6
64,15,64,12
64,15,64,14
64,15,64,16
64,15,64,17
64,15,64,19
64,16,64,12
64,16,64,13
64,16,64,15
64,16,64,18
64,16,64,19
64,17,64,8
64,17,64,10
64,17,64,14
64,17,64,15
64,17,64,19
64,18,64,13
64,18,64,16
64,19,64,10
64,19,64,15
64,19,64,16
64,19,64,17
65,1,65,2
65,1,65,4
65,1,65,5
65,1,65,7
65,1,65,8
65,1,65,10
65,2,65,1
65,2,65,3
65,2,65,5
65,2,65,6
65,2,65,7
65,3,65,2
65,3,65,6
65,3,65,12
65,3,65,13
65,4,65,1
65,4,65,7
65,4,65,8
65,4,65,9
65,4,65,11
65,5,65,1
65,5,65,2
65,5,65,7
65,6,65,2
65,6,65,3
65,6,65,7
65,6,65,11
65,6,65,12
65,6,65,14
65,6,65,15
65,7,65,1
65,7,65,2
65,7,65,4
65,7,65,5
65,7,65,6
65,7,65,11
65,8,65,1
65,8,65,4
65,8,65,9
65,8,65,10
65,8,65,14
65,8,65,16
65,9,65,4
65,9,65,8
65,9,65,11
