TimeStep,NumberOfCells
1,1006
2,1006
3,1004
4,984
5,981
6,975
7,1016
8,1014
9,1019
10,1031
11,1014
12,1007
13,1007
14,1001
15,996
16,1000
17,1015
18,1017
19,995
20,1012
21,1016
22,943
23,1000
24,1013
25,985
26,1002
27,1019
28,1023
29,1035
30,1016
31,1020
32,1009
33,998
34,1007
35,1001
