TimeStep,NumberOfCells
1,188
2,201
3,207
4,220
5,227
6,238
7,249
8,251
9,265
10,281
11,288
12,284
13,278
14,191
15,414
16,428
17,457
18,472
19,497
20,529
21,572
22,607
23,665
24,693
25,743
26,812
27,850
28,891
29,932
30,1004
31,1097
32,1175
33,1234
34,1271
35,1339
36,1378
