TimeStep,NumberOfCells
1,206
2,209
3,227
4,233
5,240
6,247
7,254
8,262
9,285
10,267
11,295
12,321
13,333
14,397
15,420
16,437
17,467
18,486
19,493
20,526
21,556
22,565
23,606
