TimeStep,NumberOfCells
1,42
2,41
3,45
4,50
5,54
6,49
7,55
8,57
9,61
10,61
11,64
12,71
13,71
14,69
15,79
16,83
17,90
18,95
19,97
20,101
21,109
22,115
23,123
24,130
25,136
26,142
27,156
28,166
29,179
30,188
31,196
32,211
33,222
34,228
35,244
36,265
37,272
38,289
39,303
40,319
