Module,Module Number,Relationship,First Object Name,First Image Number,First Object Number,Second Object Name,Second Image Number,Second Object Number
MeasureObjectNeighbors,11,Neighbors,IdentifySecondaryObjects,1,1,IdentifySecondaryObjects,1,2
MeasureObjectNeighbors,11,Neighbors,IdentifySecondaryObjects,1,2,IdentifySecondaryObjects,1,1
MeasureObjectNeighbors,11,Neighbors,IdentifySecondaryObjects,1,4,IdentifySecondaryObjects,1,5
MeasureObjectNeighbors,11,Neighbors,IdentifySecondaryObjects,1,5,IdentifySecondaryObjects,1,4
MeasureObjectNeighbors,11,Neighbors,IdentifySecondaryObjects,2,1,IdentifySecondaryObjects,2,2
MeasureObjectNeighbors,11,Neighbors,IdentifySecondaryObjects,2,2,IdentifySecondaryObjects,2,1
MeasureObjectNeighbors,11,Neighbors,IdentifySecondaryObjects,2,4,IdentifySecondaryObjects,2,5
MeasureObjectNeighbors,11,Neighbors,IdentifySecondaryObjects,2,5,IdentifySecondaryObjects,2,4
MeasureObjectNeighbors,11,Neighbors,IdentifySecondaryObjects,3,1,IdentifySecondaryObjects,3,2
MeasureObjectNeighbors,11,Neighbors,IdentifySecondaryObjects,3,2,IdentifySecondaryObjects,3,1
MeasureObjectNeighbors,11,Neighbors,IdentifySecondaryObjects,3,4,IdentifySecondaryObjects,3,5
MeasureObjectNeighbors,11,Neighbors,IdentifySecondaryObjects,3,5,IdentifySecondaryObjects,3,4
MeasureObjectNeighbors,11,Neighbors,IdentifySecondaryObjects,4,1,IdentifySecondaryObjects,4,2
MeasureObjectNeighbors,11,Neighbors,IdentifySecondaryObjects,4,2,IdentifySecondaryObjects,4,1
MeasureObjectNeighbors,11,Neighbors,IdentifySecondaryObjects,5,1,IdentifySecondaryObjects,5,2
MeasureObjectNeighbors,11,Neighbors,IdentifySecondaryObjects,5,2,IdentifySecondaryObjects,5,1
MeasureObjectNeighbors,11,Neighbors,IdentifySecondaryObjects,5,4,IdentifySecondaryObjects,5,5
MeasureObjectNeighbors,11,Neighbors,IdentifySecondaryObjects,5,5,IdentifySecondaryObjects,5,4
MeasureObjectNeighbors,11,Neighbors,IdentifySecondaryObjects,6,1,IdentifySecondaryObjects,6,2
MeasureObjectNeighbors,11,Neighbors,IdentifySecondaryObjects,6,2,IdentifySecondaryObjects,6,1
MeasureObjectNeighbors,11,Neighbors,IdentifySecondaryObjects,7,1,IdentifySecondaryObjects,7,2
MeasureObjectNeighbors,11,Neighbors,IdentifySecondaryObjects,7,2,IdentifySecondaryObjects,7,1
MeasureObjectNeighbors,11,Neighbors,IdentifySecondaryObjects,7,4,IdentifySecondaryObjects,7,5
MeasureObjectNeighbors,11,Neighbors,IdentifySecondaryObjects,7,5,IdentifySecondaryObjects,7,4
MeasureObjectNeighbors,11,Neighbors,IdentifySecondaryObjects,8,1,IdentifySecondaryObjects,8,2
MeasureObjectNeighbors,11,Neighbors,IdentifySecondaryObjects,8,2,IdentifySecondaryObjects,8,1
MeasureObjectNeighbors,11,Neighbors,IdentifySecondaryObjects,8,4,IdentifySecondaryObjects,8,5
MeasureObjectNeighbors,11,Neighbors,IdentifySecondaryObjects,8,5,IdentifySecondaryObjects,8,4
MeasureObjectNeighbors,11,Neighbors,IdentifySecondaryObjects,9,1,IdentifySecondaryObjects,9,2
MeasureObjectNeighbors,11,Neighbors,IdentifySecondaryObjects,9,2,IdentifySecondaryObjects,9,1
