stepNum,ObjectNumber,Location_Center_X,Location_Center_Y,AreaShape_MajorAxisLength,TrackObjects_ParentImageNumber_50,TrackObjects_ParentObjectNumber_50,id,parent_id,noise_bac,unexpected_end,unexpected_beginning,changed
247,6,48.11449874,5.351214106,10.1969681,246,11,5386,0,FALSE,TRUE,FALSE,FALSE
247,8,21.83953846,2.267307692,4.192847482,246,8,3361,0,FALSE,TRUE,FALSE,FALSE
247,11,50.68061538,3.101538462,3.124677059,246,15,5634,5514,FALSE,TRUE,FALSE,FALSE
247,12,70.22217391,6.224347826,10.32163403,246,22,4458,0,FALSE,TRUE,FALSE,FALSE
247,18,69.10382022,4.632808989,4.929110558,246,34,863,0,FALSE,TRUE,FALSE,FALSE
247,19,34.1740274,3.546739726,4.60030717,246,14,5447,4285,FALSE,TRUE,FALSE,FALSE
247,23,63.98295652,3.412173913,1.537557745,246,17,5636,0,FALSE,TRUE,FALSE,FALSE
247,24,44.48228571,4.042285714,1.785288336,246,7,5228,0,FALSE,TRUE,FALSE,FALSE
247,28,10.4714702,5.891602649,6.048522346,246,51,5644,5323,FALSE,FALSE,FALSE,TRUE
247,30,72.46132364,6.232843636,5.214549544,246,29,3199,899,FALSE,TRUE,FALSE,FALSE
247,31,77.36502857,4.599771429,1.989274127,246,30,5516,0,FALSE,TRUE,FALSE,FALSE
247,40,53.712,6.825383459,3.216484716,246,32,5641,0,FALSE,TRUE,FALSE,FALSE
247,43,49.82618182,6.534545455,1.999755803,246,38,5583,0,FALSE,TRUE,FALSE,FALSE
247,46,51.45295928,8.537701357,6.086423924,246,52,5645,5581,FALSE,TRUE,FALSE,FALSE
247,48,57.94906329,7.841620253,3.914271099,246,58,5161,5099,FALSE,TRUE,FALSE,TRUE
247,51,56.15214545,7.810036364,2.330397154,246,45,5523,0,FALSE,TRUE,FALSE,FALSE
247,52,63.38652632,8.582526316,4.886851837,246,56,5387,0,FALSE,TRUE,FALSE,FALSE
247,54,41.11566102,8.037152542,2.434032139,246,36,5743,5642,FALSE,TRUE,FALSE,FALSE
247,57,25.66217143,9.170742857,4.300857995,246,57,5646,5388,FALSE,TRUE,FALSE,FALSE
247,69,60.68821622,10.47891892,3.464413661,246,79,4958,0,FALSE,FALSE,FALSE,TRUE
247,70,65.36391608,10.47272727,3.336586116,246,77,5237,0,FALSE,TRUE,FALSE,FALSE
247,73,15.34739241,12.39037975,6.481638171,246,78,5324,0,FALSE,TRUE,FALSE,FALSE
247,75,39.65204819,11.73860241,3.771542416,246,36,5745,5642,FALSE,TRUE,FALSE,FALSE
247,77,59.202,12.67971429,5.193495721,246,84,5592,0,FALSE,TRUE,FALSE,FALSE
247,80,22.76664407,11.41505085,4.232895952,246,82,5653,5388,FALSE,TRUE,FALSE,FALSE
247,81,71.10915254,11.51755932,2.649402943,246,88,5654,0,FALSE,TRUE,FALSE,FALSE
247,84,37.04368696,14.27415652,7.398969618,246,86,5534,0,FALSE,FALSE,FALSE,TRUE
247,92,37.4112,16.16502857,6.21519406,246,93,5656,5535,FALSE,TRUE,FALSE,FALSE
247,93,67.821,13.863,1.289206675,246,94,5328,0,FALSE,TRUE,FALSE,FALSE
247,95,18.88622819,15.04268456,3.978437528,246,97,5658,0,FALSE,TRUE,FALSE,FALSE
247,96,70.13412766,14.40306383,1.921468321,246,101,5466,0,FALSE,TRUE,FALSE,FALSE
247,97,20.20738065,15.13207742,3.913151101,246,98,5659,0,FALSE,TRUE,FALSE,FALSE
247,98,21.51284211,15.72442105,2.558959842,246,103,5398,2774,FALSE,TRUE,FALSE,FALSE
247,107,59.53969231,17.24061538,3.138870735,246,116,5662,5410,FALSE,TRUE,FALSE,FALSE
247,108,22.23983505,17.20874227,3.295555221,246,109,5544,0,FALSE,TRUE,FALSE,FALSE
247,111,8.818983051,18.08298305,5.02886138,246,112,5196,4526,FALSE,TRUE,FALSE,FALSE
247,121,57.69507692,18.98215385,3.823981386,246,121,5545,0,FALSE,TRUE,FALSE,FALSE
247,124,31.416,18.90048,2.900582408,246,114,5542,0,FALSE,TRUE,FALSE,FALSE
247,125,66.4316129,20.08393548,4.688654838,246,134,4027,3911,FALSE,TRUE,FALSE,FALSE
247,126,13.61748293,20.48312195,4.50906449,246,120,5195,0,FALSE,FALSE,FALSE,TRUE
247,134,68.89661538,20.45538462,2.703953395,246,145,5671,5547,FALSE,TRUE,FALSE,TRUE
247,139,37.74203077,23.81095385,6.587972046,246,154,5676,0,FALSE,TRUE,FALSE,FALSE
247,140,15.46930693,21.46027723,2.696646572,246,146,5549,0,FALSE,FALSE,FALSE,TRUE
247,141,34.16670968,21.77496774,3.426308102,246,135,5667,0,FALSE,TRUE,FALSE,FALSE
247,145,68.1857734,23.18825616,6.436262222,246,149,5143,0,FALSE,TRUE,FALSE,FALSE
247,146,61.84686911,22.53562304,4.140804558,246,153,4043,3908,FALSE,TRUE,FALSE,FALSE
247,150,63.26784,23.14048,4.855059722,246,157,727,439,FALSE,TRUE,FALSE,FALSE
247,159,62.31677698,25.26630216,2.756308121,246,171,1771,1463,FALSE,TRUE,FALSE,FALSE
247,163,31.79458065,28.32722581,8.541956562,246,177,5757,5553,FALSE,TRUE,FALSE,FALSE
247,165,74.43401942,25.90042718,2.050917387,246,172,4851,0,FALSE,TRUE,FALSE,FALSE
247,166,81.87412788,30.2996624,11.38002047,246,170,5552,0,FALSE,FALSE,FALSE,TRUE
247,172,71.784,26.88685714,1.801093169,246,179,5146,0,FALSE,TRUE,FALSE,FALSE
247,177,30.04076712,29.7330411,2.117369793,246,181,5680,0,FALSE,TRUE,FALSE,FALSE
