stepNum,ObjectNumber,Location_Center_X,Location_Center_Y,AreaShape_MajorAxisLength,TrackObjects_ParentImageNumber_50,TrackObjects_ParentObjectNumber_50,id,parent_id,noise_bac,unexpected_end,unexpected_beginning,changed
295,2,13.0336,1.464,1.989828184,294,13,24115,0,FALSE,TRUE,FALSE,FALSE
295,6,51.24538776,1.983673469,3.852946951,294,6,24362,23202,FALSE,TRUE,FALSE,FALSE
295,8,53.57514894,1.764765957,3.259399571,294,6,24363,23202,FALSE,TRUE,FALSE,FALSE
295,13,41.1534,3.8304,2.708411782,294,28,23887,0,FALSE,TRUE,FALSE,FALSE
295,22,39.34054054,6.121945946,3.218471129,294,11,23694,23205,FALSE,TRUE,FALSE,FALSE
295,26,53.56581818,5.762181818,2.374668474,294,42,24365,24123,FALSE,TRUE,FALSE,FALSE
295,30,46.85283871,8.151677419,5.971918472,294,29,24120,24006,FALSE,FALSE,FALSE,TRUE
295,32,33.91448276,6.691034483,1.928309237,294,33,24367,22972,FALSE,TRUE,FALSE,FALSE
295,41,32.72925,9.2535,4.731415266,294,33,24372,22972,FALSE,TRUE,FALSE,FALSE
295,48,59.09743353,9.813641618,3.970047939,294,63,22428,0,FALSE,TRUE,FALSE,FALSE
295,49,62.40569492,9.835118644,3.962990448,294,57,24374,24122,FALSE,TRUE,FALSE,FALSE
295,52,5.603538462,10.27246154,2.515201666,294,38,24375,23581,FALSE,TRUE,FALSE,FALSE
295,61,62.07980488,10.88604878,2.406166695,294,74,24225,0,FALSE,TRUE,FALSE,FALSE
295,63,41.94276923,11.41107692,2.200201898,294,71,24224,23693,FALSE,TRUE,FALSE,FALSE
295,65,57.52971429,11.244,2.167656822,294,67,24380,24223,FALSE,TRUE,FALSE,FALSE
295,66,74.6939562,11.17418978,3.260606316,294,70,24381,23802,FALSE,TRUE,FALSE,FALSE
295,68,47.20058182,12.97309091,4.400707916,294,85,23909,22952,FALSE,TRUE,FALSE,FALSE
295,69,14.25992727,12.11301818,1.964511223,294,53,24383,24129,FALSE,TRUE,FALSE,FALSE
295,70,5.9896,13.0296,3.753257937,294,38,24384,23581,FALSE,TRUE,FALSE,FALSE
295,71,29.64756164,13.24339726,4.995352986,294,72,24024,23332,FALSE,TRUE,FALSE,FALSE
295,72,69.27139921,13.23547826,4.861093113,294,84,12195,11946,FALSE,TRUE,FALSE,FALSE
295,76,50.34530233,13.54939535,3.323548274,294,75,24386,24135,FALSE,TRUE,FALSE,FALSE
295,79,17.05234682,15.0646474,6.437817104,294,87,15376,14782,FALSE,TRUE,FALSE,FALSE
295,92,41.55,15.669,1.506804268,294,73,24390,23900,FALSE,TRUE,FALSE,FALSE
295,94,58.67145763,16.30616949,2.211039124,294,68,24392,24136,FALSE,TRUE,FALSE,FALSE
295,103,73.85866667,17.21866667,2.594644954,294,113,24396,23806,FALSE,TRUE,FALSE,FALSE
295,118,60.22219355,19.43535484,2.108847853,294,121,23808,23312,FALSE,TRUE,FALSE,FALSE
295,129,57.22465574,20.91777049,2.739440437,294,103,23701,23599,FALSE,TRUE,FALSE,FALSE
295,130,26.75337313,22.91050746,6.269683496,294,166,22654,18566,FALSE,FALSE,FALSE,TRUE
295,136,25.81495082,22.70242623,2.859912447,294,135,23108,20725,FALSE,TRUE,FALSE,FALSE
295,139,19.66909091,23.574,5.957311844,294,153,11244,10109,FALSE,TRUE,FALSE,FALSE
295,141,24.38340373,23.57396273,3.15778168,294,161,22648,18566,FALSE,TRUE,FALSE,FALSE
295,149,26.87188235,24.93,3.708577181,294,129,23919,22744,FALSE,TRUE,FALSE,FALSE
295,151,49.66910924,25.56302521,3.126700262,294,178,24155,24047,FALSE,TRUE,FALSE,TRUE
295,158,46.99365517,26.89026207,3.717829987,294,184,23923,23821,FALSE,FALSE,FALSE,TRUE
