stepNum,ObjectNumber,AreaShape_Area,AreaShape_Center_X,AreaShape_Center_Y,length,AreaShape_MinorAxisLength,AreaShape_Orientation,Children_transconjugants_Count,Intensity_MeanIntensity_gfp_channel_14bit,Intensity_MeanIntensity_rfp_channel_14bit,Location_Center_X,Location_Center_Y,Location_Center_Z,Neighbors_AngleBetweenNeighbors_6,Number_Object_Number,label,TrackObjects_Lifetime_50,TrackObjects_ParentImageNumber_50,TrackObjects_ParentObjectNumber_50,divideFlag,daughters_index,unexpected_end,division_time,unexpected_beginning,parent_id,bacteria_movement,endpoint1_X,endpoint1_Y,endpoint2_X,endpoint2_Y,bacteria_slope,id,direction_of_motion,TrajectoryX,TrajectoryY,parent_index,daughter_mother_LengthChangeRatio,slope_bac_bac,prev_bacteria_slope,daughter_length_to_mother,max_daughter_len_to_mother,avg_daughters_TrajectoryX,avg_daughters_TrajectoryY,other_daughter_index,LifeHistory,prev_time_step_MajorAxisLength,LengthChangeRatio,prev_time_step_center_x,prev_time_step_center_y,prev_time_step_endpoint1_X,prev_time_step_endpoint1_Y,prev_time_step_endpoint2_X,prev_time_step_endpoint2_Y,bac_source_neighbors_TrajectoryX,bac_source_neighbors_TrajectoryY,MotionAlignmentAngle,age,AverageLengthChangeRatio,prev_time_step_index,difference_neighbors,common_neighbors,cellAge,growthRate,startVol,targetVol,pos,time,radius,dir,ends,strainRate,strainRate_rolling,cellType
295,411,85,72.3574588235294,64.7424,2.50593591726154,0.902728571500575,-1.64853416556477,0,0.0133568503400858,0.0006240042364772,72.3574588235294,64.7424,0,136.689909500585,411,11552,9,0,0,False,,True,0,False,0,0.232283924987565,72.4547637704584,65.9915839146652,72.2601538766004,63.4932160853348,12.8378253530764,23765,-1.63652588955506,-0.137699071207422,-2.09191578947367,,,3.18211731422685,7.45873345847983,,,,,,7,6.87943525529744,0.364264772363672,72.4951578947368,66.8343157894737,72.9522346544467,70.243529510215,72.038081135027,63.4251020687324,-0.0908001259685183,-0.255342712853514,0.0491139413510873,7,1.30790102553681,179203,1,3,7,0.025,2.0031066101685,2.50593591726154,"[72.35745882352941, 64.7424]",1475,0.451364285750288,"[-0.07765956524168921, -0.9969799355686512]","[[72.45476377045844, 65.99158391466524], [72.26015387660038, 63.49321608533476]]",-0.635735227636328,0.307901025536813,0
295,412,227,54.7434713656388,66.016704845815,5.07347040339198,1.21127669490424,-1.92879975285514,0,0.0385538350487136,0.0008518164115855,54.7434713656388,66.016704845815,0,120.879749420506,412,8051,69,0,0,False,,False,0,False,0,0.292634250844922,55.632355924904,68.3926067216978,53.8545868063736,63.6408029699321,2.67290262961356,21439,-1.11841679264074,0.146720273935699,-0.301897774272362,,,0.441767652573096,2.73702114420986,,,,,,111,5.15809114049039,0.983594563416271,54.5967510917031,66.3186026200873,55.4818102770236,68.7410283241867,53.7116919063826,63.896176915988,-0.0730171892584946,-0.473170022606232,0.499970017899362,27,1.00089133887395,179209,0,5,27,0,4.02688991012708,4.34674013811578,"[54.74347136563876, 66.01670484581497]",1475,0.60563834745212,"[-0.35040494517161647, -0.9365982993788087]","[[55.632355924903955, 68.3926067216978], [53.85458680637357, 63.640802969932146]]",-0.0164054365837288,0.0094185991794141,0
295,413,142,64.0931830985916,65.5615774647887,3.7347398122727,1.00827549790515,-1.65874116845088,0,0.0283615789507371,0.0007805741903647,64.0931830985916,65.5615774647887,0,148.49655009388,413,10300,25,0,0,True,,False,304,False,0,0.371363398657374,64.2571970363363,67.4217306290656,63.9291691608469,63.7014243005119,11.341433477272,21629,1.34903582700906,0.0816803958888528,0.362269356680628,,,5.59361435935827,-103.279660485388,,,,,,33,4.97186798397657,0.75117437235041,64.0115027027027,65.1993081081081,64.0355715025088,62.7134906358475,63.9874339028966,67.6851255803694,-0.128866246490321,-0.210774677676322,0.753588121669571,25,1.00583682609494,179192,1,3,25,0,4.7311401119351,4.98208030652248,"[64.09318309859155, 65.56157746478873]",1475,0.504137748952576,"[-0.08783152026051547, -0.9961353442423005]","[[64.25719703633625, 67.42173062906565], [63.92916916084686, 63.70142430051188]]",-0.24882562764959,-0.00611933417659838,0
295,414,110,66.1784727272727,64.9453090909091,2.90864687852787,1.01404770153516,-2.12479802473347,0,0.0350918666798282,0.0007185612127862,66.1784727272727,64.9453090909091,0,28.7421688611967,414,10815,19,0,0,True,,False,386,False,0,0.254575608449863,66.9435844068255,66.1821036509733,65.41336104772,63.7085145308449,1.61648892980847,23761,-1.37614176132177,0.0492419580419607,-0.249767832167819,,,1.71143939873921,1.51350839733028,,,,,,97,2.99220157460378,0.972075846498753,66.1292307692308,65.1950769230769,66.9539691387507,66.4433253709458,65.3044923997109,63.9468284752081,-0.19955573522945,-0.0574000181423031,0.136484831808972,7,1.01964011007656,179210,1,5,7,0.003,2.50028192488464,12.0926238924422,"[66.17847272727272, 64.94530909090909]",1475,0.507023850767582,"[-0.5260945804050353, -0.8504260652569686]","[[66.9435844068255, 66.18210365097332], [65.41336104771995, 63.70851453084487]]",-0.0279241535012474,0.0262071976890378,0
295,415,979,79.6989254341164,74.1211685393258,22.7769739216124,6.52289304299478,-1.12650239515772,0,0.0165445830518868,0.0007359243898944,79.6989254341164,74.1211685393258,0,142.062055292523,415,6998,146,0,0,False,,False,0,False,0,0.193193895183761,84.5939302319328,63.8383399748788,74.8039206363001,84.4039971037729,-2.10067793376511,16010,2.13621080474969,-0.103506688254512,0.163126474316272,,,1.65075456276286,-2.26672354398568,,,,,,87,23.541672552474,0.967517234420916,79.8024321223709,73.9580420650096,84.5535151134096,63.1886503897923,75.0513491313323,84.7274337402269,-0.0769929572703489,-0.171928978728817,0.974915083263158,78,1.02897440007654,179200,1,6,78,0.001,6.23478336176815,23.3744549628594,"[79.69892543411643, 74.12116853932584]",1475,3.26144652149739,"[0.4298204682204587, -0.9029143730713038]","[[84.59393023193275, 63.83833997487878], [74.80392063630012, 84.4039971037729]]",-0.0324827655790837,0.0320205619330696,0
295,416,126,41.5908571428571,65.7154285714286,3.54288613654527,0.98189102589881,-1.60100402366289,0,0.0284525056310471,0.0008826012028351,41.5908571428571,65.7154285714286,0,19.5406911958978,416,10319,179,0,0,True,,False,306,False,0,0.110726996809314,41.6443602202456,67.4860634758743,41.5373540654687,63.9447936669828,33.0940759087581,21648,-0.723635464551248,0.100370656370657,-0.0886795366795354,,,0.223335024851941,37.9999305008601,,,,,,35,3.82604718398095,0.925991229637411,41.4904864864865,65.8041081081081,41.5408118819259,67.7164696372353,41.440161091047,63.8917465789809,-0.0835165994908422,0.0330032878970314,0.0241976397353258,25,1.00242199069007,179207,0,3,25,-0.001,3.81323485809708,3.7315479096203,"[41.59085714285714, 65.71542857142856]",1475,0.490945512949405,"[-0.030203102965439706, -0.9995437822182973]","[[41.644360220245595, 67.48606347587427], [41.53735406546868, 63.94479366698285]]",-0.0740087703625886,-0.00272415424513168,0
295,417,227,53.598449339207,66.4290396475771,5.60440043141678,1.09908763234912,-1.73487755951162,0,0.031978070502075,0.0008289614889262,53.598449339207,66.4290396475771,0,176.223054160765,417,9770,33,0,0,True,,False,394,False,0,0.179316514727184,54.0561774596466,69.1936030880998,53.1407212187675,63.6644762070543,6.03975005483166,20899,-0.622327264490906,0.175740819027673,-0.126081428656093,,,0.484129564173541,5.73843886663557,,,,,,131,5.52344182693109,1.01465727476136,53.4227085201794,66.5551210762332,53.8968302964982,69.2758399049792,52.9485867438606,63.8344022474871,-0.0457561943017767,-0.402348105514805,0.292203838673262,33,1.01440978094564,179208,0,6,33,0,2.13217376320727,5.32345191486848,"[53.59844933920704, 66.42903964757708]",1475,0.549543816174562,"[-0.16334597288004155, -0.9865688486587607]","[[54.05617745964659, 69.19360308809983], [53.140721218767496, 63.664476207054335]]",0.0146572747613563,0.0596414400227945,0
295,418,86,68.3012093023256,65.2638139534884,3.19161877065385,0.737248685242437,-1.10032028528729,0,0.0136905365710168,0.000795598304289,68.3012093023256,65.2638139534884,0,168.02608428682,418,10271,25,0,0,False,,False,0,False,0,0.45195958515411,69.0246067041278,63.8413851175309,67.5778119005233,66.6862427894458,-1.96631731384938,22692,-1.01343962104637,0.259709302325575,-0.416686046511629,,,2.71162084463502,-1.75547026703659,,,,,,25,3.27233369224728,0.975334140957364,68.0415,65.6805,68.8513569841463,64.2588201437793,67.2316430158537,67.1021798562207,-0.0802906604982155,-1.02734863429653,0.586053684519407,16,1.03848740285401,179212,0,5,16,0.001,2.80628571113576,3.08995252302373,"[68.30120930232557, 65.26381395348837]",1475,0.368624342621219,"[0.45331065755955685, -0.8913525945118027]","[[69.02460670412783, 63.841385117530926], [67.57781190052332, 66.6862427894458]]",-0.0246658590426357,0.0306529801000078,0
295,419,156,28.1233846153846,65.8301538461538,4.39299455981319,0.96416518990683,-0.900662098490326,0,0.0389672386316725,0.0008967609789509,28.1233846153846,65.8301538461538,0,73.8682152325464,419,10345,25,0,0,True,,False,299,False,0,0.241862525360539,29.4876097302745,64.1086747912302,26.7591595004947,67.5516329010775,-1.26187315871439,23871,-1.67797343726364,-0.0258725274725329,-0.240474725274737,,,2.92746619918134,-1.40358524857121,,,,,,9,5.31263284894527,0.826895944952292,28.1492571428571,66.0706285714286,29.6905948886518,63.9072296483652,26.6079193970625,68.2340274944919,-0.0379178715007342,-0.429621165381919,0.160038310546075,6,1.01246132833603,179204,1,5,6,0.002,4.37093177967782,4.36591951848706,"[28.123384615384612, 65.83015384615383]",1475,0.482082594953415,"[0.6210911924953149, -0.7837383049237467]","[[29.487609730274514, 64.10867479123021], [26.75915950049471, 67.55163290107745]]",-0.173104055047708,0.00578137697918505,0
295,420,121,29.5461818181818,65.4902479338843,3.31502917862018,0.979565327468717,-0.96791838549797,0,0.0164060971337901,0.0009160457440644,29.5461818181818,65.4902479338843,0,172.951964274042,420,11495,8,0,0,False,,False,0,False,0,0.363418128734457,30.4860181147675,64.1249412469469,28.6063455215961,66.8555546208216,-1.45270691491416,23653,-1.35279032451857,0.0970568181818194,-0.438127066115712,,,3.59961758120492,-1.66805296715008,,,,,,17,3.43698697343786,0.964516073013893,29.449125,65.928375,30.3327421221695,64.4544548375406,28.5655078778305,67.4022951624594,0.186031508209799,-0.805486254073276,0.0345915159000059,8,1.03296915368717,179213,0,4,8,0.005,1.84284707741866,2.52242407511194,"[29.546181818181818, 65.49024793388428]",1475,0.489782663734359,"[0.567015399229086, -0.8237071913229119]","[[30.486018114767514, 64.12494124694692], [28.606345521596122, 66.85555462082164]]",-0.0354839269861072,0.10947533338121,0
295,421,130,39.1092923076923,65.1334153846154,3.465261338441,1.04799511414159,-2.63628058185703,0,0.0228998014416832,0.0008732855606537,39.1092923076923,65.1334153846154,0,85.8538252408894,421,11774,83,0,0,False,,False,0,False,0,0.238948575214809,40.6253847720397,65.972148164154,37.5931998433449,64.2946826050767,0.553220070188583,24336,-0.52543953595683,0.286051431779896,-0.165854688377337,,,2.57969919036489,0.495807300188756,,,,,,3,3.55847870783395,0.973804151423548,38.8232408759124,65.2992700729927,40.4173053248784,66.0896188637614,37.2291764269464,64.508921282224,-0.0788331785639436,-0.253446073921282,0.516437405358792,2,1.1066975921828,179211,1,2,2,0.019,3.55847870783395,4.29550688193222,"[39.10929230769231, 65.13341538461538]",1475,0.523997557070795,"[-0.8750234491863443, -0.4840805339755288]","[[40.62538477203967, 65.972148164154], [37.59319984334494, 64.29468260507674]]",-0.0261958485764518,-0.0130979242882259,0
295,422,165,64.9553454545455,66.6571636363636,5.3612958531806,0.863021668588729,-1.56019108509914,0,0.0160569302229718,0.0008012373677708,64.9553454545455,66.6571636363636,0,160.722054676782,422,10296,25,0,0,True,,False,297,False,0,0.193183165374574,64.9837738408056,63.9766664561395,64.9269170682853,69.3376608165878,-94.2894596862621,24095,-0.990175569746784,0.114202597402596,-0.174074458874458,,,1.41005446819461,-28.3849805285101,,,,,,5,5.33853980074186,1.00426259862961,64.8411428571429,66.8312380952381,64.9351226631707,64.1636231310641,64.747163051115,69.4988530594121,-0.146349252751554,-0.257914869965609,0.210279048101857,4,1.08459669340336,179214,0,5,4,0.014,4.82124610793016,6.58756743930538,"[64.95534545454545, 66.65716363636363]",1475,0.431510834294364,"[0.010605042899583502, -0.9999437649513586]","[[64.98377384080563, 63.976666456139476], [64.92691706828528, 69.3376608165878]]",0.00426259862960525,0.0274150147706965,0
295,423,170,76.8621176470588,66.1849411764706,4.3990712993392,1.16461683299272,-1.29420443810004,0,0.0292011008817045,0.0007672595243681,76.8621176470588,66.1849411764706,0,114.365355499202,423,10816,31,0,0,True,,False,450,False,0,0.358024563119619,77.4627639081692,64.0690061247307,76.2614713859484,68.3008762282105,-3.52276404389522,24337,-0.779778075844625,0.297231419513906,-0.2939091229306,,,0.0316496160745382,-3.51537095338989,,,,,,156,4.25570892036806,1.03368707344739,76.5648862275449,66.4788502994012,77.1470885267223,64.4321932478761,75.9826839283675,68.5255073509263,0.0429647696629644,-0.289845506723813,0.0883009182138917,2,1.00717171101897,179216,0,5,2,0,4.25570892036806,8.07072014981482,"[76.86211764705881, 66.18494117647059]",1475,0.58230841649636,"[0.27307866603601133, -0.961991705866528]","[[77.46276390816924, 64.06900612473068], [76.26147138594838, 68.3008762282105]]",0.0336870734473865,0.0168435367236933,0
295,424,78,3.46338461538462,65.7415384615385,2.59591641443286,0.801168306704999,-1.50139858610683,0,0.0152770199765188,0.0008216396404,3.46338461538462,65.7415384615385,0,90.2130756591781,424,2763,155,0,0,True,,False,340,False,0,0.233503846159156,3.55338769868984,64.4467045136224,3.37338153207939,67.0363724094546,-14.3865509976468,23869,-1.19416705521829,0.101464615384615,-0.256541538461519,,,4.33570206843765,-6.84479849102073,,,,,,50,2.38886985572661,1.08667134302437,3.36192,65.99808,3.53458955775471,64.8161916716353,3.18925044224529,67.1799683283647,0.00350547410218127,0.245371449318887,0.0297037122535097,6,1.03564374486437,179217,0,4,6,0.002,2.17288682059851,7.40415729065871,"[3.4633846153846153, 65.74153846153847]",1475,0.400584153352499,"[0.06934205031011502, -0.9975929430678574]","[[3.5533876986898436, 64.44670451362235], [3.373381532079387, 67.03637240945459]]",0.0866713430243679,0.0512586461958179,0
295,425,226,33.8393628318584,66.531185840708,4.64206192929867,1.30341885896266,-1.83873914094939,0,0.0455207685214689,0.0008180456161828,33.8393628318584,66.531185840708,0,151.165742088517,425,9890,79,0,0,False,,False,0,False,0,0.402816513124953,34.4538516432906,68.7693967868624,33.2248740204262,64.2929748945535,3.64239495416978,22508,-1.11598788830628,0.216281980794577,-0.442295010355863,,,7.65841878682401,2.35466267038872,,,,,,31,4.75136729681219,0.97699496572558,33.6230808510638,66.9734808510638,34.5517317561435,69.1601404710776,32.6944299459842,64.78682123105,-0.0504454225936121,-0.317710859227432,0.0882523126797115,18,1.0069225022449,179218,1,6,18,0.001,3.70684133843599,4.53414108961866,"[33.8393628318584, 66.53118584070796]",1475,0.651709429481331,"[-0.26474821783562286, -0.9643175727699157]","[[34.45385164329061, 68.76939678686243], [33.22487402042619, 64.2929748945535]]",-0.0230050342744196,0.0134855471543313,0
295,426,297,60.3209696969697,67.3372121212121,7.78673645120224,1.03662022591602,-2.20304695098694,0,0.0146418794368704,0.0008676577836074,60.3209696969697,67.3372121212121,0,131.345661126452,426,9296,42,0,0,True,,False,299,False,0,0.185596517795042,62.6218017106364,70.4779903981694,58.020137683303,64.1964338442548,1.36506196814951,21154,-1.27435746295783,0.0738700185131123,-0.24184897203547,,,0.851626812304749,1.32334472421948,,,,,,33,7.71596435674846,1.00917216451264,60.2470996784566,67.5790610932476,62.5730256025457,70.6570628938162,57.9211737543675,64.501059292679,-0.254400901328125,-0.627651185670527,0.201038022755993,30,1.06350197176959,179215,1,8,30,0.002,4.82597113725427,7.83597189983607,"[60.3209696969697, 67.33721212121212]",1475,0.518310112958008,"[-0.5909618305654797, -0.806699519532953]","[[62.62180171063641, 70.47799039816941], [58.020137683302984, 64.19643384425483]]",0.00917216451264259,0.069851026939848,0
295,427,112,45.9475714285714,67.2968571428571,4.42738073759146,0.930520881295279,-1.7393428272931,0,0.0189876731934158,0.0007803899768207,45.9475714285714,67.2968571428571,0,99.1233735333762,427,10607,22,0,0,True,,False,314,False,0,,46.3189171553487,69.4791787048876,45.5762257017941,65.1145355808266,5.87679190755658,24458,-1.50666923470052,0.075349975284233,-1.17339891250619,179220,0.597146491042632,4.06878742723878,4.09415483814456,,,,,179875,19,,,,,,,,,-0.00652817798685845,-0.518002693151344,0.347019244417614,1,1.05395188886596,179220,0,5,1,0.002,4.42738073759146,8.54099733125092,"[45.947571428571436, 67.29685714285714]",1475,0.465260440647639,"[-0.16774962389130607, -0.9858296321800869]","[[46.31891715534873, 69.47917870488764], [45.576225701794144, 65.11453558082663]]",0,0,0
295,428,121,46.6917024793388,66.425652892562,3.34691782058714,0.971308654344219,-1.79717971087483,0,0.0091720593569815,0.0009619489173628,46.6917024793388,66.425652892562,0,74.9207035365554,428,10605,22,0,0,False,,False,0,False,0,0.456039605713118,47.0673181348681,68.0564127166202,46.3160868238096,64.7948930685038,4.3415651079836,22039,-1.19373774352869,0.191505758027368,-0.483593009077353,,,1.24330321041167,4.81716888097834,,,,,,74,3.12263191693539,1.07182591788528,46.5001967213115,66.9092459016393,46.8175457799091,68.4379699111234,46.1828476627139,65.3805218921552,0.0659089159835678,-0.11471209966826,0.649685506112223,22,1.00449699926433,179224,0,3,22,0,2.48625043156549,3.05695761655867,"[46.69170247933884, 66.42565289256198]",1475,0.48565432717211,"[-0.2244546628655244, -0.9744845326211822]","[[47.067318134868096, 68.05641271662017], [46.31608682380959, 64.7948930685038]]",0.0718259178852789,0.0182735402296069,0
295,429,122,31.3589508196721,66.5539672131148,3.18031150445121,1.03033621286608,-1.15010287296,0,0.0227904752064801,0.0007104200356807,31.3589508196721,66.5539672131148,0,123.771499311233,429,11417,25,0,0,True,,False,315,False,0,0.636124522498533,32.0083601564662,65.1024635687443,30.709541482878,68.0054708574853,-2.23511360575148,24192,-1.10137462949155,0.335234005512849,-0.660900043522403,,,0.885311393331577,-2.14555579609397,,,,,,22,2.9670655059554,1.07187101129645,31.0237168141593,67.2148672566372,31.6504330578167,65.8702125875517,30.3970005705018,68.5595219257227,0.713344770071002,-0.492933608018015,0.00852236028636972,3,1.03223245403351,179229,1,6,3,0.004,2.66846261440349,5.02685485682321,"[31.35895081967213, 66.55396721311476]",1475,0.515168106433041,"[0.4083935399945315, -0.9128059577427916]","[[32.00836015646621, 65.10246356874427], [30.70954148287805, 68.00547085748526]]",0.0718710112964452,0.061257244228554,0
295,430,162,32.7617777777778,66.8951111111111,3.66191643383153,1.18780654035646,-1.79811551518814,0,0.0322149981353661,0.0007863105849627,32.7617777777778,66.8951111111111,0,147.670933899066,430,10333,25,0,0,False,,False,0,False,0,0.352411797604231,33.1744144068053,68.6789662073777,32.3491411487503,65.1112560148445,4.32306530923023,21662,-1.07780203332086,0.230457023060815,-0.428964360587003,,,6.20808296498837,2.86637056322324,,,,,,54,3.60929628881106,1.01457905940933,32.531320754717,67.3240754716981,33.1257763462688,69.0280054804658,31.9368651631651,65.6201454629304,0.777078035937979,-0.227168542702749,0.0982976335821486,25,0.998401653110654,179225,1,5,25,-0.001,3.5867820662568,2.70770221273603,"[32.76177777777779, 66.8951111111111]",1475,0.593903270178232,"[-0.22536649128050412, -0.9742740603176883]","[[33.174414406805305, 68.67896620737767], [32.34914114875027, 65.11125601484454]]",0.014579059409334,0.00128410282192638,0
295,431,129,61.6822325581395,66.701023255814,3.0865098754532,1.12943596062925,-1.49725750321637,0,0.0319190350498339,0.0008388913431486,61.6822325581395,66.701023255814,0,153.04245827998,431,9827,32,0,0,False,,False,0,False,0,0.108658705663273,61.7956194476247,65.1619393672262,61.5688456686543,68.2401071444017,-13.5737376303,20979,0.478891224429959,0.143946843853819,0.0747375415282363,,,5.35621647784716,-5.93144160269023,,,,,,126,3.18983636616435,0.967607588963759,61.5382857142857,66.6262857142857,61.8034360172857,65.0535621761058,61.2731354112857,68.1990092524656,-0.0729362117822632,-0.308151364348854,0.426008766493013,32,1.00145523892432,179221,0,4,32,0,2.97529776020514,2.74181002903843,"[61.682232558139525, 66.70102325581395]",1475,0.564717980314626,"[0.07347255901362598, -0.9972972390776931]","[[61.79561944762471, 65.16193936722624], [61.56884566865434, 68.24010714440166]]",-0.0323924110362408,0.00138999959700125,0
295,432,47,44.6216170212766,66.488170212766,1.96454031226569,0.661058208796264,-1.62315899368806,0,0.0111942782284731,0.000668799682976,44.6216170212766,66.488170212766,0,33.1084435031471,432,11494,22,0,0,False,,False,0,False,0,0.27720376393906,44.6730278053105,67.4690940583902,44.5702062372427,65.5072463671418,19.0801183848421,23652,-0.204282541099208,0.271439806086718,-0.0562348505251578,,,1.64778683304564,12.3000639012268,,,,,,9,2.59826773645331,0.756096180814426,44.3501772151899,66.5444050632911,44.4554499657102,67.8392666217488,44.2449044646696,65.2495435048334,-0.00657661638405926,-0.12993079325971,0.174928302330901,8,1.02728643088154,179222,1,2,8,-0.002,2.49854018714697,2.78194834950587,"[44.62161702127659, 66.48817021276597]",1475,0.330529104398132,"[-0.052338741753384835, -0.998629388768262]","[[44.67302780531048, 67.46909405839016], [44.5702062372427, 65.50724636714178]]",-0.243903819185574,-0.0282556605704946,0
295,433,109,65.8965137614679,67.257247706422,3.97541108385912,0.807524479263813,-1.5113334360363,0,0.0396303403097281,0.0007811499281077,65.8965137614679,67.257247706422,0,64.4319546747025,433,11776,19,0,0,False,,False,0,False,0,0.27128218870785,66.014638838437,65.2730552289622,65.7783886844988,69.2414401838818,-16.7973856895683,24339,-0.804721662956731,0.206043173232601,-0.21416405828387,,,0.995580981806955,-12.9885918105044,,,,,,107,3.8235375369522,1.03972068939801,65.6904705882353,67.4714117647059,65.8372245859851,65.5652839913744,65.5437165904855,69.3775395380373,-0.107263151282773,-0.0872319243221291,0.150828267108948,2,1.00840852479325,179226,0,4,2,0,3.8235375369522,3.66917877089901,"[65.89651376146789, 67.257247706422]",1475,0.403762239631906,"[0.059427855121051115, -0.9982326031720821]","[[66.01463883843698, 65.2730552289622], [65.7783886844988, 69.2414401838818]]",0.0397206893980135,0.0198603446990067,0
295,434,147,77.7051428571428,67.1568979591837,3.79126072526322,1.06473707952722,-1.28749086326421,0,0.0266366472695859,0.0007781063136803,77.7051428571428,67.1568979591837,0,105.312593692983,434,11777,9,0,0,True,,False,329,False,0,0.359469946647922,78.2350300554274,65.336833666686,77.1752556588583,68.9769622516814,-3.43481461411055,24340,-0.757050462727061,0.286403131115449,-0.270608890131399,,,1.05331528481846,-3.21348999352265,,,,,,35,3.65961931569495,1.03597133969747,77.4187397260274,67.4275068493151,77.9624376903228,65.6803388815532,76.875041761732,69.1746748170769,0.0539360217608959,-0.254058789449383,0.126842011437388,2,1.00710479797544,179228,1,4,2,0.001,3.65961931569495,4.60898563507852,"[77.70514285714285, 67.15689795918367]",1475,0.532368539763611,"[0.2795308667396941, -0.9601367061724885]","[[78.23503005542734, 65.33683366668598], [77.17525565885835, 68.97696225168136]]",0.0359713396974665,0.0179856698487332,0
295,435,53,68.5847547169811,66.4138867924528,1.96212364928227,0.718464317654315,-1.0490273472644,0,0.0107907196682579,0.0007439492938091,68.5847547169811,66.4138867924528,0,57.1655030943237,435,11408,25,0,0,False,,False,0,False,0,0.489723362684192,69.0737301694818,65.5633661809331,68.0957792644804,67.2644074039726,-1.73939327050067,24341,-1.10663777514931,0.245677793904207,-0.490728592162569,,,1.3101333548368,-1.65085201193672,,,,,,8,2.0852800746732,0.940940103496535,68.3390769230769,66.9046153846154,68.8792750211903,66.0128282675006,67.7988788249636,67.7964025017302,-0.450282473057285,0.294820192853095,0.0296658938250442,2,1.09071895902366,179232,0,1,2,-0.006,2.0852800746732,1.69678899857265,"[68.58475471698112, 66.41388679245281]",1475,0.359232158827158,"[0.49841451396763087, -0.8669388515151517]","[[69.07373016948183, 65.56336618093306], [68.09577926448041, 67.26440740397257]]",-0.0590598965034651,-0.0295299482517326,0
295,436,83,75.6451084337349,66.5470843373494,2.19825193569279,1.03599787411549,-1.70705294301488,0,0.0164731255878346,0.0008405331095837,75.6451084337349,66.5470843373494,0,128.373772230054,436,10814,31,0,0,False,,False,0,False,0,0.271707164430817,75.7944086350492,67.6360229688075,75.4958082324207,65.4581457058913,7.29361797152781,22370,-0.357980931334137,0.263003170577051,-0.0983893468611399,,,5.21184441678291,22.0634788221827,,,,,,21,1.93381070912058,1.13674617961572,75.3821052631579,66.6454736842105,75.4258841141761,67.6113874365098,75.3383264121397,65.6795599319112,0.0255383726046077,-0.203464850726334,0.357905740477604,19,1.02980435677605,179227,1,2,19,-0.004,2.79974595081059,3.47345992569714,"[75.64510843373493, 66.54708433734939]",1475,0.517998937057745,"[-0.13583538710012646, -0.990731420522918]","[[75.79440863504915, 67.6360229688075], [75.49580823242071, 65.45814570589128]]",0.136746179615719,0.00346980620287739,0
295,437,131,11.7079694656489,67.4040916030534,3.73484096200022,0.944400629665965,-2.01936442616659,0,0.0191466949510437,0.0009192687082495,11.7079694656489,67.4040916030534,0,42.2829404318465,437,9828,155,0,0,False,,False,0,False,0,0.21732349145659,12.5178244206542,69.0867663204935,10.8981145106436,65.7214168856134,2.07774825237572,20980,0.173002708474495,0.214079355758747,0.0374102843721147,,,1.37595658430221,1.95610594357845,,,,,,41,4.70926655779363,0.793083363654416,11.4938901098901,67.3666813186813,12.5656903509754,69.463236140597,10.4220898688049,65.2701264967656,-0.169953143286154,-0.110530145958002,0.419446257819908,32,1.02345667081692,179223,0,3,32,0,4.34798241703139,2.97715392463201,"[11.707969465648855, 67.40409160305343]",1475,0.472200314832983,"[-0.43367573786680164, -0.9010690064504967]","[[12.517824420654156, 69.08676632049351], [10.898114510643554, 65.72141688561335]]",-0.206916636345584,0.0254893216651796,0
295,438,82,51.8540487804878,66.9301463414634,2.52802222242878,0.983683294132879,-1.81769953632712,0,0.0142392728523146,0.0009512697550945,51.8540487804878,66.9301463414634,0,66.7819310471012,438,10434,24,0,0,False,,False,0,False,0,0.401240914260327,52.1629759514494,68.1558249666809,51.5451216095262,65.7044677162459,3.96753261101094,23984,-1.36286192029572,0.0852211942809049,-0.40392262405382,,,0.53005830542407,3.81813368700682,,,,,,12,2.51358802714317,1.00574246659744,51.7688275862069,67.3340689655172,52.0872519094755,68.5498556009514,51.4504032629383,66.1182823300831,-0.0778885095775994,-0.442763249264063,0.356294131313641,5,1.05982754935037,179233,0,4,5,0.008,1.94143522297231,2.58421660628651,"[51.8540487804878, 66.93014634146341]",1475,0.49184164706644,"[-0.24440225898394546, -0.9696739327235442]","[[52.162975951449404, 68.15582496668092], [51.5451216095262, 65.7044677162459]]",0.00574246659744339,0.110453655229612,0
295,439,257,15.731859922179,68.5619299610895,7.59636039392083,1.20615662546024,-2.34175721820098,0,0.0346848852533832,0.000824343423986,15.731859922179,68.5619299610895,0,100.780360924525,439,2763,155,0,0,False,,False,0,False,0,0.165812671292647,18.3785258934662,71.2861421490463,13.0851939508918,65.8377177731326,1.02929958578488,22504,-0.764515058040485,0.137326114349806,-0.13170704958668,,,0.407245125007072,1.04404586593643,,,,,,27,7.53868316789625,1.00765083566188,15.5945338078292,68.6936370106762,18.2018220840232,71.4157655567411,12.9872455316351,65.9715084646112,0.26729767932885,-0.166379375698853,0.33794310915596,18,0.99978332946135,179230,1,3,18,0,7.57067495198373,7.51559620605099,"[15.731859922178987, 68.56192996108948]",1475,0.603078312730121,"[-0.6968247513388813, -0.7172414279177591]","[[18.378525893466193, 71.28614214904633], [13.085193950891782, 65.83771777313262]]",0.0076508356618837,0.000255469881663171,0
