CellId,label,birth_length,AverageLength,AverageVelocity,LifeHistory,GrowthRate,AverageOrientation
1.0,,8.204501630005431,8.371529838468842,-0.041,4.0,0.027,-2.2493478188979545
2.0,,5.006982454875807,5.140192890204095,-0.059,35.0,0.002,-0.8517250460190842
3.0,,5.601729500409474,5.780761398518321,-0.057,35.0,0.004,-2.5797026967308683
4.0,,5.000047142810229,5.185229904808482,-0.063,35.0,0.005,-0.2256735613313769
5.0,,5.655744277554804,5.845715354000819,-0.06,35.0,0.005,-0.970254303978012
6.0,,5.2129737670362895,5.33511372941233,-0.047,35.0,0.003,-2.5051004225435163
7.0,,8.64970612279762,8.879733951860079,-0.089,16.0,0.015,-0.9769400586018573
8.0,,5.086320833618878,5.287591840447747,-0.056,35.0,0.005,-0.1030749020306351
9.0,,8.019814747657113,8.123296812845576,-0.108,7.0,0.015,-1.128854487920784
10.0,,5.5895061322480935,6.195994802837552,-0.069,35.0,0.015,-1.0908606834942567
11.0,,6.9185557880843005,7.1805859363910685,-0.044,35.0,0.006,-2.6679152175173755
12.0,,5.290348982415782,5.443897058412943,-0.046,35.0,0.003,-2.749421344770022
13.0,,3.9178933930517643,4.070109608913873,-0.054,35.0,0.003,-1.2913967387681218
14.0,,3.925554497416854,4.1596971363948665,-0.069,35.0,0.004,-0.7555196292268458
15.0,,4.656699523019774,4.825030390417077,-0.037,35.0,0.004,-2.323250409100322
16.0,,9.191266645846394,9.399599326270696,-0.093,9.0,0.022,-0.08431613868732613
17.0,,5.108049181846078,5.325906492485274,-0.054,35.0,0.005,-1.152113215340353
18.0,,7.504587274282171,7.8405362122138955,-0.06,35.0,0.01,-1.0796268778539635
19.0,,6.895664468581988,7.197843720843278,-0.011,35.0,0.01,-1.8522235235124376
20.0,,7.51777660583404,7.833741084872433,-0.059,35.0,0.009,-0.47666286780320316
21.0,,4.892118758937034,5.038075304507057,-0.051,35.0,0.004,-0.7020923233492254
22.0,,5.78615672570693,6.139182776493126,-0.069,35.0,0.008,-0.8595860452133968
23.0,,6.413681067250604,6.5939187904086864,-0.062,35.0,0.004,-0.672367689691977
24.0,,5.586066894186946,5.7532192010213254,-0.062,35.0,0.004,-1.0278539685595842
25.0,,10.547990789818481,10.858988820649335,-0.086,18.0,0.016,-0.7033437148712423
26.0,,5.467117498814545,5.59192035638647,-0.066,35.0,0.003,-1.1547491245657733
27.0,,6.32680659273725,6.556350680546872,-0.031,35.0,0.007,-2.3148368927072096
28.0,,6.478711606161595,6.834392289195114,-0.05,35.0,0.01,-1.2951232884523198
29.0,,4.669105555358261,4.878989699882751,-0.062,35.0,0.005,-0.6389108286543039
30.0,,4.413501988870198,4.448780036217466,-0.058,35.0,0.002,-1.0484395822304362
31.0,,5.807965045540693,6.122032810062015,-0.063,35.0,0.01,-1.077480113197676
32.0,,5.281402441211076,5.448615510796055,0.001,35.0,0.006,-1.8258170663837348
33.0,,5.693766495129598,5.789836466089293,-0.047,35.0,0.001,-1.2568300824692817
34.0,,5.914095194939188,6.186377965312319,-0.057,35.0,0.007,-0.39408791089431555
35.0,,6.794868388880915,6.987500373221835,-0.044,35.0,0.006,-1.3624426678754091
36.0,,8.15364078487658,8.745861541539437,-0.065,30.0,0.018,-0.6105507782877163
37.0,,6.756399586111793,6.889338643823424,-0.059,35.0,0.004,-0.5522453211338166
38.0,,5.124947523828255,5.268722785006414,-0.045,35.0,0.002,-0.2757442021683672
39.0,,4.469267095265379,4.5776619247462635,-0.041,35.0,0.003,-2.399593190238878
40.0,,5.940711450909557,6.1114350748485355,-0.054,35.0,0.004,-0.6125951219112354
41.0,,3.849316031929989,3.9292297920716255,-0.064,35.0,0.001,-0.915177496107354
42.0,,7.23325532171179,7.694429095091698,-0.062,35.0,0.014,-1.170784891672426
43.0,,6.504300426632544,6.718265705984105,-0.036,35.0,0.004,-2.3478504835966727
44.0,,4.861109326458943,4.939561043630086,-0.03,35.0,0.003,-2.32068276749929
45.0,,5.142825867420804,5.318790854677615,-0.047,35.0,0.005,-1.3305439570014836
46.0,,4.849301666972241,5.008017677141798,-0.061,35.0,0.004,-0.7185975767795109
47.0,,4.96643324202523,5.238564404982324,-0.056,35.0,0.007,-0.6770851465827482
48.0,,8.147560456919937,8.276896899717647,-0.031,35.0,0.006,-2.3802659501161996
49.0,,3.9219838256988253,4.01658749023406,-0.044,35.0,0.002,-1.2930172031664224
50.0,,7.054258906501716,7.22963660298612,0.013,29.0,0.007,-2.0500289770111086
