TimeStep,NumberOfCells
1,1
2,1
3,1
4,1
5,1
6,1
7,1
8,1
9,2
10,2
11,2
12,2
13,2
14,2
15,2
16,3
17,3
18,3
19,3
20,3
21,4
22,4
23,4
24,4
25,4
26,6
27,6
28,6
29,6
30,7
31,8
32,8
33,8
34,8
35,8
36,10
37,11
38,14
39,15
40,15
41,16
42,16
43,16
44,16
45,16
46,19
47,21
48,25
49,29
50,31
51,32
52,32
53,32
54,33
55,35
56,41
57,45
58,52
59,58
60,58
61,61
62,63
63,64
64,67
65,71
66,81
67,93
68,101
69,106
70,112
71,118
